Species	Strain	Source_ID	Temp
Acinetobacter haemolyticus subsp haemolyticus	2446/60	NCTC 10305	37
Acinetobacter haemolyticus	2181/60	NCTC 10306	37
Acinetobacter junii	2723/59	NCTC 10307	37
Acinetobacter johnsonii	3865/60	NCTC 10308	37
Acinetobacter lwoffii	P790/60	NCTC 10309	37
Salmonella enterica subsp. salamae serotype basel	SS 140/61 (JT 945)	NCTC 10310	30
Salmonella enterica subsp. salamae serotype betioky	JT 971	NCTC 10311	37
Salmonella enterica subsp. enterica serotype maricopa	10312 JT 736 42:g, z51:1, 5	NCTC 10312	37
Klebsiella pneumoniae subsp. ozaenae	3828	NCTC 10313	37
Bacillus subtilis	MB 32	NCTC 10315	37
Brucella suis	1330	NCTC 10316	37
Klebsiella pneumoniae	MA 73	NCTC 10317	37
Providencia stuartii	Nicol	NCTC 10318	37
Bacillus cereus	PCI 213	NCTC 10320	37
Pasteurella multocida	W-9217	NCTC 10322	37
Pasteurella multocida	Insein	NCTC 10323	37
Pasteurella multocida	211	NCTC 10324	37
Pasteurella multocida	93 Iowa	NCTC 10325	37
Pasteurella multocida	Bunia 8	NCTC 10326	37
Bacillus pumilus	E 601	NCTC 10327	37
Yersinia pestis	PH 80/63	NCTC 10329	30
Yersinia pestis	PH 90/63	NCTC 10330	30
Aerococcus viridans	S 1/1	NCTC 10331	37
Pseudomonas aeruginosa	10332	NCTC 10332	37
Bacillus coagulans	Hammer	NCTC 10334	37
Bacillus firmus	Werner	NCTC 10335	37
Enterobacter aerogenes	K 73/517	NCTC 10336	37
Bacillus pumilus	Kral	NCTC 10337	37
Bacillus sphaericus	Gibson 1013	NCTC 10338	37
Geobacillus stearothermophilus	Donk	NCTC 10339	60
Bacillus anthracis	Vollum	NCTC 10340	37
Bacillus licheniformis	Gibson 46	NCTC 10341	37
Bacillus megaterium	Ford 19	NCTC 10342	37
Paenibacillus polymyxa	Kluyver	NCTC 10343	37
Staphylococcus aureus	CN 56 Wood 46 pl. +, 15/5-63	NCTC 10344	37
Staphylococcus aureus	CN 56 Wood 46 pl. -, 15/5-63	NCTC 10345	37
Salmonella enterica subsp. salamae serotype luton	JT 1094	NCTC 10346	37
Salmonella enterica subsp. enterica serotype dugbe	JT 483	NCTC 10347	37
Campylobacter fetus subsp. fetus	192/3	NCTC 10348	37
Corynebacterium diphtheriae	Gayle	NCTC 10349	37
Staphylococcus hyicus subsp. hyicus	Strain 1	NCTC 10350	37
Shigella sonnei	88	NCTC 10352	37
Streptococcus thermophilus	BC	NCTC 10353	37
Campylobacter fetus subsp. venerealis	X/161/5	NCTC 10354	37
Campylobacter sputorum subsp. bubulus	G14	NCTC 10355	37
Corynebacterium diphtheriae biovar belfanti	AVM 45143	NCTC 10356	37
Listeria monocytogenes	53 xxiii	NCTC 10357	37
Moraxella liquefaciens	L 1	NCTC 10358	37
Moraxella liquefaciens	E 1	NCTC 10359	37
Plesiomonas shigelloides	Bader M 51	NCTC 10360	37
Escherichia coli	DRL 145/46	NCTC 10361	37
Aeromonas caviae	BPE 18	NCTC 10362	37
Plesiomonas shigelloides	C 27	NCTC 10363	37
Plesiomonas shigelloides	BPE 247	NCTC 10364	37
Mannheimia haemolytica	B 183	NCTC 10365	37
Mannheimia haemolytica	B 202	NCTC 10366	37
Pseudomonas alcaligenes	RH 1577	NCTC 10367	37
Mannheimia haemolytica	34	NCTC 10368	37
Pasteurella trehalosi	S 7157H	NCTC 10369	37
Bibersteinia trehalosi	S 110	NCTC 10370	37
Mannheimia haemolytica	S 105	NCTC 10371	37
Actinobaculum suis	P 63	NCTC 10372	37
Corynebacterium suis	Betts (BT)	NCTC 10373	37
Proteus mirabilis	Pml 1	NCTC 10374	37
Morganella morganii	Pmol 2	NCTC 10375	37
Proteus vulgaris	Pvl 1	NCTC 10376	37
Providencia rettgeri	10377 Prl 6	NCTC 10377	37
Providencia stuartii	Pil 5	NCTC 10378	37
Salmonella enterica subsp. salamae serotype tulear	JT 1106 (SS 69/62)	NCTC 10380	37
Salmonella enterica subsp. diarizonae serotype eilbek	SS 91/63 (JT 1157)	NCTC 10381	37
Pasteurella multocida	3664	NCTC 10382	37
Erysipelothrix rhusiopathiae	BB/822 (KT)	NCTC 10383	37
Salmonella enterica subsp. enterica serotype senftenberg	Q 252	NCTC 10384	37
Brucella suis	B 2853/63	NCTC 10385	37
Streptococcus equinus	TR 5	NCTC 10386	37
Propionibacterium granulosum	ATCC 11829	NCTC 10387	37
Alcaligenes odorans	Jean Burchill 1	NCTC 10388	37
Streptococcus equinus	CN 1	NCTC 10389	37
Pseudomonas fluorescens	BA 88	NCTC 10392	30
Corynebacterium diphtheriae	G/12/6	NCTC 10393	37
Mycobacterium fortuitum	J. C. Cruz 1	NCTC 10394	37
Mycobacterium fortuitum	J. C. Cruz 2	NCTC 10395	30
Edwardsiella tarda	CDC 1483-59	NCTC 10396	37
Edwardsiella tarda	CDC 1958-64	NCTC 10397	37
Edwardsiella tarda	King (Bartholomew)	NCTC 10398	37
Staphylococcus aureus	Smith	NCTC 10399	37
Bacillus subtilis subsp spizizenii	PCI 219	NCTC 10400	37
Salmonella enterica subsp. houtenae serotype houten	SS 105/61 (JT 887)	NCTC 10401	37
Aeromonas salmonicida	BPE 141	NCTC 10402	37
Aeromonas salmonicida	Isabel Smith 1046	NCTC 10403	37
Mycobacterium thermoresistibile	316	NCTC 10409	37
Mycobacterium parafortuitum	310	NCTC 10410	37
Mycobacterium parafortuitum	311	NCTC 10411	37
Salmonella enterica subsp. enterica serotype paratyphi b	10412 SA/11 Duguid 4, 5, 12:b:1, 2	NCTC 10412	37
Salmonella enterica subsp. enterica serotype typhimurium	A 10	NCTC 10413	37
Salmonella enterica subsp. enterica serotype newport	5718 USA	NCTC 10414	37
Salmonella enterica subsp. houtenae serotype seminole	CDC 2010-64	NCTC 10415	37
Alcaligenes odorans	IEM 14/45	NCTC 10416	37
Escherichia coli	MacLeod	NCTC 10418	37
Paenibacillus macquariensis	673	NCTC 10419	37
Paenibacillus macquariensis	67	NCTC 10420	37
Paenibacillus macquariensis	683	NCTC 10421	37
Mycobacterium nonchromogenicum	317	NCTC 10424	37
Mycobacterium intracellulare	N 100616	NCTC 10425	37
Cardiobacterium hominis	6573	NCTC 10426	37
Cardiobacterium hominis	6574	NCTC 10427	37
Mycobacterium tomidae	Tomida	NCTC 10428	37
Escherichia coli	E 47a	NCTC 10429	37
Escherichia coli	H 54	NCTC 10430	37
Salmonella enterica subsp. enterica serotype paratyphi a	Col Sal 3096/58	NCTC 10431	37
Salmonella enterica subsp. enterica serotype champaign	CDC 364/61	NCTC 10433	37
Salmonella enterica subsp. enterica serotype mikawasima	10435 CDC 2219-59 (JT 944) 6, 7:e, n, z15:z50	NCTC 10435	37
Salmonella enterica subsp. salamae serotype clovelly	Col Sal 2268/64 (JT 1283)	NCTC 10436	37
Mycobacterium aurum	358	NCTC 10437	30
Mycobacterium aurum	312	NCTC 10438	37
Mycobacterium aurum	313	NCTC 10439	37
Mycobacterium aurum	309	NCTC 10440	30
Vibrio parahaemolyticus	3053-63	NCTC 10441	37
Staphylococcus aureus	SRL 60/13137	NCTC 10442	37
Staphylococcus aureus	SRL 64/9204	NCTC 10443	37
Escherichia coli	w 27	NCTC 10444	37
Mycobacterium ulcerans	Clancey	NCTC 10445	30
Streptococcus suis	T 639	NCTC 10446	37
Micrococcus luteus	82	NCTC 10447	30
Arthrobacter agilis	34	NCTC 10448	30
Streptococcus mutans	Sims	NCTC 10449	37
Pseudomonas stutzeri	A 44/65	NCTC 10450	37
Bacillus licheniformis	Kelsey	NCTC 10452	37
Cytophaga	ISO	NCTC 10453	22
Staphylococcus aureus	PS84	NCTC 10455	37
Staphylococcus aureus	PS85	NCTC 10457	37
Salmonella enterica subsp. indica serotype ferlac	JT 786	NCTC 10458	37
Gemella haemolysans	NH	NCTC 10459	37
Yersinia enterocolitica	P 71	NCTC 10460	37
Yersinia enterocolitica	P 76	NCTC 10461	37
Yersinia enterocolitica	P 72	NCTC 10462	37
Yersinia enterocolitica	P 77	NCTC 10463	37
Moraxella nonliquefaciens	4663/62	NCTC 10464	37
Moraxella osloensis	A 1920	NCTC 10465	37
Mycobacterium ulcerans	Darwin	NCTC 10467	37
Mycobacterium ulcerans	McKenzie	NCTC 10468	37
Butyribacterium limosum	32 GpAS	NCTC 10469	37
Propionibacterium freudenreichii	Hitchner 33	NCTC 10470	37
Bifidobacterium breve	Hayward HA	NCTC 10471	37
Bifidobacterium bifidum	Hayward BTR	NCTC 10472	37
Pseudomonas stutzeri	E. III. 9. 22. 1	NCTC 10473	37
Pseudomonas stutzeri	MD 41. 1	NCTC 10475	37
Yersinia ruckeri	RM-3	NCTC 10476	30
Yersinia ruckeri	RM-12	NCTC 10477	37
Yersinia ruckeri	RM-1	NCTC 10478	30
Haemophilus influenzae	Biotype IV	NCTC 10479	37
Salmonella enterica subsp. enterica serotype moscow	27 (K 67)	NCTC 10480	37
Corynebacterium diphtheriae	CN 2000	NCTC 10481	37
Shinella zoogloeoides	I-16-M	NCTC 10482	30
Kluyvera cryocrescens	4	NCTC 10483	37
Kluyvera cryocrescens	84 c	NCTC 10484	37
Mycobacterium chitae	2502	NCTC 10485	37
Mycobacterium novum	1945	NCTC 10486	30
Escherichia coli	K 235	NCTC 10487	37
Nocardiopsis dassonvillei	IMRU 509	NCTC 10488	37
Nocardiopsis dassonvillei	Babcock IMRU 1250	NCTC 10489	37
Salmonella enterica subsp. arizonae	CDC 740-60	NCTC 10492	37
Salmonella enterica subsp. arizonae	CDC 3064-61	NCTC 10493	37
Salmonella enterica subsp. arizonae	CDC 1195-62	NCTC 10494	37
Mycobacterium chitae	2503	NCTC 10495	30
Mycobacterium novum	1950	NCTC 10496	30
Mycobacterium nonchromogenicum	1731	NCTC 10497	30
Stenotrophomonas maltophilia	RH 661-1	NCTC 10498	37
Stenotrophomonas maltophilia	RH 873-3	NCTC 10499	37
Brucella abortus	86/8/59	NCTC 10501	37
Brucella abortus	292	NCTC 10503	37
Brucella abortus	B 3196	NCTC 10504	37
Brucella abortus	870	NCTC 10505	37
Brucella abortus	C 68	NCTC 10507	37
Brucella suis	686	NCTC 10511	37
Brucella ovis	63/290	NCTC 10512	37
Arcanobacterium haemolyticum	K 29	NCTC 10513	37
Arcanobacterium haemolyticum	K 501	NCTC 10514	37
Staphylococcus cohnii	1557	NCTC 10515	37
Staphylococcus saprophyticus subsp. saprophyticus	1588	NCTC 10516	37
Staphylococcus warneri	1466	NCTC 10518	37
Staphylococcus epidermidis	1477	NCTC 10519	37
Bordetella parapertussis	PA-3	NCTC 10520	37
Bordetella parapertussis	PA-8	NCTC 10521	37
Bordetella parapertussis	PA-9	NCTC 10522	37
Bordetella parapertussis	PA-15	NCTC 10523	37
Bordetella parapertussis	PA-22	NCTC 10524	37
Bordetella parapertussis	H-74	NCTC 10525	37
Psychrobacter phenylpyruvicus	2863	NCTC 10526	37
Listeria monocytogenes	1071/53	NCTC 10527	37
Listeria innocua	L92/67	NCTC 10528	37
Kingella kingae	4177/66	NCTC 10529	37
Staphylococcus chromogenes	1462	NCTC 10530	37
Salmonella enterica subsp. enterica serotype tuebingen	ISC 618	NCTC 10533	37
Pasteurella bettyae	CDC 41-9471	NCTC 10534	37
Pasteurella bettyae	CDC 41-5568	NCTC 10535	37
Pasteurella bettyae	CDC 41-7170	NCTC 10536	37
Escherichia coli	B	NCTC 10537	37
Escherichia coli	K 12	NCTC 10538	37
Bordetella bronchiseptica	BR 2	NCTC 10539	37
Bordetella bronchiseptica	BR 88 Eldering 22067	NCTC 10540	37
Bordetella bronchiseptica	BR 58	NCTC 10541	37
Bordetella bronchiseptica	BR 106	NCTC 10542	37
Bordetella bronchiseptica	BR 62	NCTC 10543	37
Salmonella enterica subsp. enterica serotype sandiego	10544 K 111 4, 12:e, h:e, n, z15	NCTC 10544	37
Salmonella enterica subsp. salamae serotype neasden	JT 1037	NCTC 10545	37
Salmonella enterica subsp. enterica serotype altendorf	10546 297 (JT 177) 4, 12:c:1, 7	NCTC 10546	37
Pasteurella lymphangitidis	Jayaraman II	NCTC 10548	37
Pasteurella lymphangitidis	Jayaraman III	NCTC 10549	37
Pasteurella lymphangitidis	Jayaraman IV	NCTC 10550	37
Yersinia pseudotuberculosis	Jayaraman V	NCTC 10551	37
Pasteurella lymphangitidis	Jayaraman VI	NCTC 10552	37
Pasteurella lymphangitidis	Jayaraman VII	NCTC 10553	37
Pasteurella lymphangitidis	Jayaraman VIII	NCTC 10554	37
Haemophilus sp.	S 3105	NCTC 10555	37
Aggregatibacter aphrophilus	Haywood	NCTC 10558	37
Noguchia granulosis	ATCC 11479	NCTC 10559	30
Fusobacterium varium	ATCC 8501	NCTC 10560	37
Pseudomonas aeruginosa	Col 18	NCTC 10561	37
Fusobacterium nucleatum subsp. polymorphum	555A	NCTC 10562	37
Actinobacillus lignieresii	A 2 Type 1	NCTC 10563	37
Actinobacillus lignieresii	A 56 Type 1a	NCTC 10564	37
Actinobacillus lignieresii	A 3 Type 2	NCTC 10565	37
Actinobacillus lignieresii	A 6 Type 3	NCTC 10566	37
Actinobacillus lignieresii	A 7 Type 4	NCTC 10567	37
Actinobacillus lignieresii	A 13 Type 5	NCTC 10568	37
Actinobacillus lignieresii	A 180 Type 6	NCTC 10569	37
Megamonas hypermegale	EBF 61/42 Group IV	NCTC 10570	37
Megamonas hypermegale	EBF 58/74	NCTC 10571	37
Megamonas hypermegale	EBF 61/61	NCTC 10572	37
Fusobacterium sp.	EBF 59/96 Group I	NCTC 10573	37
Mycobacterium brunense	2023	NCTC 10574	30
Fusobacterium necrophorum	2352	NCTC 10575	37
Fusobacterium necrophorum	2353	NCTC 10576	37
Fusobacterium necrophorum	2355	NCTC 10577	37
Clostridium perfringens	Jones ?	NCTC 10578	37
Kocuria rosea	A57/66	NCTC 10580	37
Bacteroides fragilis	ATCC 23745	NCTC 10581	37
Bacteroides thetaiotaomicron	E 50	NCTC 10582	37
Bacteroides vulgatus	E 1	NCTC 10583	37
Bacteroides fragilis	6869/66	NCTC 10584	37
Elizabethkingia meningoseptica	422	NCTC 10585	37
Chryseobacterium meningosepticum	3375	NCTC 10586	37
Chryseobacterium meningosepticum	6925	NCTC 10587	37
Elizabethkingia meningoseptica	CDC 8388	NCTC 10588	37
Chryseobacterium meningosepticum	CDC 8707	NCTC 10589	37
Janthinobacterium lividum	Pn 4S	NCTC 10590	30
Janthinobacterium lividum	Ac 3S	NCTC 10591	30
Corynebacterium matruchotii	C625	NCTC 10592	37
Aquaspirillum serpens	ATCC 12638	NCTC 10593	37
Eikenella corrodens	333/54-55	NCTC 10596	37
Kurthia zopfii	Barnes F/64/100	NCTC 10597	37
Yersinia enterocolitica	Billups 1803-68	NCTC 10598	37
Leclercia adecarboxylata	L 22	NCTC 10599	37
Leclercia adecarboxylata	L 24	NCTC 10600	37
Pasteurella pneumotropica	9022	NCTC 10603	37
Corynebacterium cervicis	9T-phase	NCTC 10604	37
Corynebacterium cervicis	9O-phase	NCTC 10605	37
Corynebacterium cervicis	18T-phase	NCTC 10606	37
Corynebacterium cervicis	A 33O-phase	NCTC 10607	37
Staphylococcus xylosus	CBCC 1839	NCTC 10608	37
Mannheimia haemolytica	S 10R	NCTC 10609	37
Mannheimia haemolytica	S 5R	NCTC 10610	37
Clostridium perfringens	FH 7857/66 ?	NCTC 10611	37
Clostridium perfringens	FH 10209/66 ?	NCTC 10612	37
Clostridium perfringens	FH 1544/67 ?	NCTC 10613	37
Clostridium perfringens	FH 2063/67 ?	NCTC 10614	37
Neisseria lactamica	A 2894	NCTC 10616	37
Neisseria lactamica	A 7515	NCTC 10617	37
Neisseria lactamica	A 5906	NCTC 10618	37
Haemophilus haemoglobinophilus	Dog	NCTC 10619	37
Mannheimia haemolytica	E 3779 L	NCTC 10620	37
Mannheimia haemolytica	E 3659	NCTC 10621	37
Mannheimia haemolytica	F 60	NCTC 10622	37
Mannheimia haemolytica	B 32 L	NCTC 10623	37
Mannheimia haemolytica	7H74L	NCTC 10624	37
Mannheimia haemolytica	B 11R	NCTC 10625	37
Mannheimia haemolytica	D 678	NCTC 10626	37
Mannheimia haemolytica	B 926	NCTC 10627	37
Mannheimia haemolytica	6H99R	NCTC 10628	37
Mannheimia haemolytica	B 38R	NCTC 10629	37
Mannheimia haemolytica	B 153	NCTC 10630	37
Mannheimia haemolytica	G 37 L	NCTC 10631	37
Mannheimia haemolytica	F 86	NCTC 10632	37
Mannheimia haemolytica	E3670	NCTC 10633	37
Mannheimia haemolytica	B 656	NCTC 10634	37
Mannheimia haemolytica	S 1 R	NCTC 10635	37
Mannheimia haemolytica	H 21	NCTC 10636	37
Mannheimia haemolytica	B 274 C	NCTC 10637	37
Mannheimia haemolytica	CL 15	NCTC 10638	37
Mannheimia haemolytica	C 780	NCTC 10639	37
Mannheimia haemolytica	C 30L	NCTC 10640	37
Mannheimia haemolytica	E 1698B	NCTC 10641	37
Mannheimia haemolytica	M93 L	NCTC 10642	37
Mannheimia haemolytica	G 1	NCTC 10643	37
Mannheimia haemolytica	CL 11R	NCTC 10644	37
Mannheimia haemolytica	B651	NCTC 10645	37
Janthinobacterium lividum	Sneath CA (D 286)	NCTC 10646	22
Eikenella corrodens	Mu 53-68	NCTC 10647	37
Corynebacterium diphtheriae	100062	NCTC 10648	37
Escherichia coli	Orskov CS 1483	NCTC 10650	37
Streptobacillus moniliformis	9901	NCTC 10651	37
Staphylococcus aureus	FDA 196E	NCTC 10652	37
Salmonella enterica subsp. enterica serotype choleraesuis	S 13/66 (G1/1/66, NCIB 10383)	NCTC 10653	37
Staphylococcus aureus	FDA 243	NCTC 10654	37
Staphylococcus aureus	137	NCTC 10655	37
Staphylococcus aureus	494	NCTC 10656	37
Staphylococcus aureus	S 6	NCTC 10657	37
Haemophilus haemolyticus	AQ/3273	NCTC 10659	37
Neisseria elongata	M2	NCTC 10660	37
Burkholderia cepacia	Hayward 8	NCTC 10661	37
Pseudomonas aeruginosa	10662	NCTC 10662	37
Escherichia coli	E 519/66	NCTC 10664	37
Haemophilus parainfluenzae	Sims	NCTC 10665	37
Cardiobacterium hominis	SS 1742/1966	NCTC 10666	37
Haemophilus paraphrohaemolyticus	L1	NCTC 10670	37
Haemophilus paraphrohaemolyticus	L2	NCTC 10671	37
Rhodococcus equi	ATCC 7005	NCTC 10673	37
Vibrio alginolyticus	Sakazaki 5078/62	NCTC 10675	37
Escherichia coli	CDC 2950-54	NCTC 10677	37
Salmonella enterica subsp. enterica serotype infantis	10679 JT 138 6, 7:r:1, 5	NCTC 10679	37
Corynebacterium diphtheriae	NS 808	NCTC 10681	37
Mycobacterium intracellulare	ATCC 15985	NCTC 10682	37
Delftia acidovorans	10683	NCTC 10683	30
Aminobacter aminovorans	E. III. 9. 11. 1.	NCTC 10684	37
Pseudomonas chlororaphis	E. 111. 9. 25. 1.	NCTC 10686	37
Pseudomonas cruciviae	NCIB 9432	NCTC 10687	37
Pseudomonas fluorescens	NCIB 8376	NCTC 10688	37
Pseudomonas fragi	NCIB 8542	NCTC 10689	30
Pseudomonas lemonnieri	LA	NCTC 10690	30
Pseudomonas nigrifaciens	DB 574	NCTC 10691	22
Pseudomonas oleovorans	NCIB 6576	NCTC 10692	22
Pseudomonas pavonacea	NCIB 9395	NCTC 10693	30
Shewanella putrefaciens	NCIB 8768	NCTC 10695	30
Pseudomonas synxantha	NCIB 8178	NCTC 10696	30
Pseudomonas taetrolens	NCIB 9396	NCTC 10697	30
Comamonas testosteroni	567201	NCTC 10698	30
Pasteurella mairii	5143/70	NCTC 10699	37
Pseudomonas aeruginosa	2134	NCTC 10701	37
Staphylococcus aureus	P 32760 (RS)	NCTC 10702	37
Staphylococcus aureus	P 32760 (RR)	NCTC 10703	37
Salmonella enterica subsp. enterica serotype pullorum	JT 1528 (Weybridge 11-F41/1/64)	NCTC 10704	37
Salmonella enterica subsp. enterica serotype pullorum	JT 1529 (Weybridge 23-F21/4/67)	NCTC 10705	37
Salmonella enterica subsp. enterica serotype pullorum	JT 1530 (Weybridge 4-F60/6/68)	NCTC 10706	37
Streptococcus sp.	Is 57	NCTC 10707	37
Streptococcus milleri	7180	NCTC 10709	37
Streptococcus sp.	E - Collier	NCTC 10710	37
Streptococcus sp.	FW 124	NCTC 10711	37
Streptococcus sp.	F68C	NCTC 10714	37
Suttonella indologenes	van Bijsterveld	NCTC 10717	37
Salmonella enterica subsp. salamae serotype rowbarton	JT 1532 (Le Minor 448)	NCTC 10718	37
Clostridium perfringens	CWC1 ?	NCTC 10719	37
Clostridium perfringens	CWC15 ?	NCTC 10720	37
Pasteurella multocida	Harvard No 1 Winthrop	NCTC 10722	37
Fusobacterium necrogenes	EBD1/4a	NCTC 10723	37
Staphylococcus aureus	11054	NCTC 10724	37
Staphylococcus aureus	11055	NCTC 10725	37
Pseudomonas aeruginosa	Morris 3612	NCTC 10726	37
Pseudomonas aeruginosa	Norman 3613	NCTC 10727	37
Pseudomonas aeruginosa	Hart 3614	NCTC 10728	37
Pseudomonas aeruginosa	Molyneux 3615	NCTC 10729	37
Pseudomonas aeruginosa	Barratt 3616	NCTC 10730	37
Pseudomonas aeruginosa	Read 3617	NCTC 10731	37
Vibrio cholerae	384/52	NCTC 10732	37
Vibrio cholerae	586/52	NCTC 10733	30
Burkholderia cepacia	TI	NCTC 10734	37
Bordetella pertussis	18323	NCTC 10739	37
Proteus vulgaris	O X 19	NCTC 10740	37
Mycobacterium gilvum	SM	NCTC 10742	37
Burkholderia cepacia	717	NCTC 10743	37
Burkholderia cepacia	Jonsson A977	NCTC 10744	37
Kingella kingae	2941	NCTC 10745	37
Kingella kingae	5530	NCTC 10746	37
Moraxella lacunata	ATCC 17951	NCTC 10747	37
Moraxella lacunata	ATCC 11748	NCTC 10748	37
Moraxella osloensis	ATCC 19963	NCTC 10749	37
Psychrobacter phenylpyruvicus	ATCC 23334	NCTC 10750	37
Psychrobacter phenylpyruvicus	ATCC 17958	NCTC 10752	37
Moraxella saccharolytica	ATCC 19248	NCTC 10753	37
Moraxella osloensis	5718	NCTC 10755	37
Moraxella osloensis	19116/51	NCTC 10756	37
Escherichia coli	Su 4321/41	NCTC 10757	37
Escherichia coli	G1253	NCTC 10758	37
Paenibacillus thiaminolyticus	Evans	NCTC 10760	37
Shewanella putrefaciens	1389	NCTC 10763	37
Escherichia coli	DRL 1713	NCTC 10764	37
Escherichia coli	DRL 1704	NCTC 10766	37
Escherichia coli	10767 DRL 144	NCTC 10767	37
Citrobacter koseri	A 907040	NCTC 10768	37
Citrobacter koseri	B 907543	NCTC 10769	37
Citrobacter koseri	C 811311	NCTC 10770	37
Citrobacter koseri	D 904523	NCTC 10771	37
Streptobacillus moniliformis	A16/71	NCTC 10773	37
Neisseria mucosa	M26	NCTC 10774	37
Neisseria oralis	M1	NCTC 10776	37
Mycobacterium obuense	4388	NCTC 10778	30
Mycobacterium rhodesiae	5295	NCTC 10779	37
Pseudomonas aeruginosa	KM 255	NCTC 10780	37
Pseudomonas aeruginosa	KM 256	NCTC 10781	37
Pseudomonas aeruginosa	KM 439	NCTC 10782	37
Pseudomonas aeruginosa	KM 658 (RH 2817)	NCTC 10783	37
Pseudomonas aeruginosa	KM 735	NCTC 10784	37
Deinococcus radiophilus	RBD	NCTC 10785	37
Citrobacter koseri	14804	NCTC 10786	37
Salmonella enterica subsp. enterica serotype typhi	10787 Hopkins 26 (PCI 413, ATCC 6539) 9, 12:d:-	NCTC 10787	37
Staphylococcus aureus	FDA 209	NCTC 10788	37
Salmonella enterica subsp. enterica seroytpe choleraesuis	10789 ETS 34 (ATCC 10708) 6, 7:c:1, 5	NCTC 10789	37
Neisseria meningitidis	X	NCTC 10790	37
Neisseria meningitidis	Y	NCTC 10791	37
Neisseria meningitidis	Z	NCTC 10792	37
Neisseria meningitidis	Z-prime	NCTC 10793	37
Haemophilus parahaemolyticus	A62/71	NCTC 10794	37
Chryseobacterium gleum	CDC 3531	NCTC 10795	37
Chryseobacterium indologenes	CDC 3716	NCTC 10796	37
Flavobacterium sp. (f. breve-like)	CDC B1858	NCTC 10797	37
Weeksella virosa	CDC B1270	NCTC 10798	37
Weeksella virosa	CDC B912	NCTC 10799	37
Actinobacillus rossii	192	NCTC 10801	37
Actinobacillus rossii	63	NCTC 10802	37
Mycobacterium scrofulaceum	1356	NCTC 10803	37
Staphylococcus aureus	502 A	NCTC 10804	37
Citrobacter amalonaticus	ATCC 25405	NCTC 10805	37
Citrobacter amalonaticus	ATCC 25406	NCTC 10806	37
Achromobacter xylosoxidans subsp. xylosoxidans	KM 543	NCTC 10807	37
Achromobacter xylosoxidans subsp. xylosoxidans	KM 563	NCTC 10808	37
Achromobacter xylosoxidans subsp. xylosoxidans	KM 583	NCTC 10809	37
Citrobacter koseri	ATCC 25408	NCTC 10810	37
Citrobacter koseri	ATCC 25409	NCTC 10811	37
Listeria grayi subsp. murrayi	F-9	NCTC 10812	37
Listeria grayi subsp. murrayi	F-6	NCTC 10813	37
Listeria grayi subsp. murrayi	F-12	NCTC 10814	37
Listeria grayi subsp. grayi	V-1	NCTC 10815	37
Jonesia denitrificans	L26	NCTC 10816	37
Leuconostoc mesenteroides	NCIB 8710	NCTC 10817	37
Mycobacterium neoaurum	3503	NCTC 10818	37
Mycobacterium chubuense	5517	NCTC 10819	37
Mycobacterium aichiense	5545	NCTC 10820	37
Mycobacterium tokaiense	5553	NCTC 10821	37
Brochothrix thermosphacta	C20	NCTC 10822	25
Cellulomonas biazotea	C95	NCTC 10823	30
Delftia acidovorans	A138/71	NCTC 10824	37
Odoribacter splanchnicus	1651/6	NCTC 10825	37
Pasteurella pneumotropica	A141/71	NCTC 10827	37
Pasteurella pneumotropica	A145/71	NCTC 10828	37
Mycobacterium szulgai	20886	NCTC 10829	37
Mycobacterium szulgai	23428	NCTC 10830	37
Mycobacterium szulgai	25932	NCTC 10831	37
Streptococcus mutans	D282	NCTC 10832	37
Staphylococcus aureus	Newman D2C	NCTC 10833	37
Providencia stuartii	CL 276/69	NCTC 10834	37
Providencia stuartii	CL 153/71	NCTC 10835	37
Providencia stuartii	CL 120/68	NCTC 10836	37
Corynebacterium diphtheriae	F10157	NCTC 10837	37
Corynebacterium diphtheriae	F3517	NCTC 10838	37
Haemophilus haemolyticus	A67(A)	NCTC 10839	37
Actinobacillus suis	1688/72	NCTC 10840	37
Actinobacillus suis	1689/72	NCTC 10841	37
Campylobacter fetus subsp. fetus	Mouton 1	NCTC 10842	37
Actinobacillus suis	13443/72	NCTC 10843	37
Serratia rubidaea	T37/66	NCTC 10845	37
Serratia rubidaea	T40/66	NCTC 10846	37
Serratia rubidaea	22	NCTC 10847	37
Serratia rubidaea	39	NCTC 10848	37
Citrobacter koseri	3613-63	NCTC 10849	37
Escherichia coli	Row	NCTC 10850	37
Actinobacillus seminis	K3844-C	NCTC 10851	37
Aeromonas caviae	RH 514	NCTC 10852	37
Bordetella parapertussis	G. Eldering 508	NCTC 10853	37
Brucella canis	RM-666	NCTC 10854	37
Mycobacterium terrae	W-45	NCTC 10856	37
Francisella tularensis subsp. holartica	LVS	NCTC 10857	37
Janthinobacterium lividum	A130/71	NCTC 10858	22
Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes	Stanier 63	NCTC 10860	30
Serratia liquefaciens	170/72	NCTC 10861	37
Escherichia coli	3219-54 (Sc 385A)	NCTC 10863	37
Escherichia coli	Finlayson	NCTC 10864	37
Escherichia coli	2292-55 (Sc 432)	NCTC 10865	37
Streptococcus pyogenes	B403/48/1	NCTC 10866	37
Streptococcus pyogenes	Red Lake B737/34/3	NCTC 10867	37
Streptococcus pyogenes	B514/33/3	NCTC 10868	37
Streptococcus pyogenes	AD 309	NCTC 10869	37
