Species	Strain	Source_ID	Temp	ncbiTaxID
Salmonella enterica subsp. salamae serotype nachshonim	K 440	NCTC 8280	37	-1
Pasteurella multocida	36734	NCTC 8281	37	747
Pasteurella dagmatis	36735	NCTC 8282	37	754
Pasteurella multocida	46616	NCTC 8283	37	747
Pasteurella pneumotropica	54818	NCTC 8284	37	-1
Salmonella enterica subsp. enterica serotype paratyphi a	256 (113/44)	NCTC 8285	37	-1
Staphylococcus aureus	PS66 (W/166)	NCTC 8288	37	1280
Staphylococcus aureus	PS65 (W/155)	NCTC 8292	37	1280
Staphylococcus hyicus	8294RG Staphylococcus sp.8295RG (Receptif Gratia)	NCTC 8294	37	1284
Shigella flexneri	DRL 36/52103 A	NCTC 8296	37	623
Salmonella enterica subsp. arizonae	DC 5	NCTC 8297	37	59203
Salmonella enterica subsp. enterica serotype typhimurium	SW 580 (FM 59/64)	NCTC 8298	37	-1
Salmonella enterica subsp. enterica serotype paratyphi b	Lederberg SW 906 (Hirsch 1415)	NCTC 8299	37	-1
Streptococcus pyogenes	R47/3722/17	NCTC 8300	37	1314
Streptococcus pyogenes	T 23/Rb5/26	NCTC 8301	37	1314
Streptococcus pyogenes	S43/78	NCTC 8302	37	1314
Streptococcus pyogenes	T 15/31	NCTC 8303	37	1314
Streptococcus pyogenes	J 17E/19	NCTC 8304	37	1314
Streptococcus pyogenes	C 98/97	NCTC 8305	37	1314
Enterococcus durans	98D Sherman	NCTC 8307	37	53345
Streptococcus pyogenes	Small	NCTC 8308	37	1314
Proteus mirabilis	O X K	NCTC 8309	37	584
Streptococcus pyogenes	Coggins	NCTC 8310	37	1314
Proteus vulgaris	O X 2	NCTC 8311	37	585
Streptococcus pyogenes	J 17F/51	NCTC 8312	37	1314
Streptococcus pyogenes	Glover	NCTC 8314	37	1314
Yersinia pseudotuberculosis	Watson I	NCTC 8315	37	633
Streptococcus pyogenes	Symons	NCTC 8316	37	1314
Staphylococcus aureus	PS47A (761)	NCTC 8317	37	1280
Streptococcus pyogenes	Blackmore	NCTC 8318	37	1314
Staphylococcus aureus	PS3A (284)	NCTC 8319	37	1280
Streptococcus pyogenes	J 17C	NCTC 8320	37	1314
Staphylococcus aureus	PS3B (211)	NCTC 8321	37	1280
Streptococcus pyogenes	T2/44/Rb4	NCTC 8322	37	1314
Streptococcus pyogenes	SF 4	NCTC 8324	37	1314
Staphylococcus aureus	PS47 (36)	NCTC 8325	37	1280
Streptococcus pyogenes	4990	NCTC 8326	37	1314
Staphylococcus aureus	PS54 (48/3303)	NCTC 8329	37	1280
Streptococcus pyogenes	63 T	NCTC 8330	37	1314
Staphylococcus aureus	PS29 (33)	NCTC 8331	37	1280
Streptococcus pyogenes	E 14/88	NCTC 8332	37	1314
Escherichia coli	Aberdeen	NCTC 8333	37	562
Neisseria meningitidis	Holmes	NCTC 8335	37	487
Shigella flexneri	Mulatta 103 Z	NCTC 8336	37	623
Mycobacterium microti	OV 185/10	NCTC 8337	37	-1
Neisseria meningitidis	Jordan	NCTC 8339	37	487
Kocuria rhizophila	ATCC 9341	NCTC 8340	37	72000
Staphylococcus aureus	PCI 1203	NCTC 8342	37	1280
Bordetella bronchiseptica	NRRL B-140	NCTC 8344	37	518
Staphylococcus aureus	PS47B (987)	NCTC 8345	37	1280
Clostridium perfringens	131 E?	NCTC 8346	37	1502
Enterobacter cloacae	NCTC 5936	NCTC 8348	37	550
Staphylococcus aureus	PS51/62 (145)	NCTC 8349	37	1280
Clostridium haemolyticum	CN 1038	NCTC 8350	37	84025
Staphylococcus aureus	PS70 (H/42)	NCTC 8352	37	1280
Staphylococcus aureus	PS42C (1307)	NCTC 8353	37	1280
Staphylococcus aureus	PS75/76 (H/6415)	NCTC 8354	37	1280
Staphylococcus aureus	PS42B/47C (1163)	NCTC 8355	37	1280
Staphylococcus aureus	PS77 (H/84)	NCTC 8356	37	1280
Staphylococcus aureus	PS42E (1670)	NCTC 8357	37	1280
Staphylococcus aureus	PS55 (H/31508)	NCTC 8358	37	1280
Staphylococcus aureus	PS73 (F56-A)	NCTC 8360	37	1280
Clostridium chauvoei	A 10	NCTC 8361	37	46867
Staphylococcus aureus	PS52A/79 (925)	NCTC 8363	37	1280
Neisseria meningitidis	CN 105	NCTC 8365	37	487
Vibrio cholerae	4 Z	NCTC 8367	37	666
Staphylococcus aureus	PS44A (373)	NCTC 8369	37	1280
Streptococcus pyogenes	R50/154	NCTC 8370	37	1314
Staphylococcus aureus	PS29A (1351)	NCTC 8371	37	1280
Staphylococcus aureus	PS31 A (48/2329)	NCTC 8373	30	1280
Neisseria gonorrhoeae	B 5025	NCTC 8375	37	485
Streptococcus pyogenes	594	NCTC 8376	37	1314
Shigella dysenteriae	Bucharest Rough	NCTC 8379	37	622
Clostridium fallax	Tracol	NCTC 8380	37	1533
Salmonella enterica subsp. enterica serotype typhi	Bhatnagar (Vi I, 1940, CN 5595)	NCTC 8382	37	-1
Salmonella enterica subsp. enterica serotype typhi	Ty 6 S	NCTC 8383	37	-1
Salmonella enterica subsp. enterica serotype typhi	Watson	NCTC 8384	37	-1
Salmonella enterica subsp. enterica serotype typhi	Ty 2	NCTC 8385	37	-1
Salmonella enterica subsp. enterica serotype paratyphi a	HA 6	NCTC 8386	37	-1
Salmonella enterica subsp. enterica serotype paratyphi a	HA 1	NCTC 8387	37	-1
Salmonella enterica subsp. enterica serotype paratyphi a	2035	NCTC 8388	37	-1
Salmonella enterica subsp. enterica serotype paratyphi a	17689	NCTC 8389	37	-1
Salmonella enterica subsp. enterica serotype paratyphi b	HB 3	NCTC 8390	37	-1
Salmonella enterica subsp. enterica serotype typhimurium	Glasgow O (Schutze, OB Felix)	NCTC 8391	37	-1
Salmonella enterica subsp. enterica serotype typhimurium	3040 (Josephine Marmoset)	NCTC 8392	37	-1
Salmonella enterica subsp. enterica serotype typhi	O 901 (ATCC 10749 and 14901)	NCTC 8393	37	-1
Salmonella enterica subsp. enterica serotype typhi	H 901	NCTC 8394	37	-1
Salmonella enterica subsp. enterica serotype typhi	Ty 2 Rough	NCTC 8395	37	-1
Salmonella enterica subsp. enterica serotype typhi	Mrs S (R2. b. Mu)	NCTC 8396	37	-1
Staphylococcus aureus	PS69 (H/16091)	NCTC 8397	37	1280
Staphylococcus aureus	PS42F (E 193)	NCTC 8399	37	1280
Salmonella sp.	Para A 228 (JT 281)	NCTC 8433	37	-1
Salmonella sp.	Pc 230 (266) (JT 278)	NCTC 8434	37	-1
Actinomyces israelii	Hyder	NCTC 8439	37	1659
Salmonella enterica subsp. enterica serotype eschweiler	K 286	NCTC 8442	37	-1
Vibrio metschnikovii	M 34	NCTC 8443	37	28172
Salmonella enterica subsp. enterica serotype belem	CDC 4244-51 (JT 224)	NCTC 8444	37	-1
Salmonella enterica subsp. enterica serotype denver	8445 Eolo 205 (CDC 3794-51, JT 999) 6, 7:a:e, n, z15	NCTC 8445	37	-1
Salmonella enterica subsp. enterica serotype brazil	CDC 4251-51	NCTC 8446	37	-1
Salmonella enterica subsp. enterica serotype austin	8447 CDC 4068-51 (JT 142) 6, 7:a:1, 7	NCTC 8447	37	-1
Neisseria gonorrhoeae	Bradford 767	NCTC 8448	37	485
Escherichia coli	Cook	NCTC 8450	37	562
Arcanobacterium haemolyticum	Leibow 11018	NCTC 8452	37	28264
Neisseria meningitidis	Whitehouse	NCTC 8454	37	487
Haemophilus influenzae	Stock Biotype IV	NCTC 8455	37	727
Vibrio cholerae biotype el tor	Do 1930	NCTC 8457	37	-1
Salmonella enterica subsp. enterica serotype paratyphi b	Java H	NCTC 8458	37	-1
Salmonella enterica subsp. enterica serotype vancouver	JT 261	NCTC 8460	37	-1
Salmonella enterica subsp. enterica serotype oxford	JT 262	NCTC 8461	37	-1
Salmonella enterica subsp. enterica serotype clerkenwell	8462 JT 263 3, 10:z:l, w	NCTC 8462	37	-1
Haemophilus influenzae	620 Biotype I	NCTC 8466	37	727
Haemophilus influenzae	641 Biotype I	NCTC 8467	37	727
Haemophilus influenzae	576 Biotype IV	NCTC 8468	37	727
Haemophilus influenzae	624 Biotype II	NCTC 8469	37	727
Haemophilus influenzae	522 D99 Biotype IV	NCTC 8470	37	727
Haemophilus influenzae	595 Murray Biotype IV	NCTC 8472	37	727
Haemophilus influenzae	644 Biotype I	NCTC 8473	37	727
Bordetella pertussis	Kendrick 17921	NCTC 8474	37	520
Haemophilus parahaemolyticus	536	NCTC 8479	37	735
Yersinia pseudotuberculosis	Porton	NCTC 8480	37	633
Corynebacterium xerosis	Laughton 2	NCTC 8481	37	1725
Salmonella enterica subsp. enterica serotype emek	Col Sal 1023/51 (JT 272)	NCTC 8485	37	-1
Salmonella enterica subsp. enterica serotype bispebjerg	8486 9447 (K 25, JT 25) 1, 4, 12:a:e, n, x	NCTC 8486	37	-1
Yersinia pseudotuberculosis	1627/51	NCTC 8487	37	633
Salmonella enterica subsp. enterica serotype stockholm	8488 K 187/51 3, 10:y:z6	NCTC 8488	37	-1
Pasteurella multocida	412	NCTC 8489	37	747
Salmonella enterica subsp. enterica serotype mgulani	8492 JT 274 (CN 4096) 38:i:1, 2	NCTC 8492	37	-1
Salmonella enterica subsp. enterica serotype uzaramo	8493 JT 276 6, 14, 25:z4, z24	NCTC 8493	37	-1
Salmonella enterica subsp. enterica serotype lindi	JT 277	NCTC 8494	37	-1
Salmonella enterica subsp. enterica serotype matopeni	JT 275	NCTC 8495	37	-1
Salmonella enterica subsp. enterica serotype thompson	F 1109 (JT 155)	NCTC 8496	37	-1
Salmonella enterica subsp. enterica serotype rubislaw	JT 285	NCTC 8497	37	-1
Salmonella enterica subsp. enterica serotype illinois	8498 Minn 2954 (3), (15), 34:z10:1, 5	NCTC 8498	37	-1
Salmonella enterica subsp. enterica serotype worthington	Illinois 61 (JT 279)	NCTC 8499	37	-1
Escherichia coli	30 beta	NCTC 8500	37	562
Haemophilus aegyptius	180-a	NCTC 8502	37	197575
Clostridium perfringens	R2 E?	NCTC 8503	37	1502
Clostridium perfringens	151 E?	NCTC 8504	37	1502
Pseudomonas aeruginosa	Scudder	NCTC 8505	37	287
Pseudomonas aeruginosa	C III	NCTC 8506	37	287
Staphylococcus aureus	PS52 (144)	NCTC 8507	37	1280
Staphylococcus aureus	PS31/44/211A/A	NCTC 8508	37	1280
Staphylococcus aureus	PS6 (3)	NCTC 8509	37	1280
Staphylococcus aureus	PS7 (4)	NCTC 8510	37	1280
Staphylococcus aureus	PS53 (48/3292)	NCTC 8511	37	1280
Micrococcus luteus	Hucker 426	NCTC 8512	37	1270
Salmonella enterica subsp. enterica serotype enteritidis	8515 2014 9, 12:g, m:-	NCTC 8515	37	-1
Shigella flexneri	109/49	NCTC 8516	37	623
Shigella flexneri	265/51	NCTC 8517	37	623
Shigella flexneri	69/50	NCTC 8518	37	623
Shigella flexneri	4/52	NCTC 8519	37	623
Shigella flexneri	275/52	NCTC 8520	37	623
Shigella flexneri	DRL 36/52103 B	NCTC 8521	37	623
Shigella flexneri	46/51103 Z	NCTC 8522	37	623
Shigella flexneri	DRL 245/51119 X	NCTC 8523	37	623
Shigella flexneri	DRL 192/51119 X	NCTC 8524	37	623
Shigella flexneri	DRL 79/52	NCTC 8525	37	623
Shigella flexneri	DRL 94/52	NCTC 8526	37	623
Shigella flexneri	12/50	NCTC 8527	37	623
Actinobacillus equuli	PM 30/53 (D108)	NCTC 8529	37	718
Staphylococcus aureus	S11	NCTC 8530	37	1280
Staphylococcus aureus	S 80	NCTC 8531	37	1280
Staphylococcus aureus	S33 R4	NCTC 8532	37	1280
Clostridium perfringens	CN 1990 E?	NCTC 8533	37	1502
Hafnia alvei	alpha 3915	NCTC 8535	37	569
Streptococcus sp.	Cuthell (S 32)	NCTC 8539	37	-1
Haemophilus haemoglobinophilus	Greyhound	NCTC 8540	37	-1
Streptococcus agalactiae	19	NCTC 8541	37	1311
Streptococcus agalactiae	356 3737/48	NCTC 8542	37	1311
Streptococcus dysgalactiae subsp. equisimilis	655 Chestle	NCTC 8543	37	119602
Brevundimonas diminuta	RH 342	NCTC 8545	37	293
Streptococcus dysgalactiae subsp. equisimilis	Austin	NCTC 8546	37	119602
Streptococcus dysgalactiae	566 (14620/49)	NCTC 8547	37	1334
Salmonella enterica subsp. enterica serotype westhampton	CDC 1314-52	NCTC 8549	37	-1
Clostridium botulinum	PR 15	NCTC 8550	37	1491
Mycobacterium avium	Pig P/5	NCTC 8551	37	1764
Mycobacterium avium	Sheep 0/132	NCTC 8553	28	1764
Neisseria meningitidis	1628	NCTC 8554	37	487
Neisseria meningitidis	2104	NCTC 8555	37	487
Neisseria meningitidis	60	NCTC 8556	37	487
Neisseria meningitidis	158	NCTC 8557	37	487
Mycobacterium avium	Chicken AHT 1	NCTC 8559	37	1764
Bacteroides fragilis	WPMH 1	NCTC 8560	37	817
Moraxella bovis	H 36	NCTC 8561	37	476
Mycobacterium avium	Chicken A2	NCTC 8562	37	1764
Vibrio metschnikovii	Berlin	NCTC 8563	37	28172
Vibrio metschnikovii	Tokyo	NCTC 8564	37	28172
Pasteurella multocida	Turkey	NCTC 8565	37	747
Neisseria meningitidis	C 109	NCTC 8566	37	487
Neisseria meningitidis	C 115 (LI)	NCTC 8568	37	487
Neisseria meningitidis	C 107	NCTC 8569	37	487
Neisseria meningitidis	C 108 (LI)	NCTC 8570	37	487
Shigella dysenteriae	K 624 Rough strain	NCTC 8571	37	622
Salmonella enterica subsp. enterica serotype fresno	CDC 2332-53 (CN 4102, JT 325)	NCTC 8572	37	-1
Mycobacterium fortuitum	Malta	NCTC 8573	37	-1
Shigella sonnei	1132	NCTC 8574	37	624
Shigella sonnei	1010	NCTC 8575	37	624
Shigella boydii	25/54	NCTC 8576	37	621
Mycobacterium avium subsp. paratuberculosis	JC 31	NCTC 8578	37	1770
Yersinia pseudotuberculosis	25	NCTC 8579	37	633
Yersinia pseudotuberculosis	32	NCTC 8580	37	633
Citrobacter freundii	Flal	NCTC 8581	37	546
Achromobacter denitrificans	H 12	NCTC 8582	37	32002
Shigella sp.	6275-52	NCTC 8584	37	-1
Shigella sonnei	4848-53	NCTC 8586	37	624
Shigella sp.	3615-53	NCTC 8587	37	-1
Shigella sp.	3616-53	NCTC 8588	37	-1
Shigella sp.	3617-3	NCTC 8589	37	-1
Shigella boydii	3620-53	NCTC 8590	37	621
Shigella boydii	3621-53	NCTC 8591	37	621
Shigella boydii	5032-53	NCTC 8592	37	621
Shigella boydii	5033-53	NCTC 8593	37	621
Clostridium sporogenes	NCA 36790	NCTC 8594	37	1509
Nocardia cyriacigeorgica	Greece-Salonika	NCTC 8595	37	135487
Clostridium chauvoei	Ch 64	NCTC 8596	37	46867
Shigella flexneri	21/50	NCTC 8597	37	623
Shigella flexneri	34/53	NCTC 8598	37	623
Shigella dysenteriae	Vandepitte	NCTC 8599	37	622
Escherichia coli	Aberdeen beta	NCTC 8603	37	562
Yersinia pseudotuberculosis	Watson II	NCTC 8604	30	633
Bordetella pertussis	18234	NCTC 8605	37	520
Streptococcus salivarius	S 20 B	NCTC 8606	37	1304
Corynebacterium diphtheriae	125	NCTC 8607	37	1717
Corynebacterium diphtheriae	1269	NCTC 8608	37	1717
Corynebacterium diphtheriae	127	NCTC 8609	37	1717
Corynebacterium diphtheriae	129	NCTC 8611	37	1717
Corynebacterium diphtheriae	162	NCTC 8613	37	1717
Corynebacterium diphtheriae	167	NCTC 8614	37	1717
Bordetella pertussis	18482	NCTC 8616	37	520
Streptococcus salivarius subsp. salivarius	275	NCTC 8618	37	-1
Escherichia coli	E 893	NCTC 8620	37	562
Escherichia coli	E 990	NCTC 8621	37	562
Escherichia coli	E 611	NCTC 8622	37	562
Escherichia coli	Canioni	NCTC 8623	37	562
Corynebacterium pseudodiphtheriticum	4570/5 T	NCTC 8633	37	37637
Corynebacterium pseudodiphtheriticum	4808	NCTC 8634	37	37637
Corynebacterium ulcerans	FA 380	NCTC 8638	37	65058
Corynebacterium ulcerans	LIV N 104	NCTC 8639	37	65058
Corynebacterium ulcerans	CAR 11210	NCTC 8640	37	65058
Actinobacillus equuli	117:51	NCTC 8644	37	718
Corynebacterium ulcerans	13608 Harries	NCTC 8660	37	65058
Janthinobacterium lividum	MG 2. 1	NCTC 8661	22	29581
Corynebacterium ulcerans	740/50 (Klara Mersland)	NCTC 8665	37	65058
Corynebacterium ulcerans	1634/50 (Agnethe Tonnesland)	NCTC 8666	37	65058
Corynebacterium ulcerans	1613/51 (Eva Tellesen)	NCTC 8667	37	65058
Neisseria gonorrhoeae	Bradford 956	NCTC 8676	37	485
Clostridium perfringens	FH 167/51 + ?	NCTC 8678	37	1502
Corynebacterium diphtheriae	9941	NCTC 8682	37	1717
Chromobacterium violaceum	Lewitus	NCTC 8683	37	536
Chromobacterium violaceum	Shannon	NCTC 8684	37	536
Chromobacterium violaceum	RT Rettger 4/22	NCTC 8685	37	536
Mycobacterium fortuitum	52/3219 (Frank Gibson)	NCTC 8697	37	-1
Acinetobacter haemolyticus	A 1	NCTC 8698	37	29430
Salmonella enterica subsp. enterica serotype ndolo	8700 K 275 9, 12:d:1, 5	NCTC 8700	37	-1
Salmonella enterica subsp. enterica serotype kinshasa	8701 K 309 3, 15:1, z13:1, 5	NCTC 8701	37	-1
Salmonella enterica subsp. enterica serotype salford	8702 K 315 16:l, v:e, n, x	NCTC 8702	37	-1
Salmonella enterica subsp. enterica serotype elisabethville	8703 K 294 3, 10:r:1, 7	NCTC 8703	37	-1
Salmonella enterica subsp. enterica serotype telhashomer	8704 K 313 11:z10:e, n, x	NCTC 8704	37	-1
Salmonella enterica subsp. enterica	8705 K 282 3, 10:r:e, n, z15	NCTC 8705	37	59201
Serratia plymuthica	82 B	NCTC 8706	37	82996
Burkholderia pseudomallei	Bendler A	NCTC 8707	37	28450
Burkholderia pseudomallei	Bendler B	NCTC 8708	37	28450
Streptococcus pyogenes	T 6 Glossy	NCTC 8709	37	1314
Mycobacterium microti	LV 285/303	NCTC 8710	37	-1
Mycobacterium microti	LV 4045/26	NCTC 8712	37	-1
Salmonella enterica subsp. enterica serotype wien	K 320	NCTC 8713	37	-1
Salmonella enterica subsp. enterica serotype praha	K 277	NCTC 8714	37	-1
Salmonella enterica subsp. enterica serotype caracas	K 266	NCTC 8715	37	-1
Salmonella enterica subsp. enterica serotype nessziona	8717 K 317 6, 7:l, z13:1, 5	NCTC 8717	37	-1
Salmonella enterica subsp. enterica serotype banana	8718 K 321 (CN 4934) 4, 5, 12:m, t:-	NCTC 8718	37	-1
Salmonella enterica subsp. enterica serotype wagenia	K 328	NCTC 8719	37	-1
Bacillus licheniformis	Florey A5	NCTC 8720	37	1402
Bacillus licheniformis	P. DArcy Hart	NCTC 8721	37	1402
Staphylococcus aureus	10667	NCTC 8722	37	1280
Staphylococcus aureus	7163 S	NCTC 8723	37	1280
Staphylococcus aureus	7163 R Serotype 11	NCTC 8724	37	1280
Staphylococcus aureus	1636	NCTC 8725	37	1280
Staphylococcus aureus	2411	NCTC 8726	37	1280
Enterococcus faecalis	nan	NCTC 8727	37	1351
Enterococcus faecalis	nan	NCTC 8729	37	1351
Enterococcus faecalis	nan	NCTC 8730	37	1351
Enterococcus faecalis	nan	NCTC 8731	37	1351
Enterococcus faecalis	nan	NCTC 8732	37	1351
Enterococcus avium	nan	NCTC 8733	37	33945
Enterococcus faecalis	nan	NCTC 8734	37	1351
Enterococcus faecalis	nan	NCTC 8735	37	1351
Enterococcus gallinarum	nan	NCTC 8736	37	1353
Streptococcus sp.	nan	NCTC 8737	37	-1
Streptococcus lutetiensis	nan	NCTC 8738	37	150055
Streptococcus lutetiensis	nan	NCTC 8739	37	150055
Enterococcus faecium	nan	NCTC 8740	37	1352
Enterococcus gallinarum	nan	NCTC 8741	37	1353
Enterococcus faecium	nan	NCTC 8742	37	1352
Enterococcus faecium	nan	NCTC 8743	37	1352
Enterococcus faecalis	nan	NCTC 8744	37	1351
Enterococcus faecalis	nan	NCTC 8745	37	1351
Streptococcus lutetiensis	nan	NCTC 8746	37	150055
Streptococcus sp.	nan	NCTC 8747	37	-1
Enterococcus raffinosus	nan	NCTC 8748	37	71452
Streptococcus sp.	nan	NCTC 8749	37	-1
Bordetella bronchiseptica	21190 (A28)	NCTC 8750	37	518
Bordetella bronchiseptica	21196 (A29)	NCTC 8751	37	518
Bordetella bronchiseptica	24541 (A32)	NCTC 8761	37	518
Bordetella bronchiseptica	24790 (A33)	NCTC 8762	37	518
Alcaligenes faecalis	46703	NCTC 8764	37	511
Staphylococcus aureus	21	NCTC 8765	37	1280
Staphylococcus aureus	23	NCTC 8766	37	1280
Pseudomonas alcaligenes	15104	NCTC 8769	37	43263
Pasteurella multocida	21429	NCTC 8771	37	747
Yersinia pestis	139 L	NCTC 8775	30	632
Yersinia pestis	TS	NCTC 8779	30	632
Clostridium bifermentans	Prevot 11	NCTC 8780	37	-1
Escherichia coli	9661	NCTC 8781	37	562
Escherichia coli	E 1805 (24637)	NCTC 8783	37	562
Salmonella enterica subsp. enterica serotype ibadan	JT 326	NCTC 8785	37	-1
Actinobacillus equuli	B	NCTC 8794	37	718
Actinobacillus equuli	C	NCTC 8795	37	718
Streptococcus lutetiensis	nan	NCTC 8796	37	150055
Clostridium perfringens	FH 263/52	NCTC 8798	37	1502
Klebsiella edwardsii var. edwardsii	Z 9969	NCTC 8839	37	-1
Raoultella ornithinolytica	Bradford 6	NCTC 8846	37	54291
Klebsiella pneumoniae subsp. ozaenae	Ipswich 932	NCTC 8883	37	574
Providencia rettgeri	Belfast 21032	NCTC 8893	37	587
Klebsiella pneumoniae subsp. ozaenae	Ipswich 1867	NCTC 8895	37	574
Serratia marcescens	Belfast 31041	NCTC 8900	37	615
Escherichia coli	1064	NCTC 8959	37	562
Escherichia coli	F 41 (Hall)	NCTC 8960	37	562
Escherichia coli	17380 (J. Gardner)	NCTC 8984	37	562
Escherichia coli	CF 1	NCTC 8985	37	562
Escherichia coli	CF 1	NCTC 8986	37	562
Actinobacillus equuli	D209	NCTC 8987	37	718
Escherichia coli	9001 U 5/41	NCTC 9001	37	562
Escherichia coli	U 9/41	NCTC 9002	37	562
Escherichia coli	U 14/41	NCTC 9003	37	562
Escherichia coli	U 4/41	NCTC 9004	37	562
Escherichia coli	U 1/41	NCTC 9005	37	562
Escherichia coli	Bi 7458/41	NCTC 9006	37	562
Escherichia coli	Bi 7509/41	NCTC 9007	37	562
Escherichia coli	G 3404/41	NCTC 9008	37	562
Escherichia coli	Bi 316/42	NCTC 9009	37	562
Escherichia coli	Bi 8337/41	NCTC 9010	37	562
Escherichia coli	Bi 623/42	NCTC 9011	37	562
Escherichia coli	Bi 626/42	NCTC 9012	37	562
Escherichia coli	Su 4321/41	NCTC 9013	37	562
Escherichia coli	Su 4411/41	NCTC 9014	37	562
Escherichia coli	F 7902/41	NCTC 9015	37	562
Escherichia coli	F 11119/41	NCTC 9016	37	562
Escherichia coli	K 12a	NCTC 9017	37	562
Escherichia coli	F 10018/41	NCTC 9018	37	562
Escherichia coli	F 8188/41	NCTC 9019	37	562
Escherichia coli	P 7a	NCTC 9020	37	562
Escherichia coli	E 19a	NCTC 9021	37	562
Escherichia coli	E 14a	NCTC 9022	37	562
Escherichia coli	E 39a	NCTC 9023	37	562
Escherichia coli	E 41a p	NCTC 9024	37	562
Escherichia coli	H 311 G	NCTC 9026	37	562
Escherichia coli	F 9884/41	NCTC 9027	37	562
Escherichia coli	K 1a	NCTC 9028	37	562
Escherichia coli	Su 4338/41	NCTC 9029	37	562
Escherichia coli	P 2a	NCTC 9030	37	562
Escherichia coli	H 30	NCTC 9031	37	562
Escherichia coli	P 6a	NCTC 9032	37	562
Escherichia coli	E 40	NCTC 9033	37	562
Escherichia coli	H 304	NCTC 9034	37	562
Escherichia coli	E 77a	NCTC 9035	37	562
Escherichia coli	H 502a	NCTC 9036	37	562
Escherichia coli	H 510c	NCTC 9037	37	562
Escherichia coli	H 7	NCTC 9039	37	562
Escherichia coli	H 316	NCTC 9040	37	562
Escherichia coli	H 710c	NCTC 9041	37	562
Escherichia coli	P 11a	NCTC 9042	37	562
Escherichia coli	Bi 7455/41	NCTC 9043	37	562
Escherichia coli	H 720c	NCTC 9044	37	562
Escherichia coli	H 61	NCTC 9045	37	562
Escherichia coli	P 1c	NCTC 9046	37	562
Escherichia coli	F 8858/41	NCTC 9047	37	562
Escherichia coli	U 8/41	NCTC 9048	37	562
Escherichia coli	U 12/41	NCTC 9049	37	562
Escherichia coli	U 18/41	NCTC 9050	37	562
Escherichia coli	U 19/41	NCTC 9051	37	562
Escherichia coli	U 20/41	NCTC 9052	37	562
Escherichia coli	Bi 7327/41	NCTC 9053	37	562
Escherichia coli	Su 3912/41	NCTC 9055	37	562
Escherichia coli	Su 3684/41	NCTC 9056	37	562
Escherichia coli	F 8198/41	NCTC 9057	37	562
Escherichia coli	F 8962/41	NCTC 9058	37	562
Escherichia coli	F 9095/41	NCTC 9059	37	562
Escherichia coli	F 10167a/41	NCTC 9060	37	562
Escherichia coli	F 1067b/41	NCTC 9061	37	562
Escherichia coli	F 10524/41	NCTC 9062	37	562
