Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	index	TaxID	Strain
Thermoanaerobacterium thermosulfirigenes	33950	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacterales Family III	Aquatic	Hot spring	Chemoorganotroph	fermentation	Utilizes a wide variety of carbohydrates as energy sources, including xylan, pectin, arabinose, cellobiose, polygalacturonose, rhamnose, amygdalin, salicin, inositol, mannitol, xylose, galactose, glucose, mannose, maltose, starch, melibiose, sucrose, trehalose, and esculin. No growth occurs on H,- CO,, lactose, cellulose, tartrate, lactate, pyruvate, methanol, or glycerol. The fermentation products from glucose are ethanol, H,, CO,, lactate, and acetate. Methanol and isopropanol are formed when cultures are grown on pectin. Sulfate, sulfite, and nitrate are not reduced. Pectin methylesterase and polygalacturonase hydrolase are produced.		Anaerobe	4	7,6	6	55	75	60					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-43-1-41		330	33950	
Deferribacter autotrophicus	500465	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Aquatic	Hydrothermal vent									25	75	60					https://pubmed.ncbi.nlm.nih.gov/19502344/		331	500465	
Hippea alviniae	1279027	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	Hydrothermal vent									45	75	60					https://pubmed.ncbi.nlm.nih.gov/21764980/		332	1279027	
Planifilum composti	1108801	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Terrestrial	Compost heap (hyperthermal)									50	75	55					https://pubmed.ncbi.nlm.nih.gov/23912720/		333	1108801	
Polycladomyces subterraneus	1016997	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Terrestrial	Soil sediment									40	75	52,5					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002114		334	1016997	
Anoxybacillus tengchongensis	576944	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring									30	75	50					https://pubmed.ncbi.nlm.nih.gov/20173008/		335	576944	
Candidatus Nitrosocaldus yellowstonensis	498375	Archaea	Thaumarchaeota				Aquatic	Hot spring	chemolithoautotroph	fermentation,ammonia-oxidation	Growth of the archaeon correlated directly with the near-stoichiometric oxidation of ammonia to nitrite 		Aerobe				60	74	69				Genomic findings raise the possibilities that ammonia oxidation originated within thermophilic Archaea and that a complete nitrogen cycle may function at much higher temperatures than now appreciated.	https://pubmed.ncbi.nlm.nih.gov/18205821/		336	498375	
Desulfotomaculum australicum	1566	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Aquatic	Basin									40	74	68					https://www.sciencedirect.com/science/article/pii/S0723202011804753/pdf?md5=d5ce71496265dc5b860c1338ed3769c2&pid=1-s2.0-S0723202011804753-main.pdf		337	1566	
Candidatus Nitrosocaldus cavascurensis	2058097	Archaea	Thaumarchaeota				Aquatic 	Hot spring	Chemolithoautotroph 	aerobic respiration	on ammonia or urea converting ammonia stoichiometrically into nitrite 		Aerobe	7	8		55	74	68	101				https://www.frontiersin.org/articles/10.3389/fmicb.2018.00028/full		338	2058097	
Carboxydothermus ferrireducens	54265	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Hot spring									50	74	65				"Formerly known as Thermoterrabacterium
ferrireducens "	https://pubmed.ncbi.nlm.nih.gov/9103646/		339	54265	
Thermogemmatispora foliorum	732235	Bacteria	Chloroflexi	Ktedonobacteria	 Thermogemmatisporales	Thermogemmatisporaceae	Terrestrial	Thermal soil	Heterotroph	polysaccharide metabolism,aerobic respiration	Avicel, CM-cellulose, xylan and chitin are hydrolyzed, whereas gelatin, starch and casein are not. Catalase positive. D-Mannitol is utilized as a sole carbon source.		Aerobe	4,6	8	7	45	74	62,5					https://pubmed.ncbi.nlm.nih.gov/20495028/		340	732235	
Thermogemmatispora onikobensis	732234	Bacteria	Chloroflexi	Ktedonobacteria	 Thermogemmatisporales	Thermogemmatisporaceae	Terrestrial	Thermal soil	Heterotroph	polysaccharide metabolism,aerobic respiration	Avicel, CM-cellulose, xylan, chitin and gelatin are hydrolyzed, whereas starch and casein are not. Catalase-positive. D-Xylose, D-glucose, sucrose, L-rhamnose and D-mannitol are utilized as sole carbon sources.		Aerobe	4,6	8	7	50	74	62,5					https://pubmed.ncbi.nlm.nih.gov/20495028/		341	732234	
Thermoanaerobacter thermocopriae	29350	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Animal	Camel feces	Chemoorganotroph	fermentation	Indole is not produced. Esculin is hydrolyzed. Nitrate is not reduced. Gelatin is not digested. The type strain and two other strains hydrolyze starch. The type strain and three other strains produce curd in milk. These organisms utilize cellulose, hemicellulose, cellobiose, glucose, fructose, maltose, and mannose;		Anaerobe	6	8	6,9	47	74	60				formerly known as Clostridium thermocopriae	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-38-3-279		342	29350	
Methanothermobacter wolfeii	145261	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Wastewater	Sewage Sludge 	Autotroph,Chemotroph	methanogenesis 	growth substrates: H2/CO2	Na+	Anaerobe	6	8,2	7,2	37	74	60	101	80	0,01		https://pubmed.ncbi.nlm.nih.gov/19376257/		343	145261	SIV6
Thermanaeromonas toyohensis	161154	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Aquifer									55	73	70					https://pubmed.ncbi.nlm.nih.gov/12361273/		344	161154	
Chthonomonas calidirosea	1303518	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Terrestrial	Heated soil	Chemoorganotroph	monosaccharide metabolism,disaccharide metabolism	Able to utilize mono- and disaccharides such as cellobiose, lactose, mannose and glucose, as well as branched or amorphous polysaccharides such as starch, CM-cellulose, xylan and glycogen, but not highly linear polysaccharides such as crystalline cellulose or cotton		Anaerobe	4,7	5,8	5,3	50	73	68	101		0		https://pubmed.ncbi.nlm.nih.gov/21097641/		345	1303518	T49, DSM 23976 (Chthonomonas calirisosea T49, DSM 23976)
Sulfurihydrogenibium kristjanssonii	460873	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Aquatic	Hot spring	Heterotroph	hydrogen-oxidation,sulfur-oxidation,aerobic respiration	Potential energy substrates and carbon sources were added at 0.1 and 0.01 % (w/v; v/v for liquids) and included yeast extract, Bacto peptone, trypticase peptone, sucrose, glucose, starch, sodium formate, Casamino acids, formaldehyde, formamide, sodium citrate, sodium propionate, sodium acetate, 2-propanol, mannose, succinate and oxalate. Cultures that exhibited growth were transferred at least twice to ensure that growth was not the result of carry-over from the initial transfer. Strain I6628T was only able to utilize succinate as a carbon source with H2 as an electron donor and O2 as an acceptor.		Aerobe	5,3	7,8	6,6	40	73	68	101		0		https://pubmed.ncbi.nlm.nih.gov/18450705/		346	460873	
Sulfurihydrogenibium azorense	204536	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Aquatic	Hot spring	Chemolithoautotroph 	hydrogen-oxidation	Doubling time of 2.5 h with O2 as electron acceptor and H2 as electron donor. Cells utilize H2, thiosulfate, So or Fe2+ as electron donors and O2, So and Fe3+ as electron acceptors, but cannot use nitrate as electron acceptor.		Microaerobe	5,5	7	6	50	73	68	242,5		0,001		https://pubmed.ncbi.nlm.nih.gov/14742456/		347	204536	Az-Fu1
Thermus kawarayensis	171864	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic	Hot spring	Heterotroph	nitrate-reduction,aerobic respiration			Aerobe	5,8	8,9	7	40	73	68	101				https://pubmed.ncbi.nlm.nih.gov/15378402/		348	171864	
Spirochaeta thermophila	665571	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Aquatic	Hot spring	Chemoorganotroph	fermentation,polysaccharide metabolism	The fermentation end products from glucose are acetate, carbon dioxide, hydrogen, and lactate. Glucose is fermented via the Embden-Meyerhof-Parnas pathway, involving a pyrophosphate-dependent phosphofructokinase. Ethanol and succinate are not produced. Indole is not formed; urea is not hydrolyzed. Sulfide is not produced from cysteine, and esculin is hydrolyzed		Anaerobe	5,9	7,7	7,5	40	73	67			0,015		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-42-1-175?crawler=true		349	665571	DSM 6192
Thermanaerothrix daxensis	869279	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Aquatic	Aquifer	Chemoorganotroph	fermentation	Uses ribose, glucose, galactose, arabinose, fructose, mannose, maltose, sucrose, xylose, raffinose, pyruvate, and xylan. Glucose is fermented into lactate, acetate, CO2, and traces of H2.		Anaerobe	5,8	8,5	7	50	73	65	200		0,002		https://pubmed.ncbi.nlm.nih.gov/21621938/		350	869279	
Polycladomyces abyssicola	1125966	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Aquatic	Marine sediment									55	73	57,5					https://pubmed.ncbi.nlm.nih.gov/23024147/		351	1125966	
Persephonella hydrogeniphila	198703	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Aquatic	Hydrothermal vent	Chemolithoautotroph 	hydrogen-oxidation,nitrate-reduction	growing by respiratory nitrate-reduction with H2, forming N2 as a final product. A very low concentration of O2 (optimum 0?6–0?8 %, v/v) was also used as an alternative electron acceptor while reduced sulfur compounds did not serve as electron donors.		Facultative Anaerobe	5,5	7,6	7,2	50	72,5	70	300		0,025		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02505-0		352	198703	
Marinithermus hydrothermalis	869210	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic	Hydrothermal vent	Heterotroph	polysaccharide metabolism,aerobic respiration	Capable of growing solely on complex organic substrates such as yeast extract, tryptone and Casamino acids, utilizing glutamate, proline, serine, cellobiose, trehalose, sucrose, acetate and pyruvate as complementary substrates. 		Aerobe	6,25	7,75	7	50	72,5	67,5	100		0,03		https://pubmed.ncbi.nlm.nih.gov/12656153/		353	869210	T1, DSM 14884
Caldanaerobius zeae	160792	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Terrestrial	Organic waste leachate									55	72	67,5					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-51-2-293		354	160792	
Caldanaerobius polysaccharolyticus	44256	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Hot spring									45	72	66,5					https://pubmed.ncbi.nlm.nih.gov/18319475/		355	44256	
Thermoanaerobacter kivui	2325	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Aquatic	Lake 	Chemoorganotroph	fermentation	Ferments glucose, mannose, fructose, and pyruvate principally to acetic acid. Oxidizes H2 and reduces CO2 according to the following equation: 4H2+2CO2~CH3COOH+2H20. Grows poorly on formate.		Anaerobe	5,3	7,3	6,4	50	72	66	303			formerly known as Acetogenium kivui	https://link.springer.com/article/10.1007/BF00414697		356	2325	DSM 2030
Thermoanaerobacter sulfurigignens	120958	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Terrestrial	Solfataric field	Chemoorganotroph	fermentation,thiosulfate-reduction	In the presence of 0.3 % yeast extract, xylose, glucose, starch, fructose, galactose, lactose, maltose, mannose, sucrose, cellobiose, raffinose, pyruvate, methanol and mannitol serve as carbon and energy sources. Up to 1 M thiosulfate is reduced to elemental sulfur mainly at the end of the exponential growth phase (deposited in sulfur chains without indication of the presence of S8-ring sulfur species and the formation of sulfide). No indication of sulfate reduction, but tolerates up to 500 mM sulfate and 90 mM sulfite		Anaerobe	4	8	5,75	34	72	65			0		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.64748-0		357	120958	
Synechococcus lividus	33070	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Aquatic	Hot spring	Photoautotroph	photosynthesis,sulfur-reduction	The utilization of sulfate and thiosulfate as electron acceptors in dark anaerobic metabolism has been reported for the unicellular cyanobacterium S. lividus Y52-s [97, 98]. This organism reduces sulfate to sulfide and thiosulfate to sulfite and sulfide while endogenous carbohydrate is oxidized to CO2. Exogenous carbohydrates were not utilized. In the absence of CO2, sulfate and thiosulfate were also reduced in the light. As far as we are aware, S. lividus is the only organism known with this type of anaerobic metabolism, which could present a mode of anaerobic respiration, or a de-regulated assimilatory sulfate reduction		Facultative Anaerobe	7	9		54	72	65					https://link.springer.com/article/10.1007/BF00409086		358	33070	
Desulfotomaculum thermosubterraneum	348840	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Industrial	Mine									50	72	63,5					https://pubmed.ncbi.nlm.nih.gov/17082399/		359	348840	
Anoxybacillus flavithermus	491915	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring	Chemoorganotroph	fermentation	Catalase-positive. Oxidase positive. Starch but not gelatin hydrolyzed. Grows in peptone-yeast extract media. Glucose, mannose, maltose, sucrose, arabinose, rhamnose and sorbitol utilized. Positive for acetoin, arginine dihydrolase, lysine decarboxylase, tryptophan deaminase and βgalactosidase. Nitrate reduced to nitrite. Urease, ornithine decarboxylase, indole and H# S not produced.		Facultative Anaerobe	5	9	7	30	72	62,5			<2.5%		https://pubmed.ncbi.nlm.nih.gov/11155986/		360	491915	WK1, DSM 2641
Hippea jasoniae	944479	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	Hydrothermal vent									40	72	62,5					https://pubmed.ncbi.nlm.nih.gov/21764980/		361	944479	
Thermoanaerobacter uzonensis	447593	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Aquatic	Hot spring	Chemoorganotroph	fermentation,thiosulfate-reduction	Yeast extract, peptone, Casamino acids and tryptone support growth. In the presence of 0.1 % (w/v) yeast extract, growth occurs in the presence of inulin, cellobiose, maltose, sucrose, glucose, fructose, galactose, mannose, xylose, trehalose, mannitol, pyruvate and crotonate. Growth is not observed with beef extract, casein, cellulose, xylan, starch, olive oil, pectin, lactose, arabinose, rhamnose, ribose, xylitol, sorbitol, methanol, glucuronic acid or glycerate. Thiosulphate is converted to sulphide and also elemental sulphur		Anaerobe	4,2	8,9	7,1	30	72	61					https://pubmed.ncbi.nlm.nih.gov/18984694/		362	447593	
Anoxybacter fermentans	1323375	Bacteria	Firmicutes	Clostridia	Halanaerobiales		Aquatic	Hydrothemal vent									44	72	61					https://pubmed.ncbi.nlm.nih.gov/25505345/	https://www.nature.com/articles/srep12711#:~:text=Aquifex%20aeolicus%20is%20a%20typical,(optimal%20pH%20%3D%206.8).	363	1323375	
Geobacillus vulcani	135517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hydrothermal vent	Chemorganotroph	polysaccharide metabolism,aerobic respiration	Carbon sources supporting growth: glucose, mannose, trehalose, fructose, cellobiose, saccharose, maltose, lactose, galactose, mannitol, gluconate, adipate, malate, citrate and phenylacetate. Acid production from: glucose, glycerol, ribose, xylose, galactose, fructose, mannose, amygdalin, arbutin, aesculin, salicin, cellobiose, maltose, lactose, melibiose, saccharose, trehalose, raffinose, starch, glycogen, gentiobiose, -turanose. Citrate is utilized. Production of acetoin, but not indole or H2S. Nitrates are not reduced. Starch, aesculin, gelatin and Tween 20 are hydrolyzed, but not casein or urea		Aerobe	5,5	9	6	37	72	60	101		0,02		https://pubmed.ncbi.nlm.nih.gov/11155974/		364	135517	
Thermotoga profunda	1508420	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Aquatic	Hot spring	Chemoheterotroph	fermentation,sulfur-reduction,thiosulfate-reduction	In the presence of yeast extract, grows on D-glucose, trehalose, cellobiose, D-arabinose, D-xylose, D-ribose and pyruvate. Uses thiosulfate and elemental sulfur, but not sulfate, sulfite or nitrate, as electron acceptors. In the absence of electron acceptors, syntrophic growth is observed with hydrogen scavengers such as M. thermautotrophicus		Anaerobe	6	8,6	7,4	50	72	60			0		https://pubmed.ncbi.nlm.nih.gov/24676729/		365	1508420	
Desulfurella acetivorans	694431	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	Caldera	Chemolithotroph	sulfur-reduction	The new isolate is demonstrated to be a true dissimilatory sulfur reducer: it is an obligate anaerobe, it is unable to ferment organic substrates and it can use no electron acceptors other than elemental sulfur. Acetate is the only energy and carbon source, and H2S and CO2 are growth products. No cytochromes were detected.		Anaerobe	4,3	7,3	6,9	43	72	54,5					https://link.springer.com/article/10.1007/BF00247813		366	694431	A63, DSM 5264
