Name	Strain	Temp	Source_ID	ncbiTaxID	Genome
Streptomyces violarus	DSM 40205	30	CECT 3237	67380	GCF_014191845 
Streptomyces albulus	67	30	CECT 3238	-1	
Streptomyces mobaraensis	ATCC 25365	30	CECT 3239	35621	
Streptomyces noursei	ATCC 11455	30	CECT 3240	316284	GCA_001704275.1
Streptomyces noursei	ATCC 21581	30	CECT 3241	1971	
Streptomyces coelicolor	ATCC 10147	30	CECT 3243	1902	
Streptomyces sp	DSM 40434	30	CECT 3244	-1	
Streptomyces wedmorensis	NRRL 3426	30	CECT 3245	43759	GCA_000716445.1
Streptomyces viridochromogenes	NRRL 3415	30	CECT 3246	1938	
Streptomyces sp	NRRL 8089	30	CECT 3247	-1	
Streptomyces netropsis	NCIMB 8936	30	CECT 3248	55404	
Streptomyces hiroshimensis	NRRL 2755	30	CECT 3249	66424	
Streptomyces griseocarneus	NCIMB 9623	30	CECT 3250	51201	
Streptomyces griseocarneus	NRRL 2974	30	CECT 3251	51201	
Streptomyces hygroscopicus	NCIMB 9719	30	CECT 3252	1912	
Streptomyces eurocidicus	DSM 40051	30	CECT 3253	66423	
Streptomyces ardus	DSM 40527	30	CECT 3254	67273	
Streptomyces hiroshimensis	DSM 40845	30	CECT 3255	66424	
Streptomyces hiroshimensis	DSM 40272	30	CECT 3256	66424	
Streptomyces blastmyceticus	DSM 40029	30	CECT 3257	68180	
Streptomyces cinnamoneus	DSM 40005	30	CECT 3258	53446	
Streptomyces eurocidicus	DSM 40604	30	CECT 3259	66423	GCA_002891295.1; 
Streptomyces cinnamoneus	DSM 2011	30	CECT 3260	53446	
Streptomyces hiroshimensis	DSM 40037	30	CECT 3261	66424	
Streptomyces netropsis	DSM 40052	30	CECT 3262	55404	
Streptomyces ladakanus	DSM 40587	30	CECT 3263	-1	
Streptomyces lilacinus	DSM 40254	30	CECT 3264	68228	GCA_000715685.1
Streptomyces netropsis	DSM 40259	30	CECT 3265	55404	
Streptomyces olivoverticillatus	DSM 40250	30	CECT 3266	66427	
Streptomyces orinoci	DSM 40571	30	CECT 3267	67339	GCA_003121295.1
Streptomyces hiroshimensis	DSM 40436	30	CECT 3268	66424	
Streptomyces hiroshimensis	DSM 40039	30	CECT 3269	66424	
Streptomyces alboniger	DSM 40043	30	CECT 3270	132473	GCA_001418385.1
Streptomyces calvus	DSM 40010	30	CECT 3271	67282	
Streptomyces tubercidicus	DSM 40261	30	CECT 3272	47759	
Streptomyces griseostramineus	ATCC 23628	30	CECT 3273	66898	
Streptomyces kurssanovii	ATCC 15824	30	CECT 3274	67312	
Streptomyces badius	ATCC 39117	30	CECT 3275	1941	
Streptomyces griseus	ATCC 39116	30	CECT 3276	1911	
Streptomyces viridosporus	ATCC 39115	30	CECT 3277	67581	
Streptantibioticus cattleyicolor	NRRL 8057	30	CECT 3278	29303	GCA_000240165
Streptomyces lipmanii	NRRL 3584	30	CECT 3279	-1	
Streptomyces avermitilis	NRRL 8165	30	CECT 3280	33903	GCA_000009765.1; GCA_000764715.1; GCA_000968255.1; GCA_001514135.1
Microtetraspora sp	ATCC 31724	30	CECT 3281	-1	
Actinosynnema sp	ATCC 21806	26	CECT 3282	-1	
Actinomadura luteofluorescens	2CG-269	37	CECT 3283	46163	
Nonomuraea pusilla	2CG-135	37	CECT 3284	46177	GCA_900109355.1
Actinoplanes philippinensis	2GC-288	30	CECT 3286	35752	
Actinoplanes campanulatus	2CG-293	30	CECT 3287	113559	
Dactylosporangium aurantiacum	2CG-77	30	CECT 3288	35754	GCA_000716715.1; GCA_000716055.1
Micromonospora aurantiaca	2CG-275	37	CECT 3289	47850	GCA_000145235.1
Micromonospora purpureochromogenes	2CG-143	30	CECT 3291	47872	
Micromonospora sp	2CG-392	30	CECT 3292	-1	
Micromonospora halophytica	2CG-393	30	CECT 3293	47864	
Micromonospora inositola	2CG-386	30	CECT 3294	47865	GCA_900090285.1
Micromonospora inyonensis	2CG-400	30	CECT 3295	47866	GCA_900091415.1
Micromonospora olivasterospora	2GT-158	30	CECT 3296	1880	
Micromonospora purpureochromogenes	2CG-315	30	CECT 3297	47872	GCA_900091515.1
Micromonospora echinospora	2CG-388	30	CECT 3298	1877	
Micromonospora sp	2CG-262	30	CECT 3299	-1	
Microtetraspora glauca	2CG-137	30	CECT 3300	1996	GCA_001570385.1
Nocardioides albus	2CG 136	26	CECT 3302	1841	
Planomonospora venezuelensis	2-CG 79	26	CECT 3303	1999	
Kutzneria viridogrisea	2CG-121	30	CECT 3305	47990	
Streptomyces sp	JCM 4673	30	CECT 3306	-1	
Streptomyces griseofuscus	NCIMB 9821	30	CECT 3307	146922	GCA_000718315.1
Streptomyces sp	NCIMB 11741	30	CECT 3308	-1	
Streptomyces murinus	DSM 40091	30	CECT 3309	33900	GCA_002154555.1
Streptomyces halstedii	JM8	30	CECT 3310	1944	
Streptomyces sp	JM5	30	CECT 3311	-1	
Streptomyces tendae	CBS 35475	30	CECT 3312	1932	
Streptomyces echinatus	NCIB 9598	30	CECT 3313	67293	
Thermobispora bispora	DSM 43038	26	CECT 3314	2006	
Streptomyces aburaviensis	DSM 40033	30	CECT 3315	-1	
Streptomyces atroolivaceus	DSM 40137	30	CECT 3316	66869	GCA_000717025.1
Thermoactinomyces vulgaris	DSM 43016	50	CECT 3317	2026	
Laceyella sacchari	DSM 43047	45	CECT 3318	37482	
Thermobifida fusca	DSM 43792	50	CECT 3320	2021	GCA_001592045.1; GCA_001313945.1
Streptomyces chattanoogensis	DSM 40002	30	CECT 3321	66876	GCA_001294335.1
Streptomyces sp	DSM 40357	30	CECT 3322	-1	
Thermomonospora sp	ULJB1	50	CECT 3323	-1	
Streptomyces griseolus	ATCC 11796	30	CECT 3325	1909	
Streptomyces flavovirens	CBS 101.34	30	CECT 3327	52258	
Streptomyces halstedii	CBS 508.68	30	CECT 3328	1944	GCA_000720535.1
Streptomyces rochei	NRRL B-1559	30	CECT 3329	1928	GCA_002155895.1
Streptomyces griseus	NRRL B-2682	30	CECT 3330	1911	
Micromonospora chalcea	NCIMB 12880	30	CECT 3331	1874	
Streptomyces peucetius	NCIMB 10972	30	CECT 3332	1950	
Streptomyces lavendulae	NRRL 11002	30	CECT 3334	1914	
Streptomyces cyaneus	UAH 15	30	CECT 3335	1904	
Streptomyces chattanoogensis	UAH 23	30	CECT 3336	66876	
Streptomyces anulatus	NRRL 2250	30	CECT 3338	1892	
Streptomyces avermitilis	UAH30	30	CECT 3339	33903	
Streptomyces scabiei	Streptomyces scabies	30	CECT 3340	1930	
Streptomyces ipomoeae	Streptomyces ipomoea	30	CECT 3341	103232	
Streptomyces sp	Streptomyces sp.	30	CECT 3349	-1	
Streptomyces violaceus	UAH 33	30	CECT 3350	1936	
Streptomyces violaceus	UAH 52	30	CECT 3351	1936	
Streptomyces anulatus	UAH 1000	30	CECT 3352	1892	
Streptomyces sp	J1725 (bldA39)	30	CECT 3357	-1	
Streptomyces sp	Biomar BL-49-58-005	30	CECT 3364	-1	
Nocardia carnea	DSM 43397	30	CECT 3374	37328	GCA_000308515.1
Nocardia soli	DSM 44488	30	CECT 3375	-1	GCA_001613285.1
Terrabacter terrae	PPLB	30	CECT 3379	318434	
Streptomyces sp	streptomyces 1010	20	CECT 3380	-1	
Salmonella enterica	NCTC 5773	37	CECT 4000	28901	
Pseudomonas aeruginosa	CCTM La 419	37	CECT 4001	287	
Bacillus subtilis	NCTC 6276	30	CECT 4002	1423	
Escherichia coli	NCTC 11560	37	CECT 4003	562	
Staphylococcus aureus	NCTC 11561	37	CECT 4004	1280	
Lactobacillus delbrueckii	NCFB 1489	37	CECT 4005	1584	GCA_000056065.1; GCA_001437195.1; GCA_001311275.1
Lactobacillus delbrueckii	NCFB 970	37	CECT 4006	1584	
Limosilactobacillus fermentum	NCFB 1750	37	CECT 4007	1613	GCA_000159215.1; GCA_001436835.1
Curtobacterium flaccumfaciens	DSM 20141	30	CECT 4008	2035	
Gluconobacter oxydans	DSM 2003	26	CECT 4009	1435296	
Streptococcus sobrinus	NCFB 2724	37	CECT 4010	1310	GCA_000686605.1
Clostridium tyrobutyricum	NCIMB 10635	37	CECT 4011	1519	GCA_000392375.1; GCA_000429805.1
Clostridium tyrobutyricum	NCFB 1715	37	CECT 4012	1519	
Staphylococcus aureus	CCM 6188	37	CECT 4013	1280	
Bacillus cereus	CIP 58.32	30	CECT 4014	1396	
Corynebacterium callunae	DSM 20147	30	CECT 4015	1121353	GCA_000344785.1; GCA_000420585.1
Carnobacterium divergens	DSM 20623	30	CECT 4016	1449336	GCA_000744255.1; GCA_001437085.1
Lactobacillus graminis	DSM 20719	30	CECT 4017	-1	GCA_001436415.1
Leuconostoc citreum	DSM 20188	30	CECT 4018	33964	
Lactobacillus acetotolerans	JCM 3825	30	CECT 4019	1600	GCA_001436775.1; GCA_001311725.1
Carnobacterium maltaromaticum	NCFB 2762	30	CECT 4020	2751	
Limosilactobacillus oris	NCDO 2160	30	CECT 4021	1632	GCA_001434465.1
Lacticaseibacillus paracasei	NCDO 151	30	CECT 4022	1597	GCA_000829035.1
Lactiplantibacillus pentosus	NCDO 363	30	CECT 4023	1589	GCA_001433755.1
Leuconostoc carnosum	NCFB 2776	26	CECT 4024	1252	
Leuconostoc citreum	NCFB 1837	30	CECT 4025	33964	
Leuconostoc gelidum	NCFB 2775	26	CECT 4026	1244	GCA_000166715.2
Leuconostoc pseudomesenteroides	NCDO 768	30	CECT 4027	33968	GCA_000185065.1
Oenococcus oeni	NCFB 1709	26	CECT 4028	1247	
Oenococcus oeni	NCFB 1696	26	CECT 4029	1247	
Listeria innocua	NCTC 12210	37	CECT 4030	1642	
Listeria monocytogenes	NCTC 11994	37	CECT 4032	1639	
Staphylococcus sp	CCTM La 2822	37	CECT 4033	-1	
Streptococcus sobrinus	NCTC 11061	37	CECT 4034	1310	
Corynebacterium kutscheri	CCTM La 3517	37	CECT 4035	35755	
Streptococcus anginosus	NCDO 2077	37	CECT 4036	1328	
Streptococcus criceti	NCFB 2720	37	CECT 4037	1333	GCA_000187975.3
Enterococcus faecalis	IFPL 383	37	CECT 4039	1351	
Lacticaseibacillus casei	IFPL 936	37	CECT 4040	1582	
Lactococcus lactis	IFPL 361	30	CECT 4041	1358	
Lactococcus lactis	IFPL 915	30	CECT 4042	1358	
Lactiplantibacillus plantarum	IFPL 730	30	CECT 4044	1590	
Lacticaseibacillus casei	IFPL 731	37	CECT 4045	1582	
Brevibacillus parabrevis	IFO 12333	37	CECT 4047	54914	
Corynebacterium cystitidis	DSM 20524	37	CECT 4048	1121357	GCA_900111265.1; GCA_900187295.1
Corynebacterium pilosum	DSM 20521	37	CECT 4049	1121366	GCA_000373805.1; GCA_001044155.1
Pseudomonas sp	CCUG 2519	30	CECT 4051	-1	
Staphylococcus auricularis	CCUG 15601	37	CECT 4052	29379	GCA_001500315.1; GCA_002902455.1; GCA_900478415.1
Aeromonas sobria	NCTC 11215	30	CECT 4053	646	
Yersinia enterocolitica	NCTC 10938	30	CECT 4054	630	
Yersinia enterocolitica	NCTC 11175	30	CECT 4055	630	
Escherichia coli	NCIMB 9517	37	CECT 4056	562	
Micrococcus luteus	NCIMB 196	30	CECT 4057	1270	
Salinivibrio costicola	NCIMB 701	26	CECT 4059	51367	GCA_000390145.1; GCA_000565345.1
Ligilactobacillus animalis	NCDO 2425	37	CECT 4060	1605	GCA_000183825.1; GCA_001434535.1
Ligilactobacillus animalis	NCDO 2029	37	CECT 4061	1605	
Ligilactobacillus salivarius	NCDO 1555	37	CECT 4062	1624	
Ligilactobacillus salivarius	NCFB 2747	37	CECT 4063	1624	GCA_000159395.1
Pseudomonas putida	DSM 548	30	CECT 4064	303	
Mycolicibacterium chlorophenolicum	DSM 43826	30	CECT 4065	37916	GCA_001044235.1; GCA_001044235.1; GCA_001313545.1
Rhodococcus opacus	DSM 1069	30	CECT 4066	37919	
Rhizobium radiobacter	NRRL B-11291	26	CECT 4067	-1	
Corynebacterium renale	CCTM La 453	37	CECT 4068	1724	
Nocardia farcinica	IMET 7377	37	CECT 4069	37329	
Kocuria rhizophila	NCIMB 9660	30	CECT 4070	72000	
Bacillus atrophaeus	NCIB 8649	30	CECT 4071	1452	
Sporosarcina globispora	DSM 4	20	CECT 4072	1459	
Sporosarcina psychrophila	DSM 3	20	CECT 4073	1476	
Bacillus psychrosaccharolyticus	DSM 6	20	CECT 4074	-1	GCA_000305495.2
Enterococcus pseudoavium	NCDO 2138	37	CECT 4075	44007	GCA_001544295.1
Escherichia coli	CCUG 20570	37	CECT 4076	562	
Proteus vulgaris	NCTC 4636	37	CECT 4077	585	
Lelliottia amnigena	CCUG 14182	30	CECT 4078	61646	GCA_001514515.1; GCA_002553545.1
Pseudomonas oleovorans	NCIMB 6576	30	CECT 4079	301	GCA_002091815.1; GCA_002197815.1
Pseudomonas aeruginosa	CCTM La 2774	37	CECT 4080	287	
Enterococcus hirae	CCTM La 231	37	CECT 4081	1354	
Corynebacterium renale	IMET 11147	37	CECT 4082	1724	GCA_002563965.1; GCA_900478035.1
Escherichia coli	QDsup III	37	CECT 4084	562	
Salmonella enterica	Villaverde LT2	37	CECT 4085	28901	
Salmonella enterica	VA1219	37	CECT 4086	28901	
Salmonella enterica	VA1190	37	CECT 4087	28901	
Enterococcus cecorum	NCDO 2674	37	CECT 4088	44008	GCA_000407565.1
Limosilactobacillus vaginalis	NCTC 12197	37	CECT 4089	1633	GCA_000159435.1; GCA_001435915.1
Pseudomonas aeruginosa	NCTC 11445	37	CECT 4090	287	
Burkholderia cepacia	DSM 50180	30	CECT 4091	292	
Pseudomonas aeruginosa	NCIMB 10894	37	CECT 4092	287	
Kocuria rhizophila	NCIMB 12874	30	CECT 4093	72000	
Bacillus cereus	NCIMB 11183	30	CECT 4094	1396	
Azorhizophilus paspali	DSM 2283	37	CECT 4095	69963	
Bacillus megaterium	ATCC 14945	30	CECT 4096	-1	
Bacillus megaterium	ATCC 39383	30	CECT 4097	-1	
Escherichia coli	DSM 2607	37	CECT 4098	562	
Escherichia coli	DSM 1116	37	CECT 4099	562	
Proteus mirabilis	NCIMB 12596	37	CECT 4101	584	
Enterococcus faecium	NCIMB 12672	37	CECT 4102	1352	
Azotobacter chroococcum	NCIMB 11694	30	CECT 4103	353	
Beijerinckia indica	NCIMB 8846	30	CECT 4104	533	
Acidovorax delafieldii	DSM 64	30	CECT 4105	47920	
Hydrogenophaga flava	DSM 619	30	CECT 4106	65657	GCA_001571145.1
Hydrogenophaga palleronii	DSM 63	30	CECT 4107	65655	GCA_001571225.1
Clostridium chauvoei	CCUG 2039	37	CECT 4108	46867	
Clostridium perfringens	CCUG 2038	37	CECT 4110	1502	
Lentilactobacillus buchneri	NCIMB 8007	37	CECT 4111	1581	GCA_001434735.1
Rhizobium radiobacter	NCIMB 9042	26	CECT 4112	-1	GCA_002008215.1
Rhizobium pisi	NCIMB 11478	26	CECT 4113	574561	
Ensifer meliloti	NCIMB 12075	30	CECT 4114	-1	
Rhizobium phaseoli	DSM 30137	26	CECT 4115	396	
Rhizobium leguminosarum	DSM 30141	26	CECT 4116	384	
Rhizobium rhizogenes	LMG 150	26	CECT 4117	-1	GCA_000696095.1
Rhizobium rubi	LMG 156	26	CECT 4118	-1	GCA_000739935.1
Rhizobium radiobacter	LMG 187	26	CECT 4119	-1	
Mesorhizobium loti	LMG 6125	26	CECT 4120	381	GCA_003024615.1; GCA_003148495.1
Levilactobacillus brevis	NCIMB 11973	30	CECT 4121	1580	GCA_000469365.1
Pseudomonas aeruginosa	NCIMB 10548	37	CECT 4122	287	
Bacillus mycoides	DSM 299	30	CECT 4123	1405	
Bacillus mycoides	DSM 303	30	CECT 4124	1405	
Bacillus mycoides	DSM 307	30	CECT 4125	1405	
Bacillus mycoides	DSM 309	30	CECT 4126	1405	
Bacillus mycoides	DSM 384	30	CECT 4127	1405	
Bacillus mycoides	DSM 2048	30	CECT 4128	526997	GCA_000003925.1; GCA_000832605.1
Loigolactobacillus coryniformis	DSM 20004	30	CECT 4129	1610	GCA_000184285.1
Lacticaseibacillus paracasei	DSM 20008	30	CECT 4130	1597	
Ligilactobacillus agilis	DSM 20509	37	CECT 4131	1423718	GCA_001436215.1
Lactobacillus amylovorus	DSM 20531	37	CECT 4132	1423723	GCA_001433985.1
Amylolactobacillus amylophilus	DSM 20533	30	CECT 4133	1603	GCA_001436185.1; GCA_001311665.1
Carnobacterium maltaromaticum	DSM 20342	30	CECT 4134	1449341	GCA_000744945.1; GCA_001437315.1
Ligilactobacillus murinus	DSM 20452	30	CECT 4135	1622	GCA_001436015.1; GCA_001436015.1
Lactobacillus homohiochii	DSM 20571	30	CECT 4136	-1	GCA_001436985.1
Salmonella enterica	NCTC 8393	37	CECT 4138	28901	
Salmonella enterica	NCTC 8389	37	CECT 4139	28901	
Eggerthia catenaformis	DSM 20559	37	CECT 4140	31973	GCA_000422605.1
Salmonella enterica	NCTC 92	37	CECT 4141	28901	
Corynebacterium urealyticum	Armendariz	37	CECT 4142	43771	GCA_000069945.1; GCA_900187235.1
Corynebacterium urealyticum	Bajo	37	CECT 4143	43771	
Corynebacterium urealyticum	Garcia	37	CECT 4144	43771	
Pseudomonas aeruginosa	NCTC 6750	37	CECT 4145	287	
Staphylococcus aureus	NCIMB 10819	37	CECT 4146	1280	
Burkholderia gladioli	DSM 4285	30	CECT 4148	28095	GCA_000959725.1; GCA_000739755.1
Liquorilactobacillus mali	DSM 20483	30	CECT 4149	1618	
Salmonella enterica	NCTC 8394	37	CECT 4150	28901	
Salmonella enterica	CCTM La 1878	37	CECT 4151	28901	
Salmonella enterica	NCTC 9676	37	CECT 4152	28901	
Salmonella enterica	NCTC 6022	37	CECT 4153	28901	
Salmonella enterica	NCTC 5742	37	CECT 4154	28901	
Salmonella enterica	NCTC 5188	37	CECT 4155	28901	
Salmonella enterica	NCTC 12190	37	CECT 4156	28901	
Corynebacterium glutamicum	CCTM La 2336	30	CECT 4157	1718	GCA_000196335.1; GCA_000382905.1
Corynebacterium minutissimum	CCTM La 3512	37	CECT 4158	38301	GCA_000805675.1; GCA_001552395.1; GCA_900478045.1
Corynebacterium striatum	CCTM La 3520	37	CECT 4159	43770	GCA_000159135.1
Corynebacterium xerosis	CCTM La 3516	37	CECT 4160	1725	GCA_000988235.1; GCA_001552415.1
Brevibacterium casei	NCFB 2048	30	CECT 4161	33889	GCA_900169275.1
Brevibacterium epidermidis	NCFB 2286	30	CECT 4162	1698	GCA_001570805.1
Corynebacterium amycolatum	NCFB 2768	30	CECT 4163	43765	
Corynebacterium variabile	NCDO 2097	30	CECT 4164	1727	
Dermabacter hominis	NCFB 2769	30	CECT 4165	36740	GCA_001570785.1
Ancylobacter aquaticus	DSM 101	26	CECT 4166	100	
Escherichia coli	DSM 423	37	CECT 4167	562	
Pseudomonas aeruginosa	CCTM La 2772	37	CECT 4169	287	
Photobacterium kishitanii	DSM 2167	26	CECT 4172	318456	
Leuconostoc lactis	DSM 20202	30	CECT 4173	1246	GCA_000185085.2
Vibrio vulnificus	NCIMB 2138	30	CECT 4174	672	
Lacticaseibacillus paracasei	NCIMB 9709	30	CECT 4175	1597	GCA_001436485.1
Escherichia coli	NCIMB 12416	37	CECT 4177	562	
Corynebacterium variabile	NCIMB 9455	30	CECT 4178	1727	GCA_000720035.1
Lactobacillus acidophilus	NCIMB 1723	37	CECT 4179	1579	
Lactiplantibacillus plantarum	NCIMB 1406	30	CECT 4180	1590	
Listeria grayi	NCTC 10815	37	CECT 4181	1641	
Salmonella enterica	CCTM La 278	37	CECT 4182	28901	
Staphylococcus epidermidis	CCTM La 3831	37	CECT 4183	1282	
Staphylococcus epidermidis	CCTM La 3832	37	CECT 4184	1282	
Lactiplantibacillus plantarum	NCFB 1193	30	CECT 4185	1590	
Clostridium saccharoperbutylacetonicum	NCIMB 12606	37	CECT 4187	36745	
Pseudoalteromonas haloplanktis	LMG 2852	26	CECT 4188	228	
Alteromonas macleodii	LMG 2843	30	CECT 4189	28108	GCA_000172635.2
Oceanospirillum linum	LMG 5214	26	CECT 4190	966	GCA_001995095.2
Photobacterium leiognathi	LMG 4228	26	CECT 4191	553611	GCA_000950415.1
Photobacterium phosphoreum	LMG 4233	26	CECT 4192	659	GCA_000949955.1
Vibrio pelagius	NCIMB 2253	26	CECT 4194	28169	
Vibrio tubiashii	NCIMB 1340	26	CECT 4196	29498	GCA_000772105.1; GCA_000222665.1
Corynebacterium sp	A501/85	37	CECT 4197	-1	
Corynebacterium sp	A509/85	37	CECT 4198	-1	
Aeromonas allosaccharophila	Esteve 289	30	CECT 4199	656	GCA_000819685.1
Aeromonas allosaccharophila	Esteve E290	30	CECT 4200	656	
Escherichia coli	DSM 613	37	CECT 4201	562	
Vibrio pelagius	ATCC 25916	26	CECT 4202	28169	
Vibrio furnissii	ATCC 35016	30	CECT 4203	29494	GCA_000176175.1
Vibrio splendidus	ATCC 33789	30	CECT 4204	1051645	
Corynebacterium sp	NCTC 11859	37	CECT 4205	-1	
Paenarthrobacter ilicis	NCPPB 1228	30	CECT 4207	43665	
Rathayibacter iranicus	NCPPB 2253	30	CECT 4208	59737	GCA_002933035.1
Clavibacter michiganensis	NCPPB 2581	26	CECT 4209	28447	GCA_000355695.1
Rathayibacter rathayi	NCPPB 2980	30	CECT 4210	33887	GCA_900215645.1
Curtobacterium flaccumfaciens	NCPPB 1446	30	CECT 4211	2035	
Curtobacterium flaccumfaciens	NCPPB 2113	30	CECT 4212	2035	
Curtobacterium flaccumfaciens	NCPPB 854	30	CECT 4213	2035	
Enterobacter cloacae	Enterobacter cloacae	30	CECT 4214	550	
Vibrio harveyi	NCIMB 12705	26	CECT 4215	669	
Vibrio cincinnatiensis	NCTC 12012	26	CECT 4216	675	GCA_900167345.1
Vibrio fluvialis	NCTC 11327	30	CECT 4217	676	GCA_001558415.2; GCA_001598835.1
Vibrio mimicus	NCTC 11435	30	CECT 4218	674	GCA_000338875.1
Lactiplantibacillus plantarum	Lactobacillus	30	CECT 4219	1590	
Aeromonas allosaccharophila	ATCC 35942	30	CECT 4220	656	
Aeromonas hydrophila	ATCC 15467	30	CECT 4221	644	
Aeromonas caviae	NCIMB 9235	30	CECT 4222	648	
Aeromonas caviae	ATCC 14486	30	CECT 4223	648	
Aeromonas eucrenophila	NCIMB 74	30	CECT 4224	649	GCA_000819865.1
Aeromonas hydrophila	ATCC 13442	30	CECT 4225	644	
Aeromonas caviae	NCIMB 9234	30	CECT 4226	648	
Aeromonas bestiarum	CIP 74.30	30	CECT 4227	105751	GCA_000819745.1
Aeromonas jandaei	ATCC 49568	30	CECT 4228	650	GCA_000819955.1
Aeromonas jandaei	ATCC 49570	30	CECT 4229	650	
Aeromonas jandaei	ATCC 49572	30	CECT 4231	650	
Aeromonas media	ATCC 33907	26	CECT 4232	651	GCA_000819985.1
Aeromonas media	NCIMB 2237	26	CECT 4233	651	
Aeromonas media	ATCC 35950	26	CECT 4234	651	
Aeromonas salmonicida	NCIMB 833	26	CECT 4235	645	
Aeromonas salmonicida	NCIMB 1103	26	CECT 4237	645	
Aeromonas salmonicida	NCIMB 1109	26	CECT 4238	645	
Aeromonas salmonicida	NCIMB 2112	26	CECT 4239	645	
Aeromonas schubertii	ATCC 43700	30	CECT 4240	652	GCA_000820105.1; GCA_000820105.2; GCA_001481395.1
Aeromonas schubertii	DSM 4882	30	CECT 4241	652	
Aeromonas sobria	CIP 74.33	30	CECT 4245	646	GCA_000820145.1
Aeromonas veronii	NCIMB 37	30	CECT 4246	654	
Aeromonas sobria	JCM 2137	30	CECT 4248	646	
Aeromonas sobria	JCM 2138	30	CECT 4249	646	
Aeromonas sobria	JCM 2140	30	CECT 4250	646	
Aeromonas sobria	JCM 2142	30	CECT 4251	646	
Aeromonas sobria	JCM 2143	30	CECT 4252	646	
Aeromonas sp	ATCC 35941	30	CECT 4253	-1	
Aeromonas diversa	ATCC 43946	30	CECT 4254	502790	GCA_000367845.1; GCA_000819805.1
Aeromonas enteropelogenes	ATCC 49657	30	CECT 4255	29489	
Aeromonas veronii	NCIMB 13015	30	CECT 4257	654	GCA_000820225.1
Aeromonas veronii	ATCC 35622	30	CECT 4258	654	
Aeromonas veronii	ATCC 35623	30	CECT 4259	654	
Aeromonas veronii	ATCC 35625	30	CECT 4260	654	
Aeromonas veronii	ATCC 35626	30	CECT 4261	654	
Plesiomonas shigelloides	NCTC 10360	30	CECT 4262	703	GCA_900087055.1
Clavibacter michiganensis	LMG 7295	26	CECT 4263	28447	
Geobacillus kaustophilus	NCIMB 8547	55	CECT 4264	1462	GCA_000739955.1
Halomonas aquamarina	LMG 3449	30	CECT 4265	77097	
Salmonella enterica	NCTC 11881	37	CECT 4266	28901	
Escherichia coli	CCTM La 2947	37	CECT 4267	562	
Weissella paramesenteroides	NCDO 803	30	CECT 4268	1249	GCA_000160575.1
Labrenzia aggregata	NCIMB 2208	26	CECT 4269	-1	GCA_000168975.1
Ahrensia kielensis	NCIMB 2205	26	CECT 4270	76980	GCA_000374465.1
Porphyrobacter sanguineus	NCIMB 1539	26	CECT 4271	-1	GCA_900143235.1; GCA_002155655.1
Jeotgalibacillus marinus	NCIMB 2140	20	CECT 4272	86667	GCA_001274925.1
Blastomonas natatoria	NCIMB 12085	30	CECT 4273	34015	
Brevibacterium sp	ATCC 21111	30	CECT 4274	-1	
Corynebacterium stationis	NCIMB 565	30	CECT 4275	1705	GCA_001941345.1
Tenacibaculum maritimum	NCIMB 2153	30	CECT 4276	107401	
Zobellia uliginosa	NCIMB 1863	30	CECT 4277	143224	
Cobetia marina	ATCC 25374	26	CECT 4278	28258	GCA_001720485.1
Halomonas elongata	NCIMB 2198	30	CECT 4279	2746	GCA_000196875.2
Lysobacter antibioticus	NCIMB 10773	30	CECT 4280	84531	GCA_001442535.1
Staphylococcus aureus	NCTC 8342	37	CECT 4281	1280	
Cellulosimicrobium cellulans	DSM 43879	30	CECT 4282	1710	GCA_900102445.1
Cellulomonas fimi	DSM 20113	30	CECT 4283	1708	GCA_000212695.1
Cellulomonas uda	DSM 20107	30	CECT 4284	1714	
Cellulomonas uda	DSM 20108	30	CECT 4285	1714	
Corallococcus coralloides	DSM 2259	30	CECT 4288	1144275	GCA_000255295.1
Myxococcus fulvus	DSM 434	30	CECT 4289	33	
Myxococcus virescens	DSM 2260	30	CECT 4290	83456	
Myxococcus xanthus	DSM 435	30	CECT 4291	34	
Ruegeria atlantica	DSM 5823	20	CECT 4292	81569	GCA_001458195.1
Ruegeria meteori	DSM 5824	20	CECT 4293	-1	
Sorangium cellulosum	DSM 2276	30	CECT 4295	56	
Salmonella enterica	CCTM La 2320	37	CECT 4296	28901	
Mesorhizobium loti	DSM 30133	26	CECT 4297	381	
Rhizobium leguminosarum	DSM 30138	26	CECT 4298	384	
Rothia mucilaginosa	DSM 20445	37	CECT 4299	43675	
Rhizobium rhizogenes	NCPPB 2626	26	CECT 4301	-1	
Rhizobium rhizogenes	NCPPB 3068	26	CECT 4302	-1	
Rhizobium rubi	NCPPB 1856	26	CECT 4303	-1	
Rhizobium radiobacter	NCPPB 2992	26	CECT 4304	-1	
Lactobacillus helveticus	NCFB 2712	37	CECT 4305	1587	GCA_000160855.1; GCA_001572805.1
