ProteomeId	Organism	ncbiTaxID	Protein count	Domain
UP000032544	Draconibacterium sediminis	1544798	4126	Bacteria
UP000032566	Acidovorax temperans	80878	3750	Bacteria
UP000032568	Thalassomonas actiniarum	485447	5460	Bacteria
UP000032611	Martelella endophytica	1486262	4020	Bacteria
UP000032633	Paenibacillus beijingensis	1126833	4723	Bacteria
UP000032668	Acidocella aminolytica 101 = DSM 11237	1120923	3751	Bacteria
UP000032680	Acidisphaera rubrifaciens HS-AP3	1231350	2788	Bacteria
UP000032726	Muricauda lutaonensis	516051	2882	Bacteria
UP000032737	Paracholeplasma brassicae	61635	1671	Bacteria
UP000032740	Alteracholeplasma palmae (strain ATCC 49389 / J233) (Acholeplasma palmae)	1318466	1433	Bacteria
UP000032809	Defluviitoga tunisiensis	1006576	1811	Bacteria
UP000033054	Spirosoma radiotolerans	1379870	5328	Bacteria
UP000033067	Pseudoxanthomonas suwonensis	314722	3063	Bacteria
UP000033070	Ferriphaselus amnicola	1188319	2668	Bacteria
UP000033103	Sneathia vaginalis	187101	1182	Bacteria
UP000033109	Pontibacter korlensis	400092	4103	Bacteria
UP000033115	Clostridium scatologenes	1548	5321	Bacteria
UP000033411	Devosia epidermidihirudinis	1293439	3353	Bacteria
UP000033448	Microbacterium azadirachtae	582680	3744	Bacteria
UP000033451	Microbacterium ginsengisoli	400772	2779	Bacteria
UP000033452	Pseudoalteromonas rubra	43658	4390	Bacteria
UP000033457	Corynebacterium kutscheri	35755	2047	Bacteria
UP000033514	Devosia soli	361041	3705	Bacteria
UP000033558	Bombilactobacillus mellifer	1218492	1592	Bacteria
UP000033566	Corynebacterium camporealensis	161896	2245	Bacteria
UP000033572	Microbacterium foliorum	104336	3324	Bacteria
UP000033618	Robbsia andropogonis	28092	4737	Bacteria
UP000033632	Devosia geojensis	443610	3992	Bacteria
UP000033633	Photobacterium halotolerans	265726	3968	Bacteria
UP000033649	Devosia chinhatensis	429727	3103	Bacteria
UP000033664	Pseudoalteromonas ruthenica	151081	3470	Bacteria
UP000033673	Vibrio galatheae	579748	3604	Bacteria
UP000033695	Bombilactobacillus mellis	1218508	1572	Bacteria
UP000033772	Nocardioides luteus	1844	5357	Bacteria
UP000033774	Elstera litoralis	552518	3298	Bacteria
UP000033874	Sphingobium chungbukense	56193	4954	Bacteria
UP000033956	Microbacterium ketosireducens	92835	3448	Bacteria
UP000034029	Salinicoccus halodurans	407035	2634	Bacteria
UP000034071	Kangiella geojedonensis	914150	2207	Bacteria
UP000034076	Christensenella hongkongensis	270498	3148	Bacteria
UP000034098	Microbacterium trichothecenolyticum	69370	4075	Bacteria
UP000034166	Mesobacillus campisalis	1408103	4713	Bacteria
UP000034196	Streptomyces mangrovisoli	1428628	7461	Bacteria
UP000034392	Croceibacterium atlanticum	1267766	3254	Bacteria
UP000034444	Sulfurovum lithotrophicum	206403	2081	Bacteria
UP000034491	Kiloniella litopenaei	1549748	3735	Bacteria
UP000034699	Serratia fonticola	47917	5086	Bacteria
UP000034838	Streptomyces malaysiense	1428626	6612	Bacteria
UP000034883	Sandaracinus amylolyticus	927083	8941	Bacteria
UP000035036	Geoalkalibacter subterraneus	483547	2987	Bacteria
UP000035159	Kosmotoga pacifica	1330330	1897	Bacteria
UP000035170	Variovorax paradoxus	34073	6788	Bacteria
UP000035199	Corynebacterium mustelae	571915	3046	Bacteria
UP000035265	Cellulosimicrobium funkei	264251	3980	Bacteria
UP000035287	Croceicoccus naphthovorans	1348774	3411	Bacteria
UP000035337	Endomicrobium proavitum	1408281	1336	Bacteria
UP000035368	Corynebacterium epidermidicanis	1050174	2448	Bacteria
UP000035540	Corynebacterium testudinoris	136857	2543	Bacteria
UP000035548	Corynebacterium uterequi	1072256	2149	Bacteria
UP000035661	Spiroplasma eriocheiris	315358	1180	Bacteria
UP000035704	Clostridium aceticum	84022	3835	Bacteria
UP000035721	Tetrasphaera japonica T1-X7	1194083	4595	Bacteria
UP000035909	Photobacterium ganghwense	320778	4693	Bacteria
UP000035957	Peptococcaceae bacterium CEB3	999898	5055	Bacteria
UP000035996	Alkalihalobacillus macyae	157733	3973	Bacteria
UP000036045	Niallia circulans (Bacillus circulans)	1397	4949	Bacteria
UP000036176	Mycolicibacterium chubuense (Mycobacterium chubuense)	1800	5700	Bacteria
UP000036196	Pluralibacter gergoviae (Enterobacter gergoviae)	61647	4977	Bacteria
UP000036202	Priestia filamentosa	1402861	5042	Bacteria
UP000036270	Muribacter muris	67855	2190	Bacteria
UP000036334	Mycobacterium haemophilum	29311	3743	Bacteria
UP000036356	Desulfosporosinus acididurans	476652	4388	Bacteria
UP000036382	Bordetella hinzii	103855	4557	Bacteria
UP000036426	Photobacterium aphoticum	754436	4349	Bacteria
UP000036622	Klebsiella pneumoniae subsp. pneumoniae DSM 30104 = JCM 1662 = NBRC 14940	1162296	4528	Bacteria
UP000036700	Pandoraea thiooxydans	445709	3963	Bacteria
UP000036756	Clostridium cylindrosporum DSM 605	1121307	2621	Bacteria
UP000036780	Virgibacillus pantothenticus	1473	3923	Bacteria
UP000036873	Acetobacterium bakii	52689	3495	Bacteria
UP000036932	Paenibacillus solani	1705565	5289	Bacteria
UP000036938	Pseudaestuariivita atlantica	1317121	3978	Bacteria
UP000036958	Sunxiuqinia dokdonensis	1409788	4693	Bacteria
UP000037043	Clostridium homopropionicum DSM 5847	1121318	3499	Bacteria
UP000037046	Roseovarius tolerans	74031	3684	Bacteria
UP000037146	Peribacillus loiseleuriae	1679170	4559	Bacteria
UP000037267	Gottschalkia purinilytica (Clostridium purinilyticum)	1503	3284	Bacteria
UP000037393	Trabulsiella odontotermitis	379893	4287	Bacteria
UP000037395	Kitasatospora aureofaciens (Streptomyces aureofaciens)	1894	7620	Bacteria
UP000037397	Luteipulveratus halotolerans	1631356	3827	Bacteria
UP000037405	Rossellomorea marisflavi	189381	4143	Bacteria
UP000037515	Vibrio nereis	693	3660	Bacteria
UP000037558	Priestia koreensis	284581	4402	Bacteria
UP000037600	Catenovulum maritimum	1513271	3470	Bacteria
UP000037643	Pelagerythrobacter marensis	543877	2659	Bacteria
UP000037660	Ideonella sakaiensis (strain NBRC 110686 / TISTR 2288 / 201-F6)	1547922	5527	Bacteria
UP000037737	Microbacterium chocolatum	84292	2721	Bacteria
UP000037778	Apilactobacillus kunkeei	148814	1332	Bacteria
UP000037784	Ardenticatena maritima	872965	3144	Bacteria
UP000037982	Streptomyces chattanoogensis	66876	7423	Bacteria
UP000038011	Ahrensia marina	1514904	3161	Bacteria
UP000038055	Capnocytophaga cynodegmi	28189	2439	Bacteria
UP000040453	Oceanobacillus oncorhynchi	545501	4386	Bacteria
UP000040576	Caldibacillus thermoamylovorans	35841	3440	Bacteria
UP000042997	Rhodococcus ruber	1830	5828	Bacteria
UP000043699	Planococcus massiliensis	1499687	3353	Bacteria
UP000043764	Phaeobacter italicus	481446	3819	Bacteria
UP000044071	Legionella massiliensis	1034943	3750	Bacteria
UP000045051	Capnocytophaga canis	1848903	2202	Bacteria
UP000048908	Jannaschia rubra	282197	3629	Bacteria
UP000048926	Roseibium aggregatum	187304	6164	Bacteria
UP000048949	Nereida ignava	282199	2850	Bacteria
UP000049222	Jannaschia donghaensis	420998	3480	Bacteria
UP000049455	Jannaschia seosinensis	313367	3710	Bacteria
UP000049855	Sporomusa ovata	2378	5251	Bacteria
UP000049983	Roseibium album	311410	6265	Bacteria
UP000050277	Herpetosiphon geysericola	70996	4675	Bacteria
UP000050280	Croceitalea dokdonensis DOKDO 023	1300341	3682	Bacteria
UP000050326	Oxobacter pfennigii	36849	4273	Bacteria
UP000050331	Lentibacillus amyloliquefaciens	1472767	3553	Bacteria
UP000050398	Rossellomorea vietnamensis	218284	4104	Bacteria
UP000050417	Ornatilinea apprima	1134406	3344	Bacteria
UP000050430	Leptolinea tardivitalis	229920	2936	Bacteria
UP000050454	Jiulongibacter sediminis	1605367	3642	Bacteria
UP000050471	Aliiroseovarius crassostreae	154981	3465	Bacteria
UP000050482	Alicyclobacillus ferrooxydans	471514	4142	Bacteria
UP000050488	Corynebacterium lowii	1544413	2252	Bacteria
UP000050501	Levilinea saccharolytica	229921	3080	Bacteria
UP000050514	Bellilinea caldifistulae	360411	2990	Bacteria
UP000050544	Thermanaerothrix daxensis	869279	2394	Bacteria
UP000050580	Lampropedia cohaerens	1610491	2593	Bacteria
UP000050668	Lysinibacillus contaminans	1293441	3656	Bacteria
UP000050827	Muricauda eckloniae	346185	3374	Bacteria
UP000050867	Wenjunlia vitaminophila (Streptomyces vitaminophilus)	76728	5132	Bacteria
UP000050934	Limosilactobacillus secaliphilus	396268	1466	Bacteria
UP000050940	Stenotrophomonas daejeonensis	659018	2805	Bacteria
UP000050996	Cytobacillus solani	1637975	4897	Bacteria
UP000051008	Ligilactobacillus agilis DSM 20509	1423718	1951	Bacteria
UP000051013	Limosilactobacillus coleohominis DSM 14060	887896	1715	Bacteria
UP000051131	Liquorilactobacillus cacaonum DSM 21116	1423729	1801	Bacteria
UP000051139	Furfurilactobacillus siliginis	348151	1922	Bacteria
UP000051184	Cognatishimia activa	1715691	3406	Bacteria
UP000051221	Vibrio furnissii	29494	4417	Bacteria
UP000051249	Pediococcus argentinicus	480391	1746	Bacteria
UP000051254	Stenotrophomonas koreensis	266128	2597	Bacteria
UP000051296	Weissella halotolerans DSM 20190	1123500	1304	Bacteria
UP000051401	Roseovarius indicus	540747	5534	Bacteria
UP000051450	Dellaglioa algida DSM 15638	1423719	1505	Bacteria
UP000051500	Ligilactobacillus ceti DSM 22408	1122146	1244	Bacteria
UP000051562	Bosea thiooxidans	53254	4956	Bacteria
UP000051568	Pediococcus cellicola	319652	1916	Bacteria
UP000051576	Liquorilactobacillus vini DSM 20605	1133569	2108	Bacteria
UP000051587	Thalassobius gelatinovorus (Ruegeria gelatinovora)	53501	3764	Bacteria
UP000051638	Loigolactobacillus rennini DSM 20253	1423796	2191	Bacteria
UP000051639	Limosilactobacillus ingluviei	148604	1922	Bacteria
UP000051643	Salegentibacter mishustinae	270918	3284	Bacteria
UP000051645	Lactobacillus selangorensis	81857	2031	Bacteria
UP000051655	Weissella kandleri	1616	1222	Bacteria
UP000051658	Carnobacterium divergens DSM 20623	1449336	2398	Bacteria
UP000051672	Lacticaseibacillus brantae DSM 23927	1423727	1863	Bacteria
UP000051681	Thalassobius mediterraneus	340021	3260	Bacteria
UP000051686	Liquorilactobacillus oeni DSM 19972	1423777	1945	Bacteria
UP000051733	Paucilactobacillus vaccinostercus DSM 20634	1423813	2398	Bacteria
UP000051802	Stenotrophomonas panacihumi	676599	3403	Bacteria
UP000051813	Lapidilactobacillus dextrinicus DSM 20335	1423738	1691	Bacteria
UP000051841	Kandleria vitulina DSM 20405	1410657	2043	Bacteria
UP000051859	Pediococcus stilesii	331679	1784	Bacteria
UP000051870	Shimia thalassica	1715693	4063	Bacteria
UP000051888	Margalitia shackletonii	157838	4690	Bacteria
UP000051931	Lactobacillus psittaci DSM 15354	1122152	1327	Bacteria
UP000051992	Weissella viridescens (Lactobacillus viridescens)	1629	1462	Bacteria
UP000052015	Caloramator mitchellensis	908809	2400	Bacteria
UP000052022	Tritonibacter multivorans	928856	3869	Bacteria
UP000052052	Pseudoxanthomonas dokdonensis	344882	3001	Bacteria
UP000052954	Paenibacillus darwinianus	1380763	2764	Bacteria
UP000052979	Rathayibacter toxicus	145458	1904	Bacteria
UP000053070	Aurantiacibacter gangjinensis	502682	2492	Bacteria
UP000053091	Lentimicrobium saccharophilum	1678841	3377	Bacteria
UP000053171	Rothia kristinae	37923	1872	Bacteria
UP000053199	Pseudarthrobacter enclensis	993070	3738	Bacteria
UP000053226	Moellerella wisconsensis ATCC 35017	1354267	2776	Bacteria
UP000053235	Roseibium alexandrii	388408	4993	Bacteria
UP000053300	Comamonas kerstersii	225992	2662	Bacteria
UP000053370	Flexilinea flocculi	1678840	2774	Bacteria
UP000053455	Aurantiacibacter marinus	874156	2546	Bacteria
UP000053464	Aurantiacibacter luteus	1581420	2651	Bacteria
UP000053791	Ruegeria marisrubri	1685379	3730	Bacteria
UP000053947	Dehalogenimonas alkenigignens	1217799	1927	Bacteria
UP000054023	Nesterenkonia jeotgali	317018	2504	Bacteria
UP000054314	Cellulomonas bogoriensis 69B4 = DSM 16987	1386082	2898	Bacteria
UP000054363	Pseudidiomarina salinarum	435908	2100	Bacteria
UP000054396	Ponticoccus marisrubri	1685382	4264	Bacteria
UP000054404	Trueperella bernardiae	59561	1762	Bacteria
UP000054526	Cohnella kolymensis	1590652	3360	Bacteria
UP000054537	Actinoplanes utahensis	1869	7275	Bacteria
UP000054600	Legionella shakespearei DSM 23087	1122169	2916	Bacteria
UP000054608	Legionella rubrilucens	458	2847	Bacteria
UP000054618	Legionella quinlivanii	45073	2989	Bacteria
UP000054662	Legionella worsleiensis	45076	2614	Bacteria
UP000054693	Legionella tucsonensis	40335	2936	Bacteria
UP000054698	Legionella feeleii	453	3273	Bacteria
UP000054717	Caballeronia telluris	326475	6225	Bacteria
UP000054729	Legionella waltersii	66969	3346	Bacteria
UP000054761	Legionella israelensis	454	2821	Bacteria
UP000054785	Legionella geestiana	45065	2282	Bacteria
UP000054823	Shimia marina	321267	3874	Bacteria
UP000054837	Serinicoccus chungangensis	767452	3100	Bacteria
UP000054844	Roseomonas mucosa	207340	4204	Bacteria
UP000054859	Legionella adelaidensis	45056	2194	Bacteria
UP000054869	Legionella lansingensis	45067	2630	Bacteria
UP000054877	Legionella spiritensis	452	2908	Bacteria
UP000054935	Tropicibacter naphthalenivorans	441103	4206	Bacteria
UP000054997	Legionella londiniensis	45068	2172	Bacteria
UP000055035	Legionella jordanis	456	2787	Bacteria
UP000055060	Longilinea arvoryzae	360412	3871	Bacteria
UP000057134	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	1766	6012	Bacteria
UP000057181	Kocuria flava	446860	3024	Bacteria
UP000057609	Geobacter pickeringii	345632	2968	Bacteria
UP000057938	Altererythrobacter epoxidivorans	361183	2773	Bacteria
UP000057981	Algibacter alginicilyticus	1736674	3236	Bacteria
UP000058012	Novosphingobium fuchskuhlense	1117702	3491	Bacteria
UP000058305	Microterricola viridarii	412690	3119	Bacteria
UP000059074	Hyphomicrobium sulfonivorans	121290	3495	Bacteria
UP000059113	Aurantiacibacter atlanticus	1648404	3172	Bacteria
UP000059542	Hymenobacter sedentarius	1411621	3828	Bacteria
UP000059657	Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans)	85698	6125	Bacteria
UP000059672	Lutibacter profundi	1622118	2525	Bacteria
UP000060016	Corynebacterium riegelii	156976	2204	Bacteria
UP000060542	Geminocystis sp. NIES-3708	1615909	3607	Bacteria
UP000060699	Roseateles depolymerans	76731	4768	Bacteria
UP000060787	Lysobacter antibioticus	84531	5139	Bacteria
UP000061227	Fructobacillus pseudoficulneus	220714	1336	Bacteria
UP000061382	Rufibacter tibetensis	512763	4108	Bacteria
UP000061457	Pseudoalteromonas phenolica	161398	4164	Bacteria
UP000061489	Marinobacter similis	1420916	2692	Bacteria
UP000061569	Lysobacter enzymogenes	69	5514	Bacteria
UP000061603	Rugosibacter aromaticivorans	1565605	2443	Bacteria
UP000061630	Thermus parvatiensis	456163	1549	Bacteria
UP000061660	Paenibacillus naphthalenovorans	162209	5049	Bacteria
UP000061973	Eubacterium limosum	1736	3803	Bacteria
UP000062150	Leptolyngbya sp. NIES-3755	1752064	6523	Bacteria
UP000062160	Tepidanaerobacter syntrophicus	224999	2299	Bacteria
UP000062260	Aerococcus urinaehominis	128944	1595	Bacteria
UP000062788	Burkholderia singularis	1503053	4578	Bacteria
UP000062833	Arthrobacter alpinus	656366	3261	Bacteria
UP000063229	Pseudomonas agarici	46677	4626	Bacteria
UP000063234	Thermosulfidibacter takaii (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6)	1298851	1756	Bacteria
UP000063699	Kibdelosporangium phytohabitans	860235	10118	Bacteria
UP000063781	Erysipelothrix larvae	1514105	2225	Bacteria
UP000063953	Thiopseudomonas alkaliphila	1697053	2127	Bacteria
UP000064201	Thioalkalivibrio versutus	106634	2667	Bacteria
UP000064243	Thiobacillus denitrificans	36861	3078	Bacteria
UP000064844	Intestinimonas butyriciproducens	1297617	3358	Bacteria
UP000064893	Salinivirga cyanobacteriivorans	1307839	3717	Bacteria
UP000064920	Celeribacter marinus	1397108	3134	Bacteria
UP000064921	Pannonibacter phragmitetus	121719	4943	Bacteria
UP000064967	Labilithrix luteola	1391654	11481	Bacteria
UP000065641	Pseudohongiella spirulinae	1249552	2984	Bacteria
UP000065734	Blastochloris viridis (Rhodopseudomonas viridis)	1079	3241	Bacteria
UP000065807	Limnochorda pilosa	1555112	3599	Bacteria
UP000066480	Luteipulveratus mongoliensis	571913	4674	Bacteria
UP000066624	Wenzhouxiangella marina	1579979	3023	Bacteria
UP000067444	Octadecabacter temperatus	1458307	3276	Bacteria
UP000067476	Spiroplasma litorale	216942	1061	Bacteria
UP000067625	Bacillus gobiensis	1441095	4231	Bacteria
UP000067626	Chondromyces crocatus	52	8327	Bacteria
UP000067689	Aeromicrobium erythreum	2041	3120	Bacteria
UP000068021	Pragia fontium	82985	3326	Bacteria
UP000068137	Lawsonella clevelandensis	1528099	1376	Bacteria
UP000068196	Caldimicrobium thiodismutans	1653476	1771	Bacteria
UP000068210	Azotobacter chroococcum NCIMB 8003	1328314	4353	Bacteria
UP000068382	Tritonibacter horizontis	1768241	4579	Bacteria
UP000068447	Lacimicrobium alkaliphilum	1526571	3754	Bacteria
UP000069205	Nitrospira moscoviensis	42253	4733	Bacteria
UP000069771	Faecalibaculum rodentium	1702221	2740	Bacteria
UP000069912	Aerococcus sanguinicola	119206	1731	Bacteria
UP000070134	Sinomonas atrocyanea	37927	4104	Bacteria
UP000070138	Aequorivita aquimaris	1548749	2782	Bacteria
UP000070186	Dechloromonas denitrificans	281362	3886	Bacteria
UP000070188	Carbonactinospora thermoautotrophica	1469144	4356	Bacteria
UP000070250	Steroidobacter denitrificans	465721	2956	Bacteria
UP000070299	Paraglaciecola hydrolytica	1799789	4354	Bacteria
UP000070352	Tepidibacillus decaturensis	1413211	2599	Bacteria
UP000070366	Christensenella minuta	626937	3119	Bacteria
UP000070371	Falsihalocynthiibacter arcticus	1579316	3882	Bacteria
UP000070427	Fervidicola ferrireducens	520764	2421	Bacteria
UP000070433	Ramlibacter tataouinensis	94132	4136	Bacteria
UP000070442	Peptoniphilus coxii	755172	1860	Bacteria
UP000070456	Thermotalea metallivorans	520762	3013	Bacteria
UP000070467	Gemella asaccharolytica	502393	1251	Bacteria
UP000070529	Enterovibrio coralii	294935	3994	Bacteria
UP000070539	Anaerotignum neopropionicum	36847	2804	Bacteria
UP000070578	Candidatus Gallionella acididurans	1796491	3512	Bacteria
UP000070620	Micromonospora rosaria	47874	5974	Bacteria
UP000070675	Atopobium deltae	1393034	1442	Bacteria
UP000070810	Leucobacter chromiiresistens	1079994	2423	Bacteria
UP000071392	Cephaloticoccus capnophilus	1548208	1549	Bacteria
UP000071561	Pedobacter cryoconitis	188932	4911	Bacteria
UP000072231	Streptococcus suis	1307	1988	Bacteria
UP000072660	Ventosimonas gracilis	1680762	2412	Bacteria
UP000072741	Pseudacidovorax intermedius	433924	4770	Bacteria
UP000075320	Bdellovibrio bacteriovorus	959	3712	Bacteria
UP000075357	Microbacterium laevaniformans	36807	2869	Bacteria
UP000075473	Acetobacter cerevisiae	178900	2662	Bacteria
UP000075531	Clostridium tepidiprofundi DSM 19306	1121338	2724	Bacteria
UP000075583	Roseivirga ehrenbergii (strain DSM 102268 / JCM 13514 / KCTC 12282 / NCIMB 14502 / KMM 6017)	279360	3632	Bacteria
UP000075606	Roseivirga spongicola	333140	3854	Bacteria
UP000075653	Ferrovum myxofaciens	416213	2451	Bacteria
UP000075666	Heyndrickxia sporothermodurans	46224	4209	Bacteria
UP000075737	Thermovenabulum gondwanense	520767	2237	Bacteria
UP000075806	Alkalihalobacillus trypoxylicola	519424	3934	Bacteria
UP000076021	Rummeliibacillus stabekisii	241244	3235	Bacteria
UP000076038	Rhodococcus fascians	1828	4968	Bacteria
UP000076066	Haematospirillum jordaniae	1549855	2130	Bacteria
UP000076077	Microbulbifer thermotolerans	252514	3126	Bacteria
UP000076079	Luteitalea pratensis	1855912	6189	Bacteria
UP000076107	Staphylococcus condimenti	70255	2407	Bacteria
UP000076268	Anaerosporomusa subterranea	1794912	3585	Bacteria
UP000076400	Oceanibaculum pacificum	580166	3560	Bacteria
UP000076404	Gemmatimonas phototrophica	1379270	3388	Bacteria
UP000076476	Aeribacillus pallidus	33936	3519	Bacteria
UP000076574	Tardiphaga robiniae	943830	5721	Bacteria
UP000076577	Pseudovibrio axinellae	989403	4634	Bacteria
UP000076586	Paludibacter jiangxiensis	681398	2945	Bacteria
UP000076603	Clostridium magnum DSM 2767	1121326	6083	Bacteria
UP000076625	Crenobacter luteus	1452487	2660	Bacteria
UP000076715	Aquimarina aggregata	1642818	5047	Bacteria
UP000076794	Isoptericola dokdonensis DS-3	1300344	3403	Bacteria
UP000076825	Bordetella trematum	123899	4108	Bacteria
UP000076830	Dokdonella koreensis DS-123	1300342	3774	Bacteria
UP000076865	Anoxybacillus amylolyticus	294699	3186	Bacteria
UP000076923	Polaribacter atrinae	1333662	3258	Bacteria
UP000076927	Paenibacillus swuensis	1178515	4095	Bacteria
UP000076976	Janibacter melonis	262209	2936	Bacteria
