Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	Strain	Genus
Sulfurihydrogenibium yellowstonense	432331	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Aquatic	Hot spring	Autotroph,Heterotroph	sulfur-oxidation,thiosulfate-oxidation,aerobic respiration	s able to utilize a variety of organic compounds as sole carbon source (yeast extract, Bacto peptone, trypticase peptone, sucrose, glucose, starch, formate, Casamino acids, citrate, propionate, acetate; all at 0?1 %, w/v). No growth occurred in mjTSO medium lacking thiosulfate and elemental sulfur under a gas phase of 93 % CO2 and 7 % O2 (100 ) and in the presence of an organic carbon substrate, indicating that the isolate is unable to utilize organic substrates as energy sources.		Aerobe	6	8	7,5	55	78	70	101		0		https://pubmed.ncbi.nlm.nih.gov/16280480/			Sulfurihydrogenibium
Kosmotoga pacifica	1330330	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Aquatic	Hydrothermal field	Chemoorganoheterotroph	sulfur-reduction	The following substrates support growth in the presence of 0.02 % yeast extract: yeast extract, peptone, brain–heart infusion, tryptone, glycerol, maltose, xylose, glucose, fructose, cellobiose, trehalose, lactate, propionate and glutamate. The isolate does not use the following substrates as carbon and energy sources, even in the presence of small amounts of yeast extract: casamino acids, ethanol, malate, pyruvate, sucrose, galactose, ribose, starch and reduces Lcystine and elemental sulphur. Respiratory quinones were not detected.		Anaerobe	5,5	8,5		33	78	70			0,0325		https://pubmed.ncbi.nlm.nih.gov/24264736/			Kosmotoga
Thermoanaerobacter thermohydrosulfuricus	1198630	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Industrial	Beet sugar extraction	Chemoorganotroph	fermentation,thiosulfate-reduction,nitrite-reduction	"H, and CO, are produced in media containing liver infusion. H,S is produced from tryptophan, peptone, and yeast extract. Sulfite and thiosulfate
are reduced to H,S; sulfate is not reduced. Acetyl methyl carbinol is not produced. Fructose, galactose, glucose, mannose, xylose, cellobiose, maltose, sucrose, trehalose, pectin, esculin, and salicin are fermented. Fermentation of dextrin, potato starch, mannitol, dulcitol and sorbitol and coagulation of litmus milk are variable. Inositol, erythritol, glycerol, lactate, tartrate, and cellulose are not fermented; nitrite but not nitrate is reduced. Coagulated albumin is not hydrolyzed; indole is not produced. The products of metabolism in PYG broth are acetate, lactic acids, ethanol, CO,, and H,; formic, butyric, isovaleric, and isocaproic acids, propanol, and isopropanol may be detected. Methanol is a major metabolic end product if cultures are grown in the presence of pectin. Reduces thiosulfate to hydrogen sulfide"		Anaerobe	5,5	9,2	7,05	37	78	68					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-43-1-41			Thermoanaerobacter
Caldicellulosiruptor lactoaceticus	2506485007	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III	Aquatic	Hot spring	Chemoorganotroph	fermentation	Growth with Avicel, cellobiose, lactose, maltose, pectin, soluble starch, xylan and xylose. Does not grow on acetate, arabinose, arbutin, casein peptone, dextran, ethanol, fructose, galactose, glucose, lactate, mannitol, mannose, methanol, pyruvate, D-ribose, raffinose, rhamnose, sorbitol, sucrose, trehalose, yeast extract or H2/CO2. The fermentation products are lactate and acetate, with smaller amounts of ethanol. CO 2 and H2 are also produced. The bacterium does not form H2S from sulfate, thiosulfate or sulfite, and nitrate does not stimulate growth.		Anaerobe	6	8	7	50	78	68	101				https://link.springer.com/article/10.1007/BF00305357		6A, DSM 9545	Caldicellulosiruptor
Thermus yunnanensis	266825	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic	Hot spring									40	78	67,5					https://pubmed.ncbi.nlm.nih.gov/15955749/			Thermus
Thermoanaerobacter sulfurophilus	74714	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Aquatic	Caldera	Chemoorganotroph	fermentation,sulfur-reduction,thiosulfate-reduction	Utilizes various mono-, di-, and polysaccharides, including glucose, xylose, maltose, lactose, cellobiose, raffinose, glucosamine, galactose, fructose, mannose, sucrose, glycerol, soluble starch, pectin, and chitin. Sorbitol, mannitol, and trehalose are also fermented, but ethanol, DL-lactate, sodium citrate, sodium succinate, transaconitate, malonate, glutamate, glutamine, sodium pyruvate, 2-deoxyglucose, a-methyl-glucoside, L-arabinose, dulcitol, m-inositol, ribose, a-L-fucose, a-L-rhamnose, and L-sorbose are not fermented. The products of metabolism during growth on glucose are ethanol, lactate, acetate, CO,, and H,.		Anaerobe	5,5	7,2	6,8	38	78	66,5					https://www.semanticscholar.org/paper/Reduction-of-Elemental-Sulfur-by-Moderately-and-the-Bonch-Osmolovskaya-Miroshnichenko/8dedf4f35488192cd922f631a7a7aa3b83627686			Thermoanaerobacter
Caldicellulosiruptor acetigenus	301953	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Aquatic	Hot spring									50	78	66,5				Formerly known as Thermoanaerobium acetigenum	https://www.semanticscholar.org/paper/Thermoanaerobium-acetigenum-spec.-nov.%2C-a-new-from-Nielsen-Mathrani/09095ca47f4c3018e08fa0a5470af868340d7bb0	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63723-0		Caldicellulosiruptor
Geobacillus thermocatenulatus	33938	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terrestrial	Mud	Chemoorganotroph	nitrate-reduction,aerobic respiration	Catalase and oxidase are negative or positive depending on the strain. Growth factors are not required. Substrates that support growth include: glucose, maltose, xylose, mannose, saccharose, cellobiose, galactose, mannitol, glycerol. Growth in the presence of nalkanes (C13-C20 ) is the main characteristic of some strains. No growth is observed with arabinose, lactose or rhamnose. Citrate is utilized. Starch is hydrolyzed but not urea. Casein is weakly hydrolyzed while gelatine and Tween 80 can be hydrolyzed by some strains. Indole and acetoin are not formed. Nitrate is reduced.		Aerobe			6,75	35	78	62,5	101		<5%		https://www.sciencedirect.com/science/article/abs/pii/S0723202097800707			Geobacillus
Geobacillus kaustophilus	637000118	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terrestrial	Soil sediment	Chemoorangotroph	nitrate-reduction	Catalase and oxidase are negative or positive depending on the strain. Growth factors are not required. Substrates that support growth include: glucose, maltose, xylose, mannose, saccharose, cellobiose, galactose, mannitol, glycerol. Growth in the presence of nalkanes (C13-C20 ) is the main characteristic of some strains. No growth is observed with arabinose, lactose or rhamnose. Citrate is utilized. Starch is hydrolyzed but not urea. Casein is weakly hydrolyzed while gelatine and Tween 80 can be hydrolyzed by some strains		Facultative Anaerobe	6	8	6,75	35	78	62,5	101			formerly known as Bacillus kaustophilus	www.sciencedirect.com/science/article/abs/pii/S0723202097800707		HTA426	Geobacillus
Brockia lithotrophica	933949	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Hot spring									46	78	62,5					https://pubmed.ncbi.nlm.nih.gov/22493174/			Brockia
Thermoanaerobacter ethanolicus	1757	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Aquatic	Hot spring	Chemoorganotroph	fermentation	Utilizes various hexoses, ribose, xylose, cellobiose, sucrose, starch;inhibited by chloramphenicol, and Polymycin B. Fermentation end products: From hexoses and starch mainly ethanol and CO2 with a minor production of lactate and acetate.		Anaerobe	4,4	9,9		37	78		101				link.springer.com/article/10.1007/BF00405910			Thermoanaerobacter
Hydrogenivirga caldilitoris	246264	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquatic	Hot spring	Chemolithoautotroph 	sulfur-oxidation,nitrate-reduction	 growth occurs with molecular hydrogen or elemental sulfur as electron donor and with oxygen or nitrate as electron acceptor. Nitrate is reduced to N2O.		Facultative Anaerobe	5,5	8,3	6,75	55	77,5	75	300		0,02		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.03031-0			Hydrogenivirga
Thermosipho africanus	643348583	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Aquatic	Hydrothermal field	Heterotroph	sulfur-reduction,thiosulfate-reduction	For heterotrophic growth under anaerobic conditions, complex organic material like yeast extract, peptone or tryptone is necessary. Elemental sulfur is reduced. Inhibition of growth by hydrogen		Anaerobe	6	8	7,2	35	77	75	200				https://www.sciencedirect.com/science/article/abs/pii/S0723202089800372		TCF52B	Thermosipho
Caldimicrobium thiodismutans	1653476	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Aquatic	Hot spring									40	77	75					https://pubmed.ncbi.nlm.nih.gov/26842785/#:~:text=Caldimicrobium%20thiodismutans%20sp.-,nov.%2C%20a%20sulfur%2Ddisproportionating%20bacterium%20isolated%20from%20a%20hot,Int%20J%20Syst%20Evol%20Microbiol.			Caldimicrobium
Thermothrix thiopara	48382	Bacteria					Aquatic	Hot spring									62	77	71,5					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC291554/			Thermothrix
Caldicoprobacter oshimai	551788	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Animal	Sheep manure									44	77	70					https://pubmed.ncbi.nlm.nih.gov/19648349/			Caldicoprobacter
Rhodothermus marinus	646311949	Bacteria	Bacteroidetes	Cytophagia	Incertae sedis	Rhodothermaceae	Aquatic	Hot spring	Heterotroph	polysaccharide metabolism,aerobic respiration	utilized the following compounds as sole energy and carbon sources: yeast extract, peptone, starch, casein, Casamino Acids, a variety of sugars, some carboxylic acids, and amino acids		Aerobe	5,5		7	55	77	70	101		0,01		https://pubmed.ncbi.nlm.nih.gov/16075163/		R-10, DSM 4252	Rhodothermus
Thermus arciformis	482827	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Aquatic 	Hot spring	Heterotroph	nitrate-reduction,aerobic respiration	"Utilizes acetate, L-arginine, L-asparagine, cellobiose, D-fructose, D-galactose, D-glucose, L-glutamate, L-glutamine, glycerol, lactose, malate, maltose, D-mannose,
melibiose, L-proline, pyruvate, L-serine, sucrose and trehalose, but not acetamide, L-arabinose, citrate, erythritol, formate, myo-inositol, mannitol, propionate, raffinose, L-rhamnose, ribitol, D-ribose, sorbitol, L-sorbose, xylitol or D-xylose. Resistant to phosphomycin, oxacillin and tetracycline"		Aerobe	6	9,5	7,75	40	77	70	101		0,01		https://pubmed.ncbi.nlm.nih.gov/19661520/			Thermus
Ammonifex degensii	646311904	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aquatic	Hot spring	Chemolithoautotroph 	fermentation	 growing autotrophically by oxidation of hydrogen or formate, reduction nitrate to ammonium. Instead of nitrate, sulfate or sulfur were used as electron acceptors and H2S was formed as final product. Pyruvate was fermented to acetate, CO2, and hydrogen		Anaerobe	5	8	7,5	57	77	70	300		0,001		https://pubmed.ncbi.nlm.nih.gov/11539844/		KC4	Ammonifex
Aciduliprofundum boonei	646564501	Archaea	Euryarchaeota	unclassified	unclassified	unclassified	Aquatic	Hydrothermal vent	Chemolithoautotroph 	fermentation	fermented a wide range of carbohydrates, including polysaccharides. Acetate, ethanol and lactate were the fermentation products. Growth was stimulated by elemental sulfur and thiosulfate, which were reduced to hydrogen sulfide		Facultative Anaerobe	3,3	5,8	4,5	50	77	70			0,03		https://pubmed.ncbi.nlm.nih.gov/19643887/		T469	Aciduliprofundum
Thermomicrobium roseum	643348582	Bacteria	Chloroflexi	Thermomicrobia	 Thermomicrobiales	Thermomicrobiaceae	Terrestrial	Heated soil	Chemoorganotroph	nitrate-reduction,aerobic respiration	Growth occurs on simple sugars: D-xylose, D-galactose, Dmannose, D-fructose, cellobiose, maltose, sucrose, trehalose and raffinose. Dextrin, Phytagel, starch, xylan and xanthan act as sole carbon sources, but Avicel and CM-cellulose do not. Grows on short-chain alcohols including methanol, ethanol, 1-propanol, 2-propanol and mannitol, but not sorbitol. Cells also grow on glycerol and sodium acetate, formate, fumarate, lactate, pyruvate and succinate but not citrate. Peptone, tryptone and Casamino acids act as sole carbon sources. Ammonium ions, nitrate ions and yeast extract can act as sole nitrogen sources.		Aerobe	6	9,4	8,2	52	77	67,5			0		https://pubmed.ncbi.nlm.nih.gov/26374291/		DSM 5159	Thermomicrobium
Desulfurella multipotens	79269	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	Lake 									42	77	59					https://link.springer.com/article/10.1007/BF00248898			Desulfurella
Thermorudis pharmacophila	1167092	Bacteria	Chloroflexi	Thermomicrobia	unclassified Thermomicrobia	Thermorudis	Terrestrial	Heated soil	Heterotroph	polysaccharide metabolism,aerobic respiration	No growth is observed on monosaccharides. Sucrose, trehalose and raffinose act as sole carbon sources; lactose, maltose and cellobiose do not. Avicel, CM-cellulose, starch and xylan are hydrolyzed, but chitin, dextrin, gellan gum, galactomannan, glucomannan, pectin and xanthan are not. Cells also grow on Whatman filter paper, glycerol, sorbitol and 0.05% (v/v) methanol or ethanol. Sodium acetate, formate, fumarate, lactate, pyruvate and succinate act as sole carbon sources; sodium citrate, mannitol, galacturonic acid and 0.05% 1-propanol and 2- propanol do not. Cells grow readily on yeast extract, peptone, tryptone and Casamino acids. Growth is inhibited by ampicillin, chloramphenicol, kan		Aerobe	5,9	8,2	6,9	53	76	70,5	101		<1%		https://pubmed.ncbi.nlm.nih.gov/26374291/			Thermorudis
Thermosediminibacter oceani	648028061	Bacteria	Firmicutes	Clostridia	 Thermosediminibacterales	Thermosediminibacteraceae	Aquatic	Deep sea	Heterotroph	sulfur-reduction,thiosulfate-reduction	In the presence of 0.02% yeast extract, casamino acids, beef extracts, tryptone, cellobiose, fructose, galactose, glucose, maltose, mannose, raffinose, sucrose, trehalose, xylose, methanol, inositol, mannitol, sorbitol, lactate, pyruvate serve as carbon and energy. Thiosulfate, elemental sulfur, and MnO2 can serve as e acceptors. No indication of sulfate or Fe(III) reduction		Anaerobe	6,3	9,3	7,5	52	76	68			0,01		https://pubmed.ncbi.nlm.nih.gov/15965715/		JW/IW-1228P, DSM 16646	Thermosediminibacter
Thermosediminibacter litoriperuensis	291989	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Aquatic	Deep-sea sediments									43	76	64					https://pubmed.ncbi.nlm.nih.gov/15965715/			Thermosediminibacter
Thermovenabulum ferriorganovorum	159731	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Aquatic	Caldera									45	76	64					https://pubmed.ncbi.nlm.nih.gov/12361281/			Thermovenabulum
Geobacillus stearothermophilus	1422	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Hot spring	Chemoorganotroph	carbon monoxide oxidation	Acid production from glucose, lactose, sucrose, litmus milk. Starch digested. Casein digested. Nitrate not reduced. Indol production absent. 		Facultative Anaerobe			6,1	45	76	50	101		<5%	formerly Bacillus stearothermophilus	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC378892/	https://pubmed.ncbi.nlm.nih.gov/12054251/#:~:text=Strain%20COOI3B(T)%20grew%20optimally,%25%2C%20w%2Fv).		Geobacillus
Thermoflexus hugenholtzii	1495650	Bacteria	Chloroflexi	 Thermoflexia	 Thermoflexales	Thermoflexaceae	Aquatic	Hot spring	Heterotroph	fermentation	 Only complex carbon and energy sources including peptone, tryptone or yeast extract support growth, and vitamins are required for efficient growth. In the absence of O2, fermentative growth and H2 production are observed. Anaerobic growth is enhanced by fumarate, inhibited by sulfite or elemental sulfur and not affected by nitrate, nitrite, thiosulfate or ferric NTA.		Facultative Anaerobe	6,5	7,75	6,75	67,5	75	73,75	100				https://pubmed.ncbi.nlm.nih.gov/24676733/			Thermoflexus
Caldicoprobacter faecalis	937334	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Wastewater	Sewage Sludge 									60	75	71,5					https://pubmed.ncbi.nlm.nih.gov/26297233/			Caldicoprobacter
Thermoanaerobacter mathranii	646564580	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	 Thermoanaerobacteraceae	Aquatic	Hot spring	Chemoorganotroph	fermentation	Hydrogen sulfide is produced. Grows on amygdalin, L-arabinose, cellobiose, D-fructose, D-glucose, glycogen, lactose, maltose, D-mannitol, mannose, melibiose, melizitose, raffinose, D-ribose, sucrose, trehalose, xylan, and D-xylose, but not on avicel, casein-peptone, cellulose, D-galactose, glycerol, inulin, pectin, Lrhamnose, salicin, sorbitol, or yeast extract (Difco). Yeast extract is required for growth when a vitamin solution is added at 0.1 ml/10 ml culture		Anaerobe	4,7	8,8	7,3	50	75	70					https://pubmed.ncbi.nlm.nih.gov/9238102/			Thermoanaerobacter
