Name	Strain	Temp	Source_ID
Thorea gaudichaudii	UFU-1	20 C	NIES-3828
Thorea gaudichaudii	Oyake	20 C	NIES-3829
Chloroparvula sp.	IndianOcean_1-1	20 C	NIES-3835
Acaryochloris tomasi	R61	20 C	NIES-3840
Unidentified Ulvophyceae	Aka P83.A11	22 C	NIES-3845
Acrochaete sp.	Iki Island 11P PG1	20 C	NIES-3847
Unidentified Ulvophyceae	Ishigaki 7-27-A6	22 C	NIES-3848
Chloropicon sp.	AMT 2013 - P182-H9	22 C	NIES-3849
Chaetopeltis orbvicularis	AM228A-a	20 C	NIES-3850
Aulacoseira pusilla	Sort 115	20 C	NIES-3852
Cyclotella atomus	Sort 94	20 C	NIES-3854
Cyclotella meduanae	Sort 153	20 C	NIES-3855
Fragilaria gracilis	Sort 141	20 C	NIES-3857
Nitzschia fruticosa	Sort 135	20 C	NIES-3858
Staurosirella berolinensis	Sort 142	20 C	NIES-3859
Ulnaria delicatissima	Sort 145	20 C	NIES-3861
Ulnaria japonica	Sort 150	20 C	NIES-3862
Braarudosphaera bigelowii	KC1-P2	15 C	NIES-3865
Glaucocystis bhattacharyae	118	20 C	NIES-3866
Glaucocystis miyajii	Thu10	20 C	NIES-3867
Glaucocystis oocystiformis	126	20 C	NIES-3868
Volvox capensis	M1-2	15 C	NIES-3874
Trachyrhizium urniformis	SRT104	20 C	NIES-3876
Nitzschia sp.	E09	20 C	NIES-3877
Triparma sp.	HY1501	20 C	NIES-3890
Cyanidium caldarium	KS-1	37 C	NIES-3891
Cyanidium caldarium	KS-8	37 C	NIES-3892
Pavlomulina ranunculiformis	Pavlom	20 C	NIES-3900
Carteria sp.	isolation 5	20 C	NIES-3902
Carteria sp.	isolation 23	20 C	NIES-3903
Chlamydomonas sp.	isolation 30	20 C	NIES-3904
Chlamydomonas sp.	isolation 35	20 C	NIES-3905
Chlamydomonas sp.	isolation 42	20 C	NIES-3906
Chlamydomonas sp.	isolation 47	20 C	NIES-3907
Chlamydomonas sp.	isolation 58	20 C	NIES-3908
Chlamydomonas sp.	isolation 59	20 C	NIES-3909
Chlorella sorokiniana	sort 54	20 C	NIES-3910
Chlorella sp.	sort 37	20 C	NIES-3911
Chlorella sp.	sort 51	20 C	NIES-3912
Chroomonas sp.	isolation 46	20 C	NIES-3913
Crucigenia lauterbornii	isolation 7	20 C	NIES-3914
Cryptomonas curvata	isolation 49	20 C	NIES-3915
Cryptomonas sp.	isolation 36	20 C	NIES-3916
Gungnir neglectum	isolation 29	20 C	NIES-3917
Pteromonas sp.	isolation 53	20 C	NIES-3920
Rhodomonas sp.	isolation 48	20 C	NIES-3921
Vitreochlamys nekrassovii	isolation 25	20 C	NIES-3923
Euglena sp.	KKAS-131113E3	20 C	NIES-3944
Aulacoseira ambigua	KKAS-1	20 C	NIES-3948
Monoraphidium sp.	KKAS-7	20 C	NIES-3949
Euglena sp.	KKAS-9	20 C	NIES-3950
Aulacoseira granulata	KKAS-10	20 C	NIES-3951
Cryptomonas sp.	KKAS-11	20 C	NIES-3952
Scenedesmus sp.	KKAS-12	20 C	NIES-3953
Cruciplacolithus neohelis	MKP35-2	20 C	NIES-3954
Chlorella sp.	DEM-72	20 C	NIES-3955
Calothrix sp.	NBH1	37 C	NIES-3974
Yamagishiella unicocca	2012-1026-YU-F2-6	20 C	NIES-3982
Yamagishiella unicocca	2012-1026-YU-F2-1	20 C	NIES-3983
Eudorina sp.	2010-623-E4	20 C	NIES-3984
Eudorina sp.	2010-623-E2	20 C	NIES-3985
Volvox ferrisii	2011-929-Vx2-F2-9	20 C	NIES-3986
Volvox ferrisii	Ax04-413	20 C	NIES-3987
Volvox ferrisii	2015-0502-VVx2-1	20 C	NIES-3988
Nostoc commune	KU006	20 C	NIES-3989
Nostoc commune	KU007	20 C	NIES-3990
Nostoc commune	KU008	20 C	NIES-3991
Trichodesmium sp.	Chikyu14	22 C	NIES-3999
Medakamo hakoo	Medakamo hakoo 311; M. hakoo 311	20 C	NIES-4000
Craticula pseudocitrus	Sort 163	20 C	NIES-4015
Nannochloris bacillaris	NT2'	20 C	NIES-4016
Astrephomene gubernaculifera	2014-1002-YkAs8	20 C	NIES-4017
Eudorina sp.	2010-623-F1-E8	20 C	NIES-4018
Apatococcus lobatus	Handa-2869-18	20 C	NIES-4019
Nitzschia brevissima	SH-3943-a	20 C	NIES-4020
Volvox sp.	13-614-Vx12	20 C	NIES-4021
Volvox sp.	13-614-Vx13	20 C	NIES-4022
Volvox sp.	13-614-Vx15	20 C	NIES-4023
Volvox sp.	14-614-Vx02	20 C	NIES-4024
Volvox sp.	14-614-Vx04	20 C	NIES-4025
Volvox sp.	15-630-VVx4	20 C	NIES-4026
Volvox sp.	15-Sagami8-2	20 C	NIES-4027
Volvox sp.	15-Sagami12-2	20 C	NIES-4028
Volvox rousseletii	MI01	22 C	NIES-4029
Chara leptospora	CH-228B	20 C	NIES-4030
Pediludiella daitoensis	LxSd1	20 C	NIES-4031
Carolibrandtia ciliaticola	331CycloB	20 C	NIES-4032
Carolibrandtia ciliaticola	1224PelagoG	20 C	NIES-4033
Carolibrandtia ciliaticola	331StokesiaA	20 C	NIES-4034
Planktothrix agardhii	Ak870	20 C	NIES-4035
Dolichospermum affine	Ak1382	20 C	NIES-4036
Dolichospermum affine	Ak1383	20 C	NIES-4037
Dolichospermum flos-aquae	Ak1390	20 C	NIES-4038
Dolichospermum flos-aquae	Ak1535	20 C	NIES-4039
Dolichospermum smithii	Ak1397	20 C	NIES-4040
Dolichospermum smithii	Ak1398	20 C	NIES-4041
Sphaerospermopsis eucompacta	Ak1538	20 C	NIES-4042
Sphaerospermopsis eucompacta	Ak1516	20 C	NIES-4043
Sphaerospermopsis reniformis	Ak1519	20 C	NIES-4044
Sphaerospermopsis reniformis	Ak1520	20 C	NIES-4045
Dolichospermum flos-aquae	Ak1531	20 C	NIES-4046
Dolichospermum flos-aquae	Ak1540	20 C	NIES-4047
Dolichospermum lemmermannii	Ak1524	20 C	NIES-4048
Dolichospermum lemmermannii	Ak1529	24 C	NIES-4049
Aphanizomenon gracile	Ak1306	20 C	NIES-4050
Cuspidothrix issatschenkoi	Ak1309	20 C	NIES-4051
Aphanizomenon flos-aquae	Ak1335	20 C	NIES-4052
Aphanizomenon flos-aquae	Ak1337	20 C	NIES-4053
Planktothrix agardhii	Ak1338	20 C	NIES-4054
Microcystis aeruginosa	Ak1559	20 C	NIES-4055
Microcystis aeruginosa	Ak1560	20 C	NIES-4056
Microcystis aeruginosa	Ak1561	20 C	NIES-4057
Sphaerospermopsis aphanizomenoides	Ak1568	20 C	NIES-4058
Pseudanabaena subfoetida	Ak1318; PS1306	20 C	NIES-4059
Paulinella micropora	MYN1	20 C	NIES-4060
Rufusiella insignis	Handa-855-b	20 C	NIES-4061
Pseudanabaena cenerea	Ak1349	20 C	NIES-4062
Pseudanabaena cenerea	Ak1351	20 C	NIES-4063
Pseudanabaena cenerea	Ak1548	20 C	NIES-4064
Pseudanabaena cenerea	Ak1550	20 C	NIES-4065
Volvox tertius	1-3 k-4	20 C	NIES-4068
Volvox tertius	1-3 k-5	20 C	NIES-4069
Scytonema sp.	YK-02	20 C	NIES-4073
Cylindrospermum sp.	YK2-01	20 C	NIES-4074
Tolypothrix sp.	MK-01	20 C	NIES-4075
Symbiodinium sp.	Y106	20 C	NIES-4076
Cladocopium sp.	Y-103	20 C	NIES-4077
Chaetoceros debilis	SNK72	15 C	NIES-4079
Eudorina sp.	2010-623-F1-E3	20 C	NIES-4100
Calothrix sp.	CIT012	20 C	NIES-4101
Pleurocapsa sp.	CIT043	20 C	NIES-4102
Nostoc sp.	CIT020	20 C	NIES-4103
Calothrix sp.	CIT034	20 C	NIES-4105
Pelatocladus sp.	CIT040	20 C	NIES-4106
Gymnomonas nepalensis	NIES-3572P1	20 C	NIES-4107
Viridiuvalis adhaerens	SRT040	20 C	NIES-4109
Volvox reticuliferus	VO123-F1-9	20 C	NIES-4110
Volvox reticuliferus	VO123-F1-10	20 C	NIES-4111
Raphidiopsis sp.	ISG-26 C-5	20 C	NIES-4116
Gambierdiscus scabrosus	KW070922_1	20 C	NIES-4118
Gambierdiscus australes	S080911_1	20 C	NIES-4119
Gambierdiscus jejuensis	M080828_2	20 C	NIES-4120
Gonium pectorale	2014-0520-F1-4	20 C	NIES-4121
Chrysochromulina sp.	D1	20 C	NIES-4122
Aphanizomenon sp.	NNS-1 C-5	20 C	NIES-4123
Stephanosphaera pluvialis		20 C	NIES-4124
Stephanosphaera pluvialis		20 C	NIES-4125
Pleodorina thompsonii	strain RT	20 C	NIES-4126
Volvox powersii	71-51	24 C	NIES-4127
Volvox dissipatrix	Marb. 2RS 29	24 C	NIES-4128
Micractinium sp.	strain 10S	20 C	NIES-4129
Micractinium sp.	strain 23	20 C	NIES-4130
Vorticella sp.	Vor-5	20 C	NIES-4138
Haematococcus lacustris	2001-814-H-1	20 C	NIES-4141
Chlamydomonas augustae	NrCl-608P1	20 C	NIES-4143
Rhodomonas sp.	EM41	15 C	NIES-4148
Rhodomonas sp.	EM49	15 C	NIES-4149
Rhodomonas chrysoidea	EM57	15 C	NIES-4150
Rhodomonas sp.	EM59	15 C	NIES-4151
Rhodomonas sp.	EM71	15 C	NIES-4152
Rhodomonas chrysoidea	EM77	15 C	NIES-4153
Rhodomonas sp.	EM86	15 C	NIES-4154
Rhodomonas chrysoidea	EM100	15 C	NIES-4155
Rhodomonas sp.	EM104	15 C	NIES-4157
Rhodomonas sp.	EM109	15 C	NIES-4159
Rhodomonas sp.	EM113	15 C	NIES-4160
Rhodomonas sp.	EM119	15 C	NIES-4161
Rhodomonas sp.	EM124	15 C	NIES-4162
Rhodomonas sp.	EM129	15 C	NIES-4163
Rhodomonas sp.	EM130	15 C	NIES-4164
Chroomonas sp.	EM138	15 C	NIES-4165
Cryptomonas tetrapyrenoidosa	EF157	15 C	NIES-4174
Cryptomonas sp.	EF164	15 C	NIES-4175
Cryptomonas tetrapyrenoidosa	EF204	15 C	NIES-4177
Cryptomonas sp.	EF213	15 C	NIES-4178
Cryptomonas sp.	EF233	15 C	NIES-4180
Cryptomonas sp.	EF235	15 C	NIES-4181
Cryptomonas sp.	EF280	15 C	NIES-4186
Cryptomonas sp.	EF291	15 C	NIES-4187
Cryptomonas tetrapyrenoidosa	EF334	15 C	NIES-4189
Cryptomonas sp.	EF359	15 C	NIES-4194
Desmodesmus sp.	Sort 16	20 C	NIES-4211
Neochlorosarcina negevensis	Sort 32	20 C	NIES-4212
Desmodesmus sp.	Sort 38	20 C	NIES-4213
Messastrum gracile	Sort 56	20 C	NIES-4214
Monoraphidium sp.	Sort 58	20 C	NIES-4215
Chlorella sorokiniana	Sort 61	20 C	NIES-4216
Tetrastrum staurogeniaeforme	Sort 63	20 C	NIES-4217
Raphidiopsis raciborskii	ISG-9-B-1-C-2	20 C	NIES-4225
Raphidiopsis raciborskii	ISG-9-B-1-C-5	20 C	NIES-4226
Thalassiosira nordenskioeldii	Th-n-3	5 C	NIES-4227
Microcystis aeruginosa	Sj	20 C	NIES-4234
Microseira wollei	Biwa-Lyng	20 C	NIES-4236
Pseudanabaena yagii	Ak1585	20 C	NIES-4237
Pseudanabaena yagii	Ak1604	20 C	NIES-4238
Nitzschia putrida	PL1-1	20 C	NIES-4239
Chlamydomonas sp.	ChW1002A1	20 C	NIES-4241
Chlamydomonas sp.	HyT1201C6P1	20 C	NIES-4242
Chlamydomonas sp.	HyT1203B3P1	20 C	NIES-4243
Chlamydomonas sp.	HyW1001A6	20 C	NIES-4244
Chlamydomonas sp.	JgCl-601P1	20 C	NIES-4245
Chlamydomonas sp.	NrCl-1P3	20 C	NIES-4246
Chlamydomonas sp.	TgA0901C4P9	20 C	NIES-4247
Chlamydomonas sp.	TgW1001D1P2	20 C	NIES-4248
Chlamydomonas sp.	TkS1601B3	20 C	NIES-4249
Vitreochlamys sp.	YgS1601C1	20 C	NIES-4250
Chlamydomonas sp.	YgS1602C1	20 C	NIES-4251
Vitreochlamys sp.	YgS1603A2	20 C	NIES-4252
Chlamydomonas sp.	YgS1603C5	20 C	NIES-4253
Vitreochlamys sp.	YgS1603D5	20 C	NIES-4254
Chlamydomonas sp.	YgS1604C1	20 C	NIES-4255
Chlamydomonas sp.	TKAC 3001 = YgT1301A1P1	20 C	NIES-4256
Chrysochromulina andersonii	truncatum_symbiont	20 C	NIES-4257
Coleochaete scutata	Ynk-2	20 C	NIES-4262
Phormidium sp.	strain KS	20 C	NIES-4263
Desmodesmus sp.	Sort 105	20 C	NIES-4265
Coelastrum sp.	Sort 109	20 C	NIES-4266
Desmodesmus costato-granulatus	Sort 151	20 C	NIES-4267
Nitella acuminata	CH-130; S142	20 C	NIES-4269
Alexandrium ostenfeldii	A	15 C	NIES-4274
Vacuoliviride crystalliferum	vacuo 1	20 C	NIES-4277
Tetra dron sp.	sort 121	20 C	NIES-4278
Chlorella sp.	sort 131	20 C	NIES-4279
Mayamaea pseudoterrestris	22	20 C	NIES-4280
Mayamaea terrestris	64	20 C	NIES-4281
Desmodesmus subspicatus		20 C	NIES-4282
Chloromonas muramotoi	HkCl-57	5 C	NIES-4284
Microcystis aeruginosa	17AbL-2	20 C	NIES-4285
Neodesmus pupukensis	sort 17	20 C	NIES-4286
Unidentified Oocystaceae	sort 20	20 C	NIES-4287
Monoraphidium sp.	sort 21	20 C	NIES-4288
Chlorella sorokiniana	sort 22	20 C	NIES-4289
Lagerheimia genevensis	sort 29	20 C	NIES-4290
Raphidocelis sp.	sort 31	20 C	NIES-4291
Choricystis krienitzii	sort 41	20 C	NIES-4292
Lagerheimia sp.	sort 46	20 C	NIES-4293
Monoraphidium minutum	sort 50	20 C	NIES-4294
Monoraphidium contortum	sort 57	20 C	NIES-4295
Chlamydomonas sp.	sort 87	20 C	NIES-4296
Oocystis sp.	sort 97	20 C	NIES-4297
Crucigeniella sp.	sort 124	20 C	NIES-4298
Kirchneriella sp.	sort 125	20 C	NIES-4299
Desmodesmus communis	sort 133	20 C	NIES-4300
Chlorella sp.	sort 136	20 C	NIES-4301
Spirogyra chungkingensis	Uki1	20 C	NIES-4302
Spirogyra corrugata	A2F	20 C	NIES-4303
Spirogyra dentireticulata	chiA101	20 C	NIES-4304
Spirogyra hopeiensis	biw0302	20 C	NIES-4305
Spirogyra longata	chiA305	20 C	NIES-4306
Spirogyra longata	kit0201	20 C	NIES-4307
Spirogyra majuscula	chi0202	20 C	NIES-4308
Spirogyra majuscula	nag301	20 C	NIES-4309
Spirogyra minuticrassoidea	nag101	20 C	NIES-4310
Spirogyra mirabilis	shi0305	20 C	NIES-4311
Spirogyra chenii	chiA307	20 C	NIES-4312
Spirogyra pseudomaxima	chi0305	20 C	NIES-4313
Spirogyra punctata	Tpx8	20 C	NIES-4314
Spirogyra semiornata	chiA304	20 C	NIES-4315
Spirogyra varians	chi0102	20 C	NIES-4316
Ostravamonas trianguloculus	YgT1304B4; TKAC 3013	20 C	NIES-4317
Ostravamonas trianguloculus	Strain 046	20 C	NIES-4318
Closterium peracerosum-strigosum-littorale complex	Asa13-14	20 C	NIES-4319
Closterium peracerosum-strigosum-littorale complex	Asa13-21	20 C	NIES-4320
Closterium peracerosum-strigosum-littorale complex	Inba1-12	20 C	NIES-4321
Closterium peracerosum-strigosum-littorale complex	Inba1-20	20 C	NIES-4322
Microcystis aeruginosa	18AbL-65	20 C	NIES-4325
Gonium pectorale	2017-0423-IsgGo1	20 C	NIES-4327
Asterodinium gracile	NG512	22 C	NIES-4329
Gertia stigmatica	mdd472-kt	20 C	NIES-4330
Isochrysis sp.	Dm1	20 C	NIES-4331
Isochrysis sp.	Dm2	20 C	NIES-4332
Isochrysis sp.	Dm3	20 C	NIES-4333
Isochrysis sp.	Sh1	20 C	NIES-4334
Isochrysis sp.	Sh2	20 C	NIES-4335
Volvox rousseletii	2015-0610-3v6	20 C	NIES-4336
Volvox rousseletii	2015-0610-3v7	20 C	NIES-4337
Volvox rousseletii	2015-0610-3v9	20 C	NIES-4338
Volvox rousseletii	v-sgm-17	25 C	NIES-4339
Volvox rousseletii	v-sgm-23	25 C	NIES-4340
Volvox rousseletii	v-sgm-24	25 C	NIES-4341
Volvox rousseletii	v-tani-9	25 C	NIES-4342
Coccomyxa subellipsoidea	S-255-PL-002-A	20 C	NIES-4343
Microcystis aeruginosa	Oshiro-1 C-5 C-5	20 C	NIES-4344
Microcystis aeruginosa	Oshiro-2 A-2	20 C	NIES-4345
Annamia dubia	sort 175	20 C	NIES-4383
Merismopedia sp.	sort 174	20 C	NIES-4384
Chlorella sp.	sort 55	20 C	NIES-4385
Chlorotetraedron incus	sort 71	20 C	NIES-4386
Closterium sp.	isolation 65	20 C	NIES-4387
Dictyosphaerium sp.	isolation 61	20 C	NIES-4388
Cyanidiococcus yangmingshanensis	THAL066	25 C	NIES-4390
Chromera velia	RM12; nQAIF136	20 C	NIES-4391
Phaeodactylum tricornutum	Pt1 8.6; Pt Gen	20 C	NIES-4392
Phormidium sp.	AL1	22 C	NIES-4393
Nodosilinea sp.	AL3	22 C	NIES-4394
Rivularia sp.	AL4	22 C	NIES-4395
Nodularia sp.	AL6	22 C	NIES-4396
Myxosarcina sp.	AL7	22 C	NIES-4397
Chroococcidium sp.	AL8	22 C	NIES-4398
Urgorri complanatus	SH-4297-e	20 C	NIES-4402
Pseudanabaena sp.	ILC 545	30 C	NIES-4403
Chlamydomonad sp.	NrCl902	20 C	NIES-4405
Dolichospermum crassum	Kobe-12	20 C	NIES-4407
Desmodesmus sp.	AI_03	20 C	NIES-4410
Desmodesmus sp.	Tk6-3_May	20 C	NIES-4418
Desmodesmus sp.	Tk3-2_Sept	20 C	NIES-4420
Braarudosphaera bigelowii	KC15-24	20 C	NIES-4442
Chloromonas fukushimae	HkCl-117	5 C	NIES-4452
Chloromonas fukushimae	OzCl-11	5 C	NIES-4453
Volvox ferrisii	2018-1031-VVx2	25 C	NIES-4465
Pandorina morum	2015-0502-Isa5	20 C	NIES-4469
Pandorina morum	2015-0502-Isa6	20 C	NIES-4470
Volvulina steinii	2017-0925-Isg5	20 C	NIES-4471
Coelosphaerium sp.	G2	20 C	NIES-4473
Coelosphaerium sp.	G3	20 C	NIES-4474
Coelosphaerium sp.	S3C5	20 C	NIES-4475
Pleodorina starrii	2007-1003-P85	20 C	NIES-4479
Pleodorina starrii	2013-0614-P7	20 C	NIES-4480
Pleodorina starrii	2018-0609-2P1	20 C	NIES-4481
Pleodorina starrii	2013-0614-P10	20 C	NIES-4482
Pleodorina starrii	2019-0427-F1-1	20 C	NIES-4483
Pleodorina starrii	2019-0427-F1-2	20 C	NIES-4484
Gonium pectorale	2021-0414-F1GP-2	20 C	NIES-4499
Gonium pectorale	2021-0414-F1GP-3	20 C	NIES-4500
Gonium pectorale	2021-0414-F1GP-7	20 C	NIES-4501
Gonium pectorale	2021-0414-F1GP-8	20 C	NIES-4502
Volvox ferrisii	2008-0614-Vx2-F1-1	24 C	NIES-4535
Podomonas kaiyoae	YPF1504	20 C	NIES-4540
Karenia selliformis	KKsKs74	12 C	NIES-4541
Karenia selliformis	KKsKs75	12 C	NIES-4542
Karenia selliformis	LK2Ks306	12 C	NIES-4543
Karenia selliformis	LK2Ks307	12 C	NIES-4544
Amphidinium massartii	G12	20 C	NIES-4545
Prorocentrum caipirignum	KON30P15	22 C	NIES-4554
Prorocentrum lima	KON83P	22 C	NIES-4555
Prorocentrum lima	MIO52P	22 C	NIES-4557
Prorocentrum lima	OMI29P	22 C	NIES-4558
Coolia malayensis	C14	24 C	NIES-4595
Coolia malayensis	C12	24 C	NIES-4596
Coolia malayensis	G10	24 C	NIES-4597
Coolia malayensis	G4	24 C	NIES-4598
Coolia malayensis	E6-G27	24 C	NIES-4599
Coolia malayensis	E2-G25	24 C	NIES-4600
Coolia palmyrensis	F6-G23	20 C	NIES-4601
Coolia canariensis	G17	24 C	NIES-4602
Coolia canariensis	G6	24 C	NIES-4603
Coolia canariensis	G11	20 C	NIES-4604
Amphidinium uduigamense	I76	24 C	NIES-4605
Amphidinium operculatum	I78	20 C	NIES-4606
Amphidinium operculatum	G3	24 C	NIES-4607
Amphidinium operculatum	I85	20 C	NIES-4608
