Name	Strain	Temp	ncbiTaxID	Genome
Methanosaeta harundinacea	8Ac	35,5	-1	GCA_000235565.1
Methanobacterium palustre	F	35	2171	
Aliifodinibius halophilus	2W32	35	1736908	
Halofilum ochraceum	 XJ16	35	1611323	
Oceanobacillus aidingensis	AD7-25	35	645964	
Neisseria elongata	M2	35	495	GCA_000818035.1
Halotalea alkalilenta	 AW-7	34,5	376489	GCA_001648175.1
Halorubrum cibi	B31	33,5	413815	
Methanobrevibacter arboriphilus	DH1	33,5	39441	
Rheinheimera pleomorphica	PKS7	33,5	2703963	
Parapedobacter defluvii	WY-1	33,5	2045106	
Micromonospora globbae	WPS1-2	33,5	1894969	
Roseitalea porphyridii	MA7-20	33,5	1852022	GCA_004331955.1
Pontibacter litorisediminis	YKTF-7	33,5	1846260	
Clostridium sordelli	ATCC 9714	33,5	1796621	
Roseomonas rubra	S5	33,5	1783359	
Streptomyces verrucosisporus	CPB1-1	33,5	1695161	
Croceicoccus pelagius	Ery9	33,5	1703341	
Croceicoccus mobilis	Ery22	33,5	1703339	
Nocardiopsis synnemasporogenes	NEAE-85	33,5	1481650	
Bacillus glycinifermentans	GO-13	33,5	1664069	GCA_900093775.1
Bacillus crescens	JC247 	33,5	-1	
Pseudoxanthomonas sangjuensis	5GH38-5	33,5	1503750	
Paenibacillus cathormii	BK114-2	33,5	1539108	
Halovulum dunhuangense	YYQ-30	33,5	1505036	
Clostridium algifaecis	MB9-7	33,5	1472040	
Prauserella isguenensis	H225	33,5	1470180	
Oceanobacillus massiliensis	Ndiop	33,5	1465765	
Dethiosulfatarculus sandiegensis	SPR	33,5	1429043	
Idiomarina woesei	W11	33,5	-1	
Methyloversatilis thermotolerans	3t	33,5	1346290	
Melaminivora jejuensis	KBB12	33,5	1267217	
Bacillus australimaris	NH7I_1	33,5	1326968	
Nafulsella turpanensis	ZLM-10	33,5	1124780	
Fuchsiella ferrireducens	Z-7101	33,5	1242948	
Sphingomicrobium marinum	CC-AMZ-30M	33,5	1227950	
Sphingomicrobium astaxanthinifaciens	CC-AMO-30B	33,5	1227949	
Bacillus zhangzhouensis	DW5-4	33,5	1178540	
Ruegeria arenilitoris	G-M8	33,5	1173585	
Imtechella halotolerans	K1	33,5	946077	
Chryseobacterium taihuense	THMBM1	33,5	1141221	
Idiomarina piscisalsi	TPS4-2	33,5	1096243	GCA_002211765.1
Bacillus coreaensis	MS5	33,5	1081598	
Brevibacterium ravenspurgense	5401308	33,5	479117	
Microbulbifer yueqingensis	Y226	33,5	658219	
Chitiniphilus shinanonensis	SAY3	33,5	553088	
Staphylococcus massiliensis	5402776	33,5	555791	
Oceanobacillus locisalsi	CHL-21	33,5	546107	
Bacillus korlensis	ZLC-26	33,5	-1	
Marinobacter segnicrescens	SS011B1-4 	33,5	430453	
Lysinibacillus massiliensis	4400831	33,5	-1	
Gulbenkiania indica	HT27	33,5	375574	
Pontibacter korlensis	X14-1	33,5	400092	GCA_000973725.1
Epibacterium mobile	MBIC01146	33,5	-1	GCA_000376545.2
Thiomonas bhubaneswarensis	S10	33,5	339866	
Halobacillus salinus	HSL-3	33,5	192814	
Gordonia paraffinivorans	HD321	33,5	175628	
Rhodococcus pyridinivorans	PDB9	33,5	103816	GCA_000511305.1
Paenibacillus chinjuensis	WN9	33,5	103815	
Halomonas halophila	CCM3662	33,5	29573	
Clostridium sartagoforme	ATCC 25778	33,5	84031	
Mycolicibacterium mageritense	938	33,5	53462	
Asaccharospora irregularis	ATCC 25756	33,5	29359	
Halomonas elongata	1H9 	33,5	2746	GCA_000196875.2
Alkalibacterium iburiense	M3	33,5	290589	
Providencia thailandensis	C1112	33,5	990144	
Clostridium cadaveris	ATCC 25783	33,5	1529	
Acetoanaerobium sticklandii	StadtmanHF	33,5	1511	GCA_000196455.1
Staphylococcus epidermidis	Fussel	33,5	1282	GCA_006094375.1
Acidaminococcus fermentans	VR4	33,5	905	GCA_000025305.1
Leptospirillum ferrooxidans	L15	33,5	180	GCA_000284315.1
Sinomicrobium soli	N-1-3-6	32,5	2662143	
Pseudonocardia lutea	NEAU-G57	32,5	2172015	
Georgenia deserti	SYSU D8004	32,5	2093781	
Marinicrinis lubricantis	KSS164-79	32,5	2086470	
Achromobacter veterisilvae	LMG 30378	32,5	2069367	
Zobellella maritima	102-Py4	32,5	2059725	
Siccirubricoccus deserti	SYSU D8009	32,5	2013562	
Phytoactinopolyspora halotolerans	YIM 96448	32,5	1981512	
Massilia agilis	J9	32,5	1811226	
Massilia solisilvae	J18	32,5	1811225	
Massilia terrae	J11	32,5	1811224	
Devosia elaeis	S37	32,5	1770058	
Pseudoalteromonas gelatinilytica	NH153	32,5	1703256	
Paracoccus angustae	E6	32,5	1671480	
Skermanella rubra	YIM 93097	32,5	1648232	
Paenibacillus nicotianae	YIM h-19	32,5	1526551	
Streptomonospora algeriensis	H27	32,5	995084	
Streptomyces klenkii	S2704	32,5	1420899	
Micromonospora wenchangensis	2602GPT1-05	32,5	1185415	
Sinomicrobium oceani	SCSIO 03483	32,5	1150368	
Lysinibacillus mangiferihumi	M-GX18	32,5	1130819	
Rubrobacter bracarensis	VF70612 S1	32,5	1017354	
Streptomyces glycovorans	YIM M 10366	32,5	933940	
Bacillus luteolus	YIM 9317	32,5	-1	
Streptomyces nanhaiensis	SCSIO 01248	32,5	679319	
Haloactinopolyspora alba	 YIM 93246	32,5	648780	
Oceanibaculum pacificum	LMC2up-L3	32,5	580166	
Prauserella sediminis	CCTCC AA 208054	32,5	577680	
Prauserella flava	CCTCC AA 208052	32,5	577679	
Verrucosispora sediminis	 MS426	32,5	-1	
Zhihengliuella alba	YIM 90734	32,5	547018	
Gracilibacillus saliphilus	YIM 91119	32,5	543890	
Prauserella marina	CCTCC AA 208056	32,5	530584	GCA_002240355.1
Saccharopolyspora antimicrobica	I05-00074	32,5	455193	
Wohlfahrtiimonas chitiniclastica	S5	32,5	400946	
Saccharopolyspora halophila	YIM 90500	32,5	405551	
Prauserella aidingensis	CCTCC AA 208053	32,5	387890	
Prauserella salsuginis	CCTCC AA 208051	32,5	387889	
Ignatzschineria larvae	L1/68	32,5	112009	
Nocardiopsis trehalosi	CIP 106425	32,5	109329	
Actinomadura madurae	ATCC 19425	32,5	1993	
Streptomyces roietensis	WES2	32	2044847	
Micromonospora terminaliae	TMS7	32	1914461	GCA_009671205.1
Methyloterricola oryzae	73a	32	1495050	
Oceanibaculum nanhaiense	L54-1-50	31	1909734	
Noviherbaspirillum agri	K-1-15	31	1854499	
Aeromicrobium massiliense	�JC14	31	1464554	
Halomonas qiaohouensis	YIM QH88	31	1329370	
Thauera humireducens	SgZ-1	31	1134435	GCA_001051995.2
Pseudoalteromonas xishaensis	E418	31	1131609	
Phreatobacter oligotrophus	PI_21	31	1122261	
Amycolatopsis endophytica	KLBMP 1221	31	860233	
Paenibacillus chitinolyticus	EAG-3	31	79263	GCA_004117095.1
Enterobacter tabaci	YIM Hb-3	31	-1	
Gellertiella hungarica	RAM11	28,5	1572859	
Rufibacter quisquiliarum	CAI-18b	28,5	1549639	
Sphingomonas endophytica	YIM 65583	28,5	869719	
Plantactinospora endophytica	YIM68255	28,5	673535	
Fictibacillus rigui	WPCB074	28,5	554308	
Enterococcus xinjiangensis	48	28,5	-1	
Moheibacter stercoris	784B1_12E-Caso	30,5	1628251	
Haloprofundus marisrubri	SB9	34	1514971	
Acidibacter ferrireducens	MCF85	33,5	1229656	
Salinivibrio proteolyticus	AF-2004	33,5	334715	
Marispirochaeta aestuarii	JC444	32,5	1963862	
Amycolatopsis albispora	WP1	32,5	1804986	GCA_003312875.1
Acinetobacter larvae	 BRTC-1	32,5	1789224	GCA_001704115.1
Comamonas sediminis	S3	32,5	1783360	
Tritonibacter horizontis	O3.65	32,5	1768241	
Streptomyces palmae	CMU-AB204	32,5	1701085	
Jeotgalibacillus alkaliphilus	JC303	32,5	1671556	
Paenibacillus salinicaeni	LAM0A28	32,5	1565089	
Aquisalimonas halophila	YIM 95345	32,5	1303863	
Salinifilum ghardaiensis	H53	32,5	1293032	
Altererythrobacter atlanticus	26DY36 	32,5	-1	GCA_001008165.2
Aliidiomarina shirensis	AIS	32,5	1048642	
Ectothiorhodospira magna	B7-7	32,5	867345	
Halomonas aidingensis	Ad-1	32,5	659123	
Bacillus zhanjiangensis	JSM 099021	32,5	-1	
Bacillus graminis	YC6957	32,5	-1	
Aquamicrobium aestuarii	G210	32,5	698647	
Pseudoteredinibacter isoporae	SW-11	32,5	570281	
Oceanobacillus sojae	Y27	32,5	582851	
Ectothiorhodospira variabilis	WN22	32,5	505694	
Jeotgalicoccus nanhaiensis	JSM 077023	32,5	568603	
Salinicola zeshunii	N4	32,5	459885	
Halomonas andesensis	LC6	32,5	447567	
Devosia geojensis	BD-c194	32,5	443610	
Geminicoccus roseus	D2-3	32,5	404900	
Zobellella denitrificans	ZD1	32,5	347534	
Salinimonas chungwhensis	BH030046	32,5	265425	
Chromohalobacter sarecensis	LV4	32,5	245294	
Planomicrobium chinense	DX3-12	32,5	-1	
Brevibacillus limnophilus	 DSM 6472	32,5	267745	
Pontibacillus chungwhensis	BH030062	32,5	1385513	
Telluria mixta	ACM 1762	32,5	34071	
Jeotgalibacillus alimentarius	YKJ-13	32,5	135826	
Telluria chitinolytica	ACM 3522	32,5	34070	
Staphylococcus hyicus	D. Sompolinsky no. 1	32,5	1284	GCA_000816085.1
Scopulibacillus cellulosilyticus	THG-NT9	31,5	2665665	
Ktedonosporobacter rubrisoli	SCAWS-G2	31,5	2509675	GCA_004208415.1
Idiomarina andamanensis	W5	31,5	1940690	
Flexivirga endophytica	YIM 7505	31,5	1849103	
Shinella curvata	C3	31,5	1817964	
Blastococcus xanthinilyticus	BMG 862	31,5	1564164	
Rhodobacter sediminis	N1	31	1783356	
Sphingobacterium terrae	Brt-F	30	2070451	
Flavobacterium naphthae	Brt-M	30	2057005	
Kineococcus aureolus	YIM 121940	30	2044857	
Kineococcus terrestris	YIM 121936	30	2044856	
Halomonas aestuarii	Hb3	30	1897729	GCA_001886615.1
Actinokineospora acnipugnans	R434	30	1813471	
Geodermatophilus aquaeductus	BMG801 	30	1564161	
Nocardiopsis algeriensis	B32	30	1478215	
Idiomarina atlantica	G5_TVMV8_7	30	-1	
Advenella faeciporci	M-07	30	797535	
Nonomuraea jiangxiensis	FXJ1.102	30	633440	
Deinococcus cellulosilyticus	5516J-15	30	401558	
Clostridium polyendosporum	PS-1	30	69208	
Altererythrobacter fulvus	S-54	27,5	2126012	
Pediococcus ethanolidurans	 Z-9	33	319653	
Streptomyces vitaminophilus	SF2080	29,5	-1	
Motiliproteus sediminis	HS6	31,5	1468178	
Clostridium magnum	Wo Bd P1	31	33954	
Bacillus zanthoxyli	1433	30	2663026	
Pinisolibacter ravus	E9	30	2172023	
Thioclava marina	11.10-0-13	30	1915077	
Rhodococcus biphenylivorans	TG9	30	-1	GCA_003288095.1
Agarivorans gilvus	WH0801	30	680279	GCA_001420915.1
Olivibacter sitiensis	AW-6	30	376470	
Skermanella rosea	M1	29,5	1817965	
Halomonas nitroreducens	11S	26	447425	
Halomonas cerina	SP4	26	447424	
Bacillus cucumis	AP-6	29	-1	
Parafilimonas rhizosphaerae	T16E-198	29	1864942	
Nocardia halotolerans	Chem15	29	1755878	
Salinimicrobium flavum	X7	29	1737065	
Streptomyces bambusae	T110	29	1550616	
Nonomuraea indica	DRQ-2	29	1581193	
Streptomyces olivicoloratus	T13	29	1550618	
Fulvimonas yonginensis	5GHs31-2	29	1495200	
Chromobacterium amazonense	CBMAI 310	29	1382803	
Lechevalieria nigeriaca	NJ2035	29	-1	
Kocuria indica	NIO-1021	29	1049583	
Domibacillus enclensis	NIO-1016	29	1017273	
Arthrobacter enclensis	NIO-1008	29	-1	
Massilia flava	Y9	29	-1	
Virgibacillus jeotgali	NS3012	29	679900	
Filomicrobium insigne	SLG5B-19	29	418854	
Massilia lutea	101	29	-1	
Massilia plicata	76	29	-1	GCA_004421005.1
Massilia albidiflava	45	29	-1	GCA_004322755.1
Massilia dura	16	29	-1	
Oceanimonas smirnovii	31-13	29	264574	
Bacillus algicola	KMM 3737	29	-1	
Nocardiopsis alkaliphila	CCTCC AA 001031	29	225762	
Rummeliibacillus pycnus	NRRL NRS-1691	29	101070	
Viridibacillus neidei	BD-87	29	101059	
Paenibacillus amylolyticus	ATCC 9995	29	1451	
Chitinophaga costaii	A37T2	28	1335309	
Bacillus cellulasensis	NIO-1130	28	-1	
Paenibacillus seodonensis	DCT-19	27,5	2685820	CP029639
Mitsuaria noduli	HZ7	27,5	2052484	
Herbaspirillum robiniae	HZ10	27,5	2014887	GCA_002025725.1
Corynebacterium guangdongense	S01	27,5	1783348	
Paradonghicola geojensis	FJ12	27,5	-1	
Quisquiliibacterium transsilvanicum	CGI-09	27,5	1549638	
Paenibacillus gelatinilyticus	PG1	27,5	1579330	
Luteimonas terrae	THG-MD21	27,5	1530191	
Labedella endophytica	EGI 6500705	27,5	1523160	
Frigoribacterium endophyticum	EGI 6500707	27,5	1522176	
Okibacterium endophyticum	EGI 650022	27,5	1521118	
Halomonas heilongjiangensis	92	27,5	1387883	
Stappia taiwanensis	CC-SPIO-10-1	27,5	992267	
Devosia pacifica	NH131	27,5	1335967	
Paenochrobactrum pullorum	280	27,5	1324351	
Rhizobium alvei	TNR-22	27,5	1132659	
Georgfuchsia toluolica	G5G6	27,5	424218	
Jeotgalicoccus marinus	JSM 076033	27,5	516700	
Vibrio litoralis	MANO22D	27,5	335972	
Salinicola salarius	M27	27,5	430457	
Halomonas janggokensis	M24	27,5	370767	
Halomonas gomseomensis	M12	27,5	370766	
Micromonospora marina	JSM1-1	27,5	307120	
Halomonas boliviensis	LC1	27,5	1072583	
Pseudomonas xiamenensis	C10-2	27,5	-1	
Dendrosporobacter quercicolus	DSM 1736	27,5	1121386	
Roseovarius tibetensis	LM2	25	2685897	
Brevundimonas balnearis	FDRGB2b	25	1572858	
Porifericola rhodea	N5EA6-3A2B	25	930972	
Idiomarina aquimaris	SW15	25	-1	
Phycicoccus ochangensis	L1b-b9	25	663580	
Marinobacter vinifirmus	 FB1	25	355591	
Pseudomonas caricapapayae	ATCC 33615	26	46678	
Roseovarius atlanticus	R12B	26,5	1641875	
Leisingera caerulea	LMG 24369	24	506591	
Phaeobacter italicus	LMG 24365	24	481446	
Abditibacterium utsteinense	LMG 29911	16,5	1960156	
Arenimicrobium luteum	Ac_12_G8	36,3	1560324	
Methanofollis tationis	Chile 9	42	81417	
Methanofollis liminatans	GKZPZ	40	2201	
Pseudogracilibacillus endophyticus	DT7-02	40	1534102	
Halorubrum alkaliphilum	DZ-1	38	261290	
Mycoplasma ciconiae	ST 57	37	-1	
Alkaliphilus oremlandii	OhILAs	37	350688	GCA_000018325.1
Corynebacterium massiliense	5402485	37	441501	
Sorangium orientale	Soce GT47	37	2093420	
Clostridium autoethanogenum	JA1-1	37	84023	GCA_000484505.1
Brassicibacter mesophilus	BM	37	745119	
Spinactinospora alkalitolerans	CXB654	37	687207	
Alishewanella aestuarii	B11	37	1197174	
Methylomarinum vadi	IT-4	37	438855	
Bacillus aidingensis	517	37	-1	
Salimicrobium luteum	BY-5	37	351205	
Desulfohalobium utahense	EtOH3	37	-1	
Clostridium formicaceticum	ATCC 27076	37	1497	GCA_001854185.1
Alkaliflexus imshenetskii	Z-7010	35	286730	
Ethanoligenens harbinense	YUAN-3	35	663278	GCA_000178115.2
Methanobacterium movilense	MC-20	33	1036678	
Acinetobacter lactucae	NRRL B-41902	30	1785128	GCA_002076935.1
Hoppeia youngheungensis	YIK12	30	1408155	
Sandaracinus amylolyticus	NOSO-4	30	927083	GCA_000737325.2
Alishewanella agri	 BL06	30	553384	
Pseudohaliea rubra	CM41_15a	30	475795	
Nisaea denitrificans	DR41_21	30	390877	
Eionea nigra	 17X/A02/237	30	287488	
Robiginitalea biformata	HTCC2501	30	313596	GCA_000024125.1
Limnobacter litoralis	KP1-19	40	481366	
Syntrophococcus sucromutans	S195	38,5	84037	
Rhodocista pekingensis	3-p	36,5	201185	
Halobiforma nitratireducens	135	38,5	130048	
Sinimarinibacterium flocculans	Za3-11	38,5	985250	
Kordiimonas gwangyangensis	GW14-5	38,5	288022	
Brevibacillus nitrificans	DA2	38	651560	
Desulfobaculum xiamenense	P1	37,5	995050	
Comamonas kerstersii	LMG 3475	37,5	225992	GCA_002056725.1
Pseudaeromonas paramecii	PCS8	36,5	2138166	
Fulvivirga kasyanovii	KMM 6220	36	396812	
Mesoflavibacter zeaxanthinifaciens	TD-ZX30	36	393060	
Desulfitibacter alkalitolerans	sk.kt5	36	264641	
Alkalispirochaeta alkalica	Z-7491	35	46356	
Haloplasma contractile	SSD-17B	33,5	1033810	
Bacillus aquimaris	TF-12	33,5	-1	
Paenibacillus kribbensis	AM49	33,5	172713	GCA_002240415.1
Alteromonas macleodii	107	33,5	28108	GCA_000172635.2
Pediococcus cellicola	Z-8	33,5	319652	
Kocuria arsenatis	CM1E1	32,5	1578757	
Thalassococcus halodurans	UST050418-052	32	373675	
Nonlabens tegetincola	UST030701-324	32	323273	
Aridibacter famidurans	A22_HD_4H	30	1384638	
Sporosarcina terrae	LZ2	32,5	1803212	
Pseudoalteromonas flavipulchra	NCIMB 2033	30	137779	
Echinicola vietnamensis	KMM 6221	31	390884	GCA_000325705.1
Streptomyces indiaensis	ATCC 33330	28,5	284033	
Altererythrobacter xiamenensis	LY02	29	1316679	
Algivirga pacifica	S354	27,5	1162670	
Roseivirga spongicola	UST030701-084	25	333140	
Clostridium disporicum	DS1	25,5	84024	
Friedmanniella lacustris	EL-17A	26	-1	
Nocardioides aquaticus	EL-17K	21	160826	
Antarctobacter heliothermus	EL-219	21	74033	GCA_002237555.1
Nonomuraea suaedae	10-20SHSu	32,5	2591825	
Halomonas urumqiensis	BZ-SZ-XJ27	39	1684789	
Microvirga lupini	 Lut6	39	420324	
Thioprofundum hispidum	gsp61	39	394805	
Desulfotomaculum sapomandens	Pato	38	-1	
Acetitomaculum ruminis	139B	38	2382	
Methanofollis aquaemaris	N2F9704 	37	126734	
Bacteroides faecis	MAJ27	37	1077285	
Kytococcus schroeteri	Muenster 2000	37	138300	
Aquicoccus porphyridii	L1 8-17	37	1852029	
Saccharomonospora xiaoerkulensis	TRM 41495	37	1778871	
Serpentinicella alkaliphila	3b	37	1734049	
Flexilinea flocculi	TC1	37	1678840	
Peptoniphilus catoniae	M6.X2D	37	1660341	
Vitellibacter aquimaris	D-24	37	-1	
Alteromonas gracilis	9a2	37	1479524	
Bacillus nanhaiisediminis	NH3	37	-1	
Microbulbifer chitinilyticus	ABABA212	37	644768	
Oceanobacillus kapialis	SSK2-2	37	481353	
Tropicibacter naphthalenivorans	C02	37	441103	
Aquicella lusitana	SGT-39	37	254246	GCA_902459475.1
Clostridium tunisiense	E1	37	219748	
Halomonas campaniensis	5AG	37	213554	GCA_000696485.1
Methylobacterium podarium	FM4	37	-1	
Anaerobiospirillum thomasii	NCTC 12467	37	179995	
Eubacterium callanderi	FD	37	53442	GCA_000152245.2
Desulfonatronovibrio hydrogenovorans	Z-7935	37	53245	
Actinopolyspora halophila	 ATCC 27976	37	1850	
Geodermatophilus chilensis	B12	35	2035835	
Methyloceanibacter caenitepidi	Gela4	35	1384459	GCA_000828475.1
Paraburkholderia symbiotica	JPY-345	35	-1	
Desulfovibrio legallii	H1	35	571438	
Rhodoplanes serenus	TUT3530	35	200615	
Anaeroarcus burkinensis	ATCC 51455	35	82376	
Halobacillus litoralis	SL-4	35	45668	GCA_004101865.1
Desulfuribacillus stibiiarsenatis	MLFW-2	34	1390249	
Sporomusa ovata	H1	34	2378	
Alteromonas lipolytica	JW12	30	1856405	
Pseudohongiella spirulinae	 Ma-20	30	1249552	GCA_001444425.1
Jannaschia seohaensis	SMK-146	30	475081	
Halomonas korlensis	XK1	30	463301	
Terribacillus goriensis	CL-GR16	30	386490	GCA_000725365.1
Hydrogenovibrio halophilus	HL 5	30	373391	
Psychroflexus tropicus	LA1	30	197345	
Sphingorhabdus soli	D-2Q-5-6	28	2601267	
Thioclava nitratireducens	25B10_4	28	1915078	GCA_001940525.2
Cohnella kolymensis	20,16	28	1590652	
Pustulibacterium marinum	E403	28	1224947	
Salinicoccus halodurans	W24	28	407035	GCA_001005905.1
Aequorivita vladivostokensis	KMM 3516	28	171194	
Exiguobacterium aurantiacum	NCIB 11798	25	33987	
Parviterribacter kavangonensis	D16/0/H6	39	1640865	
Parviterribacter multiflagellatus	A22/0/F9_1	37,5	1640866	
Methanobrevibacter millerae	ZA-10	39	230361	GCA_001477655.1
Eubacterium oxidoreducens	G41	40	1732	
Marinobacterium zhoushanense	WM3	38,5	1679163	
Alcanivorax gelatiniphagus	MEBiC08158	38,5	-1	
Christensenella minuta	YIT 12065	38,5	626937	GCA_003628755.1
Clostridium pascui	Cm	38,5	46609	
Arvibacter flaviflagrans	C-1-16	32,5	1813470	
Treponema succinifaciens	ATCC33096	37	167	GCA_000195275.1
Zeaxanthinibacter aestuarii	S2-22	36	1796906	
Porphyrobacter dokdonensis	DSW-74	36	-1	
Spirochaeta asiatica	Z-7591	35	46357	
Kordiimonas lacus	S3-22	33,5	637679	
Actinomyces naturae	BL-79	33,5	-1	
Rheinheimera aquimaris	SW-353	33,5	412437	
Exiguobacterium marinum	TF-80	33,5	273528	
Kangiella koreensis	SW-125 	33,5	261964	GCA_000024085.1
Terriglobus albidus	Ac_26_B10	33	1592106	GCA_008000815.1
Anaerobacillus alkalidiazotrophicus	MS6	34	472963	
Thauera sinica	K11	32,5	2665146	
Thioclava sediminum	TAW-CT134	30	1915319	
Streptomyces oryzae	S16-07	27,5	1434886	
Roseibacterium beibuensis	JLT1202r	29	1193142	
Bacillus natronophilus	M30	27,5	-1	
Nitratireductor indicus	C115	27,5	1231190	
Pontibacter actiniarum	KMM 6156	26,5	323450	GCA_003585765.1
Actinobaculum suis	 Soltys 50052	22,5	1657	
Alkalibacterium thalassium	T117-1-2	37	426701	
Saccharospirillum correiae	CPA1	30	1808867	
Tellurimicrobium multivorans	Ac_18_E7	35,5	1592105	
Sphingobacterium haloxyli	5JN-11	29	2100533	
Halarchaeum salinum	MH1-34-1	42	489912	
Mycobacterium arosiense	T1921	42	425468	
Magnetospirillum bellicus	VDY	42	-1	
Mycobacterium genavense	ATCC 51234	42	1408452	
Methanofollis formosanus	ML15	40	299308	
Methanolacinia paynteri	G-2000	40	694436	
Methanobacterium oryzae	FPiT	40	69540	
Sporacetigenium mesophilum	ZLJ115	39	286803	
Bacteroides xylanisolvens	XB1A 	38	371601	GCA_006546965.1
Selenihalanaerobacter shriftii	DSSe-1	38	142842	
Methanoculleus taiwanensis	CYW4	37	1550565	
Halomarina oriensis	KeC-11	37	671145	
Methanosarcina horonobensis	HB-1	37	418008	GCA_000970285.1
Halorubrum californiense	SF3-213	37	416585	
Halococcus saccharolyticus	P-423	37	62319	
Methanocalculus taiwanensis	P2F9704a	37	106207	
Mycobacterium talmoniae	NE-TNMC-100812	37	1858794	
Fudania jinshanensis	313	37	2603327	CP029033
Butyricimonas faecalis	H184	37	2093856	GCA_003991565.1
Actinomyces qiguomingii	410	37	2057800	GCA_004102025.1
Blautia hominis	KB1	37	2025493	
Bacillus lacus	AK74	37	-1	
Bacillus alkalilacus	AK73	37	-1	
Ciceribacter thiooxidans	F43b	37	1969821	
Mycobacterium ahvazicum	AFP-003	37	1964395	
Neisseria dumasiana	93087	37	1931275	
Sphingobacterium bovisgrunnientis	YK2	37	1874697	
Paenibacillus tumbae	CSA42	37	1862094	
Chryseobacterium montanum	WG4	37	-1	
Nocardioides taihuensis	X17	37	1835606	
Pleomorphochaeta caudata	SEBR 4223	37	1806370	
Mycoplasma tullyi	56A97T	37	1612150	
Arsenicitalea aurantiaca	42-50	37	1783274	
Catenovulum sediminis	D2	37	1740262	GCA_007289895.1
