genus_and_species	taxonomy_id	strain	superkingdom	phylum	class	order	family	genus	assembly_or_accession	Genome_GC	Genome_size	16S_accssion	16S_GC	Tmin	Topt_ave	Topt_low	Topt_high	Tmax	Tmax_Tmin
Salinicola acroporae	1541440	S4-41	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola		63,6		KM200719	56,2	15	30			45	30
Kurthia populi	1562132	10y-14	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia		42,4		KM613132	52,9	10	30			45	35
Nocardioides solisilvae	1542435	Ka25 	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		71,6		LN555580	57,7	20	30			45	25
Flavobacterium endophyticum	1540163	522	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		37,7		KJ873109	53	10	30			45	35
Fusibacter fontis	1537567	KhalAKB1 	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Fusibacter		37,6		LM999901	52,8	15	30			45	30
Micromonospora oryzae	1530046	CP2R9-1 	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		73,8		AB981052	60,5	20	30			45	25
Micromonospora soli	1530045	SL3-70 	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		72,7		AB981051	60,7	20	30			45	25
Streptomyces pini	1520580	PL19	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		69,5		EU912466	60	25	30			45	20
Brevibacillus halotolerans	1507437	LAM0312	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus		45		KJ627768	54,4	20	30			45	25
Halopolyspora algeriensis	1500506	H195	Bacteria	Actinobacteria	Actinobacteria			Halopolyspora		68,2		KJ574202	61,5	20	30			45	25
Bacillus formosensis	1496044	CC-LY275	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		37,9		KR534504	54,8	20	30			45	25
Bacillus ectoiniformans	1494429	NE-14	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		39,2		KJ461712	55,3	10	30			45	35
Caballeronia jiangsuensis	1458357	MP-1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia		62,6		KJ400396	55,7	15	30			45	30
Flavobacterium arsenatis	1484332	Z	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		32,1		KJ205533	52,7	4	30			45	41
Lysinibacillus contaminans	1293441	FSt3A	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus				KC254732	53	15	30			45	30
Paenibacillus populi	1473572	LAM0705	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		48		KJ000069	55,1	25	30			45	20
Paenibacillus enshidis	1458439	RP-207	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		47		KF862945	55,4	15	30			45	30
Lysinibacillus alkaliphilus	1450019	OMN17	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		38,1		KF771256	54,6	20	30			45	25
Lactobacillus oryzae	1202668	SG293	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		43,4		AB731660	52,1	4	30			45	41
Paenibacillus shenyangensis	1434724	A9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		51,9		KF834270	54,4	20	30			45	25
Kurthia huakuii	1421019	LAM0618	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia		41		KC904244	53,1	10	30			45	35
Fontibacillus phaseoli	1416533	BAPVE7B	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Fontibacillus		45,6		KF583881	54,1	10	30			45	35
Bacillus filamentosus	1402861	SGD-14	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		39,6		KF265351	54,1	20	30			45	25
Paenibacillus oceanisediminis	1356243	L10	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		44		JF811909	55	10	30			45	35
Rufibacter immobilis	1348778	MCC P1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter		52,8		HG316123	57,3	15	30			45	30
Mobilisporobacter senegalensis	1329262	Gal1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilisporobacter		33,8		JX999366	50,8	15	30			45	30
Aliidiomarina sanyensis	1249555	GYP-17	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina		53,6		JX981923	54	10	30			45	35
Aquamicrobium terrae	1324945	hun6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aquamicrobium		63,5		KC840671	55,8	10	30			45	35
Luteimonas huabeiensis	1244513	HB2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas		67		JX658136	56,4	20	30			45	25
Saccharothrix hoggarensis	913853	SA181	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix				HQ399564	59,3	20	30			45	25
Bacillus massiliosenegalensis	1287657	JC6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		37,6		JF824800	54,8	25	30			45	20
Crassaminicella profunda	1286698	Ra1766H	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Crassaminicella		33,7		KC329523	53	25	30			45	20
Ornithinibacillus halotolerans	1274357	GD04	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus		39,3		KC311560	54,2	10	30			45	35
Ornithinibacillus contaminans	694055	CCUG 53201	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus				FN597064	55,3	20	30			45	25
Pacificimonas aurantium	1250540	 JLT2012	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pacificimonas		65,5		JX878395	54,8	10	30			45	35
Halomonas huangheensis	1178482	BJGMM-B45 	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	GCA_001431725.1	58,5	4,8	JQ716246	55,6	10	30			45	35
Heliimonas saccharivorans	1239958	L2-4	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Heliimonas		42		JX458466	52	10	30			45	35
Lysinibacillus fluoroglycofenilyticus	1239396	cmg86	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		37,6		JX524514	54,4	20	30			45	25
Salimicrobium jeotgali	1230341	MJ3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium	GCA_001685435.3	46,3	2,8	KF732837	56,6	15	30			45	30
Paenibacillus doosanensis	1229154	CAU 1055	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		48,3		JX233493	54,2	4	30			45	41
Bacillus qingshengii	1226983	G19	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		36,7		JX293295	54,8	4	30			45	41
Tumebacillus algifaecis	1214604	THMBR28	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	GCA_002243515.1	53	4,5	JX110710	57	20	30			45	25
Rhizobium ipomoeae	1210932	shin9-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		58,3		HE866935	54,9	10	30			45	35
Rhizobium paknamense	1206817	L6-8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		60,4		AB733647	56,1	20	30			45	25
Lysinibacillus chungkukjangi	1202712	2RL3-2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		41,8		JX217747	54	10	30			45	35
Bacillus mesonae	1193713	FJAT-13985	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	GCA_003999735.1	40,4	5,8	JX262263	55,1	20	30			45	25
Wohlfahrtiimonas larvae	1157986	KBL006	Bacteria	Proteobacteria	Gammaproteobacteria			Wohlfahrtiimonas		45,2		JN873914	51,4	5	30			45	40
Olivibacter ginsenosidimutans	1176537	BS18	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter		41,9		JQ349042	55	10	30			45	35
Halomonas lionensis	1144478	RHS90	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		54,4		HE661586	55,5	4	30			45	41
Paenibacillus triticisoli	1155956	BJ-18	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		45,8		JN873136	55,1	10	30			45	35
Bacillus bingmayongensis	1150157	FJAT-13831	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		36,5		JN885201	53,6	15	30			45	30
Algoriphagus chungangensis	1134595	CAU 1002	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		38		JN967625	53,6	10	30			45	35
Paraburkholderia paradisi	1081790	WA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		64,9		JF763851	56,3	15	30			45	30
Bacillus ligniniphilus	1134413	L1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		40,8		JQ044788	54,7	10	30			45	35
Cohnella plantaginis	1133857	YN-83	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella		59,3		JN982125	56,2	10	30			45	35
Cohnella capsici	1133855	YN-59	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella		59,3		JN982126	56,4	4	30			45	41
Saccharomonospora amisosensis	1128677	DS3030	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora		68,9		JN989292	58,6	28	30			45	17
Micromonospora yasonensis	1128667	DS3186	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		73,1		JN989295	60,4	28	30			45	17
Paenibacillus beijingensis	1126833	BJ-18	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	GCA_000961095.1	52,5	5,7	NR_132612	56,3	10	30			45	35
Effusibacillus consociatus	1117041	CCUG 53762	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus		47		HE613268	57,7	15	30			45	30
Terriglobus tenax	1111115	DRP 35	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus		62,1		JN543507	54,9	15	30			45	30
Hungatella effluvii	1096246	UB-B.2	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella		51,4		HE603919	53,2	10	30			45	35
Williamsia spongiae	1087277	B138	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia		73,3		JN615440	57,9	10	30			45	35
Domibacillus robiginosus	1071054	WS 4628	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus		44,1		HE577175	56,6	13	30			45	32
Bacillus songklensis	1069116	CAU 1033	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		41,4		JN036548	56,2	10	30			45	35
Deinococcus enclensis	1049582	NIO-1023	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		67,2		HQ858011	56,3	25	30			45	20
Aliidiomarina minuta	880057	MLST1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina		46,3		HM851284	53,7	10	30			45	35
Saccharothrix saharensis	571190	SA152	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix				FJ379333	59,2	15	30			45	30
Microbacterium enclense	993073	NIO-1002	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		66,5		JF421612	56	20	30			45	25
Desulfosporosinus acidiphilus	885581	SJ4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	GCA_000255115.3	42,1	5	FJ951625	54,9	25	30			45	20
Actinomadura geliboluensis	882440	A8036	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura		70,8		HQ157187	59,8	20	30			45	25
Pseudodesulfovibrio piezophilus	879567	C1TLV30	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio		49,6		HM852532	54,5	15	30			45	30
Marinobacter daqiaonensis	650891	YCSA40	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter		60,8		FJ984869	56	10	30			45	35
Paenibacillus chartarius	747481	CCUG 55240	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		53,9		FN689718	57	15	30			45	30
Bacillus daliensis	745820	DLS13	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		43,9		GU583651	56,4	10	30			45	35
Fictibacillus nanhaiensis	742169	JSM 082006	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus		40,2		GU477780	54,2	15	30			45	30
Paenibacillus puldeungensis	696536	CAU 9324	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		48,8		GU187433	54,4	20	30			45	25
Paenibacillus chungangensis	696535	CAU 9038	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		51,6		GU187432	55,3	20	30			45	25
Bacillus deserti	673318	ZLD-8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		40,1		GQ465041	54,8	7	30			45	38
Pseudoxanthomonas jiangsuensis	619688	wax	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas		67,1		FJ796079	55,6	10	30			45	35
Pseudomonas sesami	582700	SI-P133	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		61,3		EU912472	54	4	30			45	41
Nocardioides caricicola	634770	YC6903	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		71,7		FJ750845	57,8	10	30			45	35
Parapedobacter composti	623281	4M40	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter		48,6		FJ754321	57,4	15	30			45	30
Parapedobacter luteus	623280	4M29	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter		47,6		FJ754320	56,5	15	30			45	30
Bacillus chungangensis	587633	CAU 348	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		35		FJ514932	54,4	4	30			45	41
Halobacillus salsuginis	578693	JSM 078133	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus		42,2		FJ456889	55,4	10	30			45	35
Virgibacillus litoralis	578221	JSM 089168	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus		40,2		FJ425909	55	10	30			45	35
Virgibacillus zhanjiangensis	578220	JSM 079157	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus		39,5		FJ425904	54,8	10	30			45	35
Actinopolyspora egyptensis	420776	HT371	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora				EF198330	60	10	30			45	35
Lysinibacillus sinduriensis	561440	BLB-1 	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		35,9		FJ169465	54,1	15	30			45	30
Salinicoccus carnicancri	558170	Crm	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus		47,8		FJ182049	56	4	30			45	41
Brachybacterium saurashtrense	556288	JG 06	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	GCA_003355475.1	72,8	3,7	EU937750	56,7	10	30			45	35
Microbacterium ginsengiterrae	546115	DCY37	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		64,5		EU873314	56	15	30			45	30
Deinococcus aerophilus	522488	5516T-11 	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		59,3		EU622979	56,6	5	30			45	40
Brevibacillus fluminis	511487	CJ71	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus		52,4		EU375457	55,6	20	30			45	25
Vogesella perlucida	450366	DS-28	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella		61,8		EF626691	55,1	4	30			45	41
Lutimaribacter saemankumensis	490829	SMK-117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lutimaribacter		63,5		EU336981	56	10	30			45	35
Phenylobacterium composti	457173	4T-6	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium		67,5		EU022524	56	15	30			45	30
Kribbella swartbergensis	324852	HMC25	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella				AY995147	58,4	20	30			45	25
Luteimonas composti	398257	CC-YY255	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas		68,1		DQ846687	56,2	20	30			45	25
Paenibacillus taiwanensis	401638	G-soil-2-3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		44,6		DQ890521	55,1	10	30			45	35
Lysobacter panaciterrae	363885	Gsoil 068	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter		67		AB245359	55,9	15	30			45	30
Clostridium nitrophenolicum	382954	1D	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		35,5		AM261414	52,4	20	30			45	25
Nocardiopsis terrae	372655	YIM 90022	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis		71,5		DQ387958	58,3	10	30			45	35
Amycolatopsis niigatensis	369932	LC11	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis		72,4		AB248537	59	5	30			45	40
Amycolatopsis echigonensis	369930	LC2	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis		72,4		AB248535	58,7	5	30			45	40
Salinicoccus luteus	367840	YIM 70202	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus		49,7		DQ352839	55,5	4	30			45	41
Bacillus panaciterrae	363872	Gsoil 1517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		47,8		AB245380	54,7	20	30			45	25
Bacillus ginsengihumi	363870	Gsoil 114	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		41,8		AB245378	54,4	20	30			45	25
Virgibacillus olivae	340172	E 308	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus		33,4		DQ139839	55,1	20	30			45	25
Pseudoxanthomonas suwonensis	314722	4M1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	GCA_000185965.1	70,2	3,4	AY927994	55,5	10	30			45	35
Porphyrobacter donghaensis	267135	SW-132	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter		66,8		AY559428	54,1	10	30			45	35
Alkanibacter difficilis	159478	MN154.3	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Alkanibacter		62,8		AJ313020	55,1	13	30			45	32
Lentibacillus halodurans	237679	8月1日	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus		43,4		AY321433	55,4	22	30			45	23
Alkalibacillus filiformis	200990	4AG	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalibacillus		39,5		AJ493661	54,9	15	30			45	30
Halomonas alimentaria	147248	YKJ-16	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		63		AF211860	56,5	4	30			45	41
Chromohalobacter israelensis	141390	ATCC 43985	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter		65		AJ295144	57,5	15	30			45	30
Bacillus luciferensis	178774	Logan SSI061	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		33		AJ419629	53,7	15	30			45	30
Chromohalobacter canadensis	141389	ATCC 43984	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter		62		AJ295143	57	5	30			45	40
Acidipropionibacterium microaerophilum	118367	M5	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium		67,7		NR_028778	57,7	20	30			45	25
Streptomyces capillispiralis	68182	A49492	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces				AB184577	59,4	10	30			45	35
Clostridium aceticum	84022	ATCC 35044	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	GCA_001042715.1	35,3	4,2	Y18183	53,9	25	30			45	20
Clostridium moniliforme	39489	ATCC 25546	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				L34622	51,1	25	30			45	20
Brevibacillus reuszeri	54915	H.W. Reuszer Army strain 39	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus		46,5		AB112715	55,5	10	30			45	35
Brevibacillus formosus	54913	F12	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	GCA_002215075.1	47,2	6,4	AB112712	55,7	10	30			45	35
Acetobacterium wieringae	52694	C	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium		43		X96955	53,1	20	30			45	25
Clostridium grantii	40575	A-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		30,2		X75272	52,8	17	30			45	28
Lysinibacillus macroides	33935	LMG 18474	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		38,2		AJ628749	54	20	30			45	25
Serratia oryzae	2034155	J11-6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia		53,2		KX421209	54,8	10	30			45	35
Lelliottia jeotgali	1907578	PFL01 	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	GCA_002271215.1	54,2	4,6	KX709881	54,8	10	30			45	35
Bacillus megaterium	1404	ATCC 14581	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	GCA_000832985.1	37,9	5,7	D16273	53,6	3	30			45	42
Lactobacillus insicii	1732567	TMW 1.2011	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		36,3		KP677494	51	8	30			45	37
Lactobacillus terrae	2269374	KCTC 21093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	GCA_002762335.1	33,1	1,5	MF683040	50,9	15	30			45	30
Lactobacillus mixtipabuli	1435342	IWT30	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		44,6		AB894864	52,8	15	30			45	30
Lactobacillus silagei	1293415	IWT126	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		45,6		AB786910	52,6	15	30			45	30
Lactobacillus pontis	35787	LTH 2587	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	GCA_009428965.1	53,3	1,7	AJ422032	53,2	15	30			45	30
Enterococcus ureasiticus	903984	CCRI-16986	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		41,7		GU457262	52,9	30	30			45	15
Cohnella lubricantis	2163172	KSS-154-50	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella				KX581041	56,9	20	28			45	25
Gordonia didemni	1934933	B204	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia				JN615417	57,4	10	28			45	35
Sphaerimonospora triticiradicis	2666283	NEAU-HRGS1-10	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerimonospora		70,7		MF969268	60	20	28			45	25
Microbispora fusca	2576905	NEAU-HEGS1-5	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora		71,7		MK825340	59	20	28			45	25
